"accession","disease","role","feature","smd","p_value","fdr"
"GSE41258","CRC","validation","FGFR_AXIS",-0.642109638776411,4.70800890158968e-07,1.93616837805895e-06
"GSE41258","CRC","validation","HGF_MET_AXIS",0.704868359715566,5.69461287664396e-07,1.93616837805895e-06
"GSE41258","CRC","validation","IGF_INSR_AXIS",-0.400317946146025,0.00282767041672521,0.00534115523159206
"GSE41258","CRC","validation","JAK_STAT",0.461019742072444,0.00146072944675206,0.00413873343246418
"GSE41258","CRC","validation","PDGFR_KIT_CSF1R",-0.296898167090068,0.0423024403648458,0.0553185758617214
"GSE41258","CRC","validation","PI3K_AKT",-0.0903805927438673,0.545166614731974,0.579239528152723
"GSE41258","CRC","validation","RAS_MAPK",-0.171813476761342,0.176064125161859,0.213792151982257
"GSE41258","CRC","validation","RET_ALK_NTRK",-0.458070209117741,0.00244326049236772,0.00534115523159206
"GSE41258","CRC","validation","SRC_FAK",-0.365665986498287,0.00871180103285249,0.0148100617558492
"GSE41258","CRC","validation","TAM_AXL_AXIS",0.404511385855564,0.0131116456207306,0.0202634523229474
"GSE41258","CRC","validation","TGFB_SMAD",0.298667715745919,0.0266158242591781,0.0377057510338357
"GSE41258","CRC","validation","TIE_ANGPT_AXIS",0.131686942800313,0.374259693876741,0.42416098639364
"GSE41258","CRC","validation","VEGF_PDGF_AXIS",0.983454265254285,1.15821580080423e-12,9.84483430683593e-12
"GSE41258","CRC","validation","WNT_CTNNB1",1.3902417569608,7.92329292669629e-22,1.34695979753837e-20
"GSE23878","CRC","validation","EPH_RECEPTORS",0.452564393411977,0.0954239301033875,0.324441362351518
"GSE23878","CRC","validation","ERBB_LIGANDS",-0.00547389719673143,0.984416802956445,0.984416802956445
"GSE23878","CRC","validation","ERBB_RECEPTORS",-0.123142938799811,0.653680808588281,0.797272645192306
"GSE23878","CRC","validation","FGFR_AXIS",-0.702060434506087,0.0155941743634063,0.132550482088953
"GSE23878","CRC","validation","HGF_MET_AXIS",0.194693716884761,0.451476140254314,0.797272645192306
"GSE23878","CRC","validation","IGF_INSR_AXIS",-0.441565382206346,0.0925921077576451,0.324441362351518
"GSE23878","CRC","validation","JAK_STAT",0.300058354946216,0.264540002872082,0.642454292689342
"GSE23878","CRC","validation","PDGFR_KIT_CSF1R",-0.186515981938905,0.480080470359394,0.797272645192306
"GSE23878","CRC","validation","PI3K_AKT",-0.0674932749090278,0.792890858130134,0.898609639214152
"GSE23878","CRC","validation","RAS_MAPK",-0.114977623165621,0.648953060353835,0.797272645192306
"GSE23878","CRC","validation","RET_ALK_NTRK",-0.32832983467988,0.229109275649393,0.642454292689342
"GSE23878","CRC","validation","SRC_FAK",-0.0492448310364245,0.846776154231797,0.899699663871284
"GSE23878","CRC","validation","TAM_AXL_AXIS",0.119547840978612,0.656577472511311,0.797272645192306
"GSE23878","CRC","validation","TGFB_SMAD",-0.155710732740011,0.549343996713686,0.797272645192306
"GSE23878","CRC","validation","TIE_ANGPT_AXIS",0.181286643705088,0.494711537356282,0.797272645192306
"GSE23878","CRC","validation","VEGF_PDGF_AXIS",0.494445038795105,0.0588258806455403,0.324441362351518
"GSE23878","CRC","validation","WNT_CTNNB1",0.850513796838052,0.00186563771226534,0.0317158411085107
"GSE75214","IBD","discovery","EPH_RECEPTORS",-0.188713060073657,0.469817174165653,0.626422898887537
"GSE75214","IBD","discovery","ERBB_LIGANDS",0.0448060294212734,0.847832075023467,0.904354213358365
"GSE75214","IBD","discovery","ERBB_RECEPTORS",-0.111375081892799,0.671696513913222,0.767653158757967
"GSE75214","IBD","discovery","FGFR_AXIS",-0.417711264673299,0.0849083007248417,0.271706562319493
"GSE75214","IBD","discovery","HGF_MET_AXIS",0.681988435601295,0.00454168539344742,0.0726669662951587
"GSE75214","IBD","discovery","IGF_INSR_AXIS",-0.464392403763556,0.0715009489291664,0.271706562319493
"GSE75214","IBD","discovery","JAK_STAT",0.514785456822387,0.022075423679921,0.176603389439368
"GSE75214","IBD","discovery","PDGFR_KIT_CSF1R",0.186160647363123,0.299600486489323,0.479360778382917
"GSE75214","IBD","discovery","PI3K_AKT",-0.0247014470375646,0.909379776859008,0.909379776859008
"GSE75214","IBD","discovery","RAS_MAPK",0.48229037002707,0.03884836941819,0.20719130356368
"GSE75214","IBD","discovery","SRC_FAK",0.333696365696779,0.145266071083149,0.387376189555063
"GSE75214","IBD","discovery","TAM_AXL_AXIS",-0.257913451911339,0.280211702194145,0.479360778382917
"GSE75214","IBD","discovery","TGFB_SMAD",-0.182168175802881,0.377717957893759,0.549407938754558
"GSE75214","IBD","discovery","TIE_ANGPT_AXIS",-0.219899970509866,0.293160866458186,0.479360778382917
"GSE75214","IBD","discovery","VEGF_PDGF_AXIS",-0.0886055248754435,0.662693583186035,0.767653158757967
"GSE75214","IBD","discovery","WNT_CTNNB1",-0.277376889952259,0.252986480817252,0.479360778382917
"GSE87473","IBD","validation","EPH_RECEPTORS",0.102714744172403,0.640069781369743,0.858962153971409
"GSE87473","IBD","validation","ERBB_LIGANDS",0.574131308323425,0.00276516948021148,0.0156692937211984
"GSE87473","IBD","validation","ERBB_RECEPTORS",-0.198211127716047,0.487021796352063,0.858962153971409
"GSE87473","IBD","validation","FGFR_AXIS",-0.0455453414088794,0.830281299255243,0.858962153971409
"GSE87473","IBD","validation","HGF_MET_AXIS",0.424379793960755,0.0189619146576431,0.0805881372949833
"GSE87473","IBD","validation","IGF_INSR_AXIS",-0.319568245709617,0.14474993795453,0.307593618153376
"GSE87473","IBD","validation","JAK_STAT",0.571910034321508,0.00175756990859843,0.0149393442230867
"GSE87473","IBD","validation","PDGFR_KIT_CSF1R",0.286912093272134,0.134826795901283,0.307593618153376
"GSE87473","IBD","validation","PI3K_AKT",0.0678725929310053,0.795364606606304,0.858962153971409
"GSE87473","IBD","validation","RAS_MAPK",-0.0434636805098084,0.854122701865323,0.858962153971409
"GSE87473","IBD","validation","RET_ALK_NTRK",0.408183433979657,0.0989197358769493,0.28027258498469
"GSE87473","IBD","validation","SRC_FAK",0.0572673693360273,0.818273567166563,0.858962153971409
"GSE87473","IBD","validation","TAM_AXL_AXIS",-0.0674246968455107,0.693567221977903,0.858962153971409
"GSE87473","IBD","validation","TGFB_SMAD",0.370777595390523,0.0857010313003849,0.28027258498469
"GSE87473","IBD","validation","TIE_ANGPT_AXIS",0.0324663651017211,0.858962153971409,0.858962153971409
"GSE87473","IBD","validation","VEGF_PDGF_AXIS",-0.127257416547992,0.509644576971992,0.858962153971409
"GSE87473","IBD","validation","WNT_CTNNB1",0.812760236277984,0.000169024241468678,0.00287341210496753
"GSE179285","IBD","validation","EPH_RECEPTORS",-0.139234179951781,0.616091623470107,0.654597349936989
"GSE179285","IBD","validation","ERBB_LIGANDS",0.0636590439600168,0.817077609870156,0.817077609870156
"GSE179285","IBD","validation","ERBB_RECEPTORS",-0.495763893578973,0.0682396033177975,0.29001831410064
"GSE179285","IBD","validation","FGFR_AXIS",-0.266891041572912,0.330244910454678,0.565281431855468
"GSE179285","IBD","validation","HGF_MET_AXIS",0.532590097607243,0.0622625871530739,0.29001831410064
"GSE179285","IBD","validation","IGF_INSR_AXIS",-0.143362147818359,0.605955103433808,0.654597349936989
"GSE179285","IBD","validation","JAK_STAT",0.672044081460379,0.0102144153591434,0.086822530552719
"GSE179285","IBD","validation","PDGFR_KIT_CSF1R",0.287559228098793,0.325311436705274,0.565281431855468
"GSE179285","IBD","validation","PI3K_AKT",-0.153616655330365,0.568319280373055,0.654597349936989
