"accession","disease","sample","epic_cancer","epic_caf","epic_endo","epic_immune"
"GSE27342","STAD","GSM675914",0.61398131558161,0.0570558964807893,0.0585950706651835,0.270367717272417
"GSE27342","STAD","GSM675915",0.613781325565377,0.0202563945040852,0.0816547286505779,0.28430755127996
"GSE27342","STAD","GSM675916",0.459754309292191,0.0771379219575855,0.0619643215401486,0.401143447210075
"GSE27342","STAD","GSM675917",0.477163820841582,0.213031684197861,0.152762027286968,0.157042467673588
"GSE27342","STAD","GSM675918",0.722696229644105,0.0142731520102973,0.061228854407687,0.201801763937911
"GSE27342","STAD","GSM675919",0.474617873642376,0.0344061265325572,0.046754760996357,0.444221238828709
"GSE27342","STAD","GSM675920",0.751920900541699,0.0162537915390817,0.0340650593959231,0.197760248523296
"GSE27342","STAD","GSM675921",0.56350757397239,0.0190710863021603,0.0433110146556354,0.374110325069814
"GSE27342","STAD","GSM675922",0.35832321738764,0.0766375103231389,0.0990190684758142,0.466020203813407
"GSE27342","STAD","GSM675923",0.583296995566524,0.019123889812625,0.0617613635229646,0.335817751097887
"GSE27342","STAD","GSM675924",0.608493379105625,0.0301727930504513,0.0705862585449264,0.290747569298997
"GSE27342","STAD","GSM675925",0.669431125239481,0.0205420013701292,0.0686179006538274,0.241408972736563
"GSE27342","STAD","GSM675926",0.58460657433711,0.0478338523345698,0.0743410211912033,0.293218552137117
"GSE27342","STAD","GSM675927",0.602769270235818,0.0341227365287223,0.100357021428099,0.262750971807361
"GSE27342","STAD","GSM675928",0.341668782137944,0.126108174090127,0.0916717298754957,0.440551313896433
"GSE27342","STAD","GSM675929",0.608970408788717,0.0171110062160505,0.0566132375231497,0.317305347472083
"GSE27342","STAD","GSM675930",0.551699615673795,0.0573587476938406,0.0814909257310856,0.309450710901278
"GSE27342","STAD","GSM675931",0.524986317706319,0.0813208225507718,0.156423567205492,0.237269292537416
"GSE27342","STAD","GSM675932",0.72279077528294,0.0243282878778146,0.0875871044959573,0.165293832343289
"GSE27342","STAD","GSM675933",0.493546695709616,0.141824233090164,0.0993264047104269,0.265302666489794
"GSE27342","STAD","GSM675934",0.699797843061941,0.0146664935744467,0.0675907737861144,0.217944889577498
"GSE27342","STAD","GSM675935",0.489793447460375,0.157904316657703,0.0728910274265611,0.279411208455361
"GSE27342","STAD","GSM675936",0.815822188840033,0.0124206211846783,0.055944439226296,0.115812750748993
"GSE27342","STAD","GSM675937",0.436502131599747,0.19477136033766,0.104301780918154,0.264424727144439
"GSE27342","STAD","GSM675938",0.754641724369917,0.0186800249489328,0.0600889788584806,0.166589271822669
"GSE27342","STAD","GSM675939",0.713307230434188,0.0482225100601768,0.0593198738544067,0.179150385651228
"GSE27342","STAD","GSM675940",0.402052851423336,0.108801129567299,0.0768188705302144,0.41232714847915
"GSE27342","STAD","GSM675941",0.735861681290357,0.0254935514913396,0.045422666887788,0.193222100330515
"GSE27342","STAD","GSM675942",0.592937789725475,0.0277965789365585,0.0475522570179348,0.331713374320032
"GSE27342","STAD","GSM675943",0.503515233875269,0.080771785276299,0.171603482516177,0.244109498332256
"GSE27342","STAD","GSM675944",0.592884558505946,0.0464151028348174,0.0625043701012797,0.298195968557957
"GSE27342","STAD","GSM675945",0.473470317196533,0.131518353877353,0.116058884777094,0.27895244414902
"GSE27342","STAD","GSM675946",0.689970716187258,0.0144488974787578,0.064505569994603,0.231074816339381
"GSE27342","STAD","GSM675947",0.704784706839115,0.0128762569456087,0.051244582847054,0.231094453368222
"GSE27342","STAD","GSM675948",0.729020593165795,0.0145728296351487,0.0428105494573874,0.213596027741669
"GSE27342","STAD","GSM675949",0.739312949155652,0.0555898221158574,0.0412472150681054,0.163850013660385
"GSE27342","STAD","GSM675950",0.725595783947106,0.0293837022805323,0.0955727352044161,0.149447778567945
"GSE27342","STAD","GSM675951",0.798261597245965,0.0266168626511461,0.0462275871431013,0.128893952959788
"GSE27342","STAD","GSM675952",0.713054491891746,0.0164782510579556,0.0582606286601417,0.212206628390156
"GSE27342","STAD","GSM675953",0.642498347003501,0.0336217324923521,0.0439343466875249,0.279945573816622
"GSE27342","STAD","GSM675954",0.652217645643558,0.0123415370779326,0.0547850090754869,0.280655808203022
"GSE27342","STAD","GSM675955",0.433154589627752,0.200917239380985,0.103460195476828,0.262467975514435
"GSE27342","STAD","GSM675956",0.73621716766115,0.0176509867719297,0.0775365087302693,0.168595336836651
"GSE27342","STAD","GSM675957",0.440742040664987,0.143696144909388,0.118541509394573,0.297020305031052
"GSE27342","STAD","GSM675958",0.76857594435514,0.0158969992700048,0.0489954826720057,0.16653157370285
"GSE27342","STAD","GSM675959",0.603680637885949,0.0230581863728581,0.117265169621058,0.255996006120135
"GSE27342","STAD","GSM675960",0.6939050471289,0.0221266911228562,0.066132695479948,0.217835566268296
"GSE27342","STAD","GSM675961",0.689770100572351,0.0144418918573718,0.100634445441729,0.195153562128548
"GSE27342","STAD","GSM675962",0.6858302871394,0.0400702179060187,0.0490974633455994,0.225002031608982
"GSE27342","STAD","GSM675963",0.726136905789066,0.0827957945463366,0.0354236145299022,0.155643685134695
"GSE27342","STAD","GSM675964",0.687285563788003,0.0308973953875127,0.107492845491987,0.174324195332498
"GSE27342","STAD","GSM675965",0.77752174132224,0.030168847229533,0.0424419030107225,0.149867508437504
"GSE27342","STAD","GSM675966",0.760583137033614,0.00472749586901227,0.0709126140758032,0.163776753021571
"GSE27342","STAD","GSM675967",0.775839245947288,0.0865007653942443,0.0435547783770901,0.0941052102813775
"GSE27342","STAD","GSM675968",0.615121643958667,0.019199658072227,0.0742616129335427,0.291417085035564
"GSE27342","STAD","GSM675969",0.706451981028523,0.0217657463315366,0.0684125878672842,0.203369684772656
"GSE27342","STAD","GSM675970",0.680332562565963,0.029679287471826,0.109351511985548,0.180636637976663
"GSE27342","STAD","GSM675971",0.55757458019458,0.135995652624639,0.0894840437755598,0.216945723405221
"GSE27342","STAD","GSM675972",0.676697660864585,0.0314019692902006,0.117160462139303,0.174739907705911
"GSE27342","STAD","GSM675973",0.596917699940531,0.0521425837316258,0.0939234470236951,0.257016269304148
"GSE27342","STAD","GSM675974",0.722287276634222,0.0175651376405734,0.0735814055366416,0.186566180188563
"GSE27342","STAD","GSM675975",0.778104690070653,0.018412842479625,0.0480731170611589,0.155409350388564
"GSE27342","STAD","GSM675976",0.689736933406014,0.0250365505951084,0.0877320775739613,0.197494438424916
"GSE27342","STAD","GSM675977",0.687684783293059,0.0232271230603852,0.0608519464761832,0.228236147170373
"GSE27342","STAD","GSM675978",0.75542230303593,0.0122771839838664,0.0552572285744697,0.177043284405734
"GSE27342","STAD","GSM675979",0.749947215268263,0.045576691457947,0.057890651020228,0.146585442253562
"GSE27342","STAD","GSM675980",0.726228201117603,0.0229332106381112,0.0796766297045259,0.17116195853976
"GSE27342","STAD","GSM675981",0.648805671962503,0.059127105986101,0.0871343742739868,0.204932847777409
"GSE27342","STAD","GSM675982",0.676571725969068,0.0438473685821668,0.105197746956728,0.174383158492038
"GSE27342","STAD","GSM675983",0.594836669933847,0.0409904187848174,0.144928540734854,0.219244370546481
"GSE27342","STAD","GSM675984",0.649669236087237,0.0491892347068725,0.0699161355044954,0.231225393701395
"GSE27342","STAD","GSM675985",0.575580504222663,0.0881910183542234,0.0856612643922512,0.250567213030863
"GSE27342","STAD","GSM675986",0.565182554206983,0.0580292995582025,0.0629453085255783,0.313842837709236
"GSE27342","STAD","GSM675987",0.669216600305805,0.0131191861493704,0.0874719886538712,0.230192224890954
"GSE27342","STAD","GSM675988",0.806588767035529,0.0147467793963659,0.0479321880873115,0.130732265480794
"GSE27342","STAD","GSM675989",0.699327756401304,0.0169549217909263,0.0672997743101771,0.216417547497592
"GSE27342","STAD","GSM675990",0.705400755339479,0.0140862352769661,0.0676616378394179,0.212851371544137
"GSE27342","STAD","GSM675991",0.744631798058675,0.0427198500246571,0.0713260195688495,0.141322332347818
"GSE27342","STAD","GSM675992",0.68876161267663,0.0125312307312096,0.0602722961141531,0.238434860478007
"GSE27342","STAD","GSM675993",0.747218766042788,0.0241014395365919,0.0559415083542888,0.172738286066331
"GSE27342","STAD","GSM675994",0.73742492990704,0.0164728497156258,0.0718063498040916,0.174295870573242
"GSE27342","STAD","GSM675995",0.656838548751877,0.0668642266719745,0.0535507006489695,0.222746523927179
"GSE27342","STAD","GSM675996",0.700888401551964,0.0176714866204747,0.0700806650953748,0.211359446732187
"GSE27342","STAD","GSM675997",0.614150981778942,0.0755522752443869,0.0772793991436103,0.23301734383306
"GSE27342","STAD","GSM675998",0.615247498779921,0.0292543451809112,0.0798973067741825,0.275600849264985
"GSE27342","STAD","GSM675999",0.690527044048087,0.0592802673574745,0.0499197201304593,0.20027296846398
"GSE27342","STAD","GSM676000",0.758936738227268,0.0140317437539633,0.0641575261028962,0.162873991915872
"GSE27342","STAD","GSM676001",0.483032479797042,0.102466215676863,0.125187601739452,0.289313702786643
"GSE27342","STAD","GSM676002",0.587899448546167,0.0424934409809899,0.119738823891307,0.249868286581536
"GSE27342","STAD","GSM676003",0.439028401790172,0.12577886993104,0.0823761308884846,0.352816597390303
"GSE27342","STAD","GSM676004",0.6640958725226,0.0206144475813999,0.0889384992510272,0.226351180644973
"GSE27342","STAD","GSM676005",0.338590064222248,0.134219621699721,0.0799596697826429,0.447230644295387
"GSE27342","STAD","GSM676006",0.614202852187726,0.0218622403100587,0.0678048510277637,0.296130056474452
"GSE27342","STAD","GSM676007",0.717683948011715,0.0187019866388223,0.0707013155240432,0.19291274982542
"GSE27342","STAD","GSM676008",0.675127842496743,0.0176289592227477,0.0689225238806844,0.238320674399824
"GSE27342","STAD","GSM676009",0.727940518826267,0.0517198011156293,0.048435630880776,0.171904049177328
"GSE27342","STAD","GSM676010",0.605740183314574,0.00960424554094324,0.0534976010036642,0.331157970140818
"GSE27342","STAD","GSM676011",0.79403336138395,0.0230295488092883,0.0344722412779976,0.148464848528765
"GSE27342","STAD","GSM676012",0.594349340601365,0.0146857224689183,0.0766095345897952,0.314355402339922
"GSE27342","STAD","GSM676013",0.469577217093593,0.205794061222268,0.0761269988675385,0.2485017228166
"GSE27342","STAD","GSM676014",0.638944803511485,0.0181901961887007,0.0546925810943484,0.288172419205466
"GSE27342","STAD","GSM676015",0.753235749546231,0.0115288556211806,0.063316118310237,0.171919276522352
"GSE27342","STAD","GSM676016",0.581402847432328,0.109699671802072,0.0852159872165876,0.223681493549012
"GSE27342","STAD","GSM676017",0.71595889081376,0.0565007613903491,0.0527437730387771,0.174796574757114
"GSE27342","STAD","GSM676018",0.65631805940278,0.00990646988258356,0.11260926316304,0.221166207551596
"GSE27342","STAD","GSM676019",0.73273329462354,0.0172304457823424,0.0727903898593842,0.177245869734734
"GSE27342","STAD","GSM676020",0.739275682700854,0.0524837197726103,0.0758727420943211,0.132367855432215
"GSE27342","STAD","GSM676021",0.680706406237102,0.0221902469177883,0.0600859382071672,0.237017408637943
"GSE27342","STAD","GSM676022",0.676639150125902,0.123220844573467,0.0518092686449701,0.148330736655661
"GSE27342","STAD","GSM676023",0.781479829706793,0.056316411193305,0.0539575278587329,0.108246231241169
"GSE27342","STAD","GSM676024",0.656082951374279,0.0248497114769393,0.0858387022296315,0.23322863491915
"GSE27342","STAD","GSM676025",0.819679157661373,0.00784830011349071,0.0505366125244141,0.121935929700722
"GSE27342","STAD","GSM676026",0.630368589731821,0.0695664499650783,0.0684847106306664,0.231580249672434
"GSE27342","STAD","GSM676027",0.560269314078639,0.0611048980256441,0.0672617128862,0.311364075009517
"GSE27342","STAD","GSM676028",0.717836624216929,0.02585558354257,0.0888536888164667,0.167454103424034
"GSE27342","STAD","GSM676029",0.545626466648236,0.151611292013579,0.0921146713391229,0.210647569999062
"GSE27342","STAD","GSM676030",0.725078878261531,0.0226530736472879,0.105804789156328,0.146463258934854
"GSE27342","STAD","GSM676031",0.555434557897526,0.127372258768649,0.108906100356611,0.208287082977214
"GSE27342","STAD","GSM676032",0.71764556640449,0.045492137450204,0.0803134475745272,0.156548848570778
"GSE27342","STAD","GSM676033",0.747379950186815,0.0406250662995108,0.0634535894493456,0.148541394064329
"GSE27342","STAD","GSM676034",0.628403479174159,0.012181208816224,0.0906126143795829,0.268802697630034
"GSE27342","STAD","GSM676035",0.713712995059887,0.020014587137315,0.0426270690000756,0.223645348802723
"GSE27342","STAD","GSM676036",0.768979438477295,0.00895400311354874,0.0526823140264182,0.169384244382738
"GSE27342","STAD","GSM676037",0.694163965760157,0.0407021417532082,0.0419785347175472,0.223155357769088
"GSE27342","STAD","GSM676038",0.573448997118537,0.0158992527152407,0.0662587197001858,0.344393030466036
"GSE27342","STAD","GSM676039",0.741352058676317,0.00859673595162489,0.0980193137211647,0.152031891650894
"GSE27342","STAD","GSM676040",0.806221605721894,0.0518693326129223,0.0507313448012664,0.0911777168639176
"GSE27342","STAD","GSM676041",0.593521580086104,0.0826029912918427,0.0707037062835496,0.253171722338503
"GSE27342","STAD","GSM676042",0.700239829382805,0.0209096010560723,0.0670099600512473,0.211840609509875
"GSE27342","STAD","GSM676043",0.680771743744517,0.162175700583211,0.0211851888146704,0.135867366857601
"GSE27342","STAD","GSM676044",0.770403398769416,0.0169987939808726,0.0589293030674295,0.153668504182282
"GSE27342","STAD","GSM676045",0.487528513221642,0.122591506779641,0.064508543985215,0.325371436013502
"GSE27342","STAD","GSM676046",0.593701008708351,0.0164427900796575,0.0548259122968062,0.335030288915185
"GSE27342","STAD","GSM676047",0.710594805559522,0.0177016862691306,0.037928783988054,0.233774724183293
"GSE27342","STAD","GSM676048",0.490362721093161,0.0381060464284404,0.114817008739582,0.356714223738816
"GSE27342","STAD","GSM676049",0.620841619791194,0.084643352912229,0.0792604348368384,0.215254592459738
"GSE63089","STAD","GSM1540871",0.672438752569688,0.0604250354827679,0.105786922899002,0.161349289048542
"GSE63089","STAD","GSM1540872",0.746861373002449,0.0296753405831167,0.0656760828824207,0.157787203532014
"GSE63089","STAD","GSM1540873",0.771031301716514,0.0329166746276554,0.0615923137428567,0.134459709912974
"GSE63089","STAD","GSM1540874",0.596538333693366,0.0876123006981355,0.135469552012405,0.180379813596093
"GSE63089","STAD","GSM1540875",0.765602419439468,0.0133335926562982,0.0749299214345172,0.146134066469716
"GSE63089","STAD","GSM1540876",0.547594983636094,0.110428843360277,0.100774917164008,0.241201255839621
"GSE63089","STAD","GSM1540877",0.576290333871473,0.114805633545901,0.104919800296596,0.203984232286031
"GSE63089","STAD","GSM1540878",0.660337898468211,0.0983310353095568,0.0876391302321326,0.1536919359901
"GSE63089","STAD","GSM1540879",0.730706901347385,0.047177298728537,0.0838287314025734,0.138287068521505
"GSE63089","STAD","GSM1540880",0.72866795680496,0.05061086789746,0.0727711927265276,0.147949982571053
"GSE63089","STAD","GSM1540881",0.494684209317209,0.192756921955465,0.189976662373958,0.122582206353368
"GSE63089","STAD","GSM1540882",0.501580576116361,0.0825143750730387,0.225153991928225,0.190751056882376
"GSE63089","STAD","GSM1540883",0.529860587372844,0.152973827890916,0.122339488321456,0.194826096414784
"GSE63089","STAD","GSM1540884",0.512543512738365,0.176388578874606,0.0959533231279073,0.215114585259122
"GSE63089","STAD","GSM1540885",0.45131748031779,0.206639492041225,0.138398696660564,0.203644330980421
"GSE63089","STAD","GSM1540886",0.779357694901629,0.0261408368676925,0.0557787688318199,0.138722699398859
"GSE63089","STAD","GSM1540887",0.489027422644648,0.0838801069599473,0.23110280743424,0.195989662961164
"GSE63089","STAD","GSM1540888",0.538878124283086,0.140368888124425,0.121410414058632,0.199342573533857
"GSE63089","STAD","GSM1540889",0.749992735642417,0.0587089237827848,0.0696281792744711,0.121670161300327
"GSE63089","STAD","GSM1540890",0.805531227530565,0.0260626602762149,0.0595198096302018,0.108886302563018
"GSE63089","STAD","GSM1540891",0.704457855559861,0.0306319288082106,0.0697595156400261,0.195150699991902
"GSE63089","STAD","GSM1540892",0.476134772609197,0.19337657719176,0.137850544226839,0.192638105972204
"GSE63089","STAD","GSM1540893",0.537223304347897,0.158286502332915,0.0977524630824922,0.206737730236695
"GSE63089","STAD","GSM1540894",0.744657966518886,0.0224120082701866,0.0722338479445069,0.160696177266421
"GSE63089","STAD","GSM1540895",0.740975935194374,0.0871440857867378,0.0524123475699804,0.119467631448908
"GSE63089","STAD","GSM1540896",0.791498492735665,0.0301740541109242,0.0596899530961598,0.118637500057251
"GSE63089","STAD","GSM1540897",0.741581407674417,0.0222938682310652,0.0974433720541567,0.138681352040361
"GSE63089","STAD","GSM1540898",0.616904689418806,0.151896680663259,0.0877084756079771,0.143490154309958
"GSE63089","STAD","GSM1540899",0.679570892607227,0.0546936384916606,0.0969603353181102,0.168775133583003
"GSE63089","STAD","GSM1540900",0.737315791799974,0.0226210044268876,0.0742264950821905,0.165836708690948
"GSE63089","STAD","GSM1540901",0.774693580246735,0.0471708174086691,0.0678580636296544,0.110277538714941
"GSE63089","STAD","GSM1540902",0.729221530304535,0.0495191647679666,0.0724773143813446,0.148781990546154
"GSE63089","STAD","GSM1540903",0.761511952889439,0.0171563679060145,0.0689308313672163,0.15240084783733
"GSE63089","STAD","GSM1540904",0.75772432349642,0.0396273981713557,0.0916829939547496,0.110965284377475
"GSE63089","STAD","GSM1540905",0.778536256626153,0.0234057710450453,0.0672400303169306,0.130817942011871
"GSE63089","STAD","GSM1540906",0.691576073047817,0.0599278986666441,0.0759722389910676,0.172523789294472
"GSE63089","STAD","GSM1540907",0.665158587712567,0.0617925944681844,0.101998956986666,0.171049860832582
"GSE63089","STAD","GSM1540908",0.733719767967804,0.0517885045278411,0.0634961683209173,0.150995559183437
"GSE63089","STAD","GSM1540909",0.505901623416021,0.105380152407219,0.140539968179361,0.248178255997399
"GSE63089","STAD","GSM1540910",0.757300221751087,0.0515962853890921,0.0764170413768071,0.114686451483013
"GSE63089","STAD","GSM1540911",0.82893927997352,0.022861330348332,0.0464740320441873,0.10172535763396
"GSE63089","STAD","GSM1540912",0.724196985252171,0.0531047330699002,0.0796273241766952,0.143070957501233
"GSE63089","STAD","GSM1540913",0.803352247201057,0.0519358172831269,0.0632521297821158,0.0814598057337003
"GSE63089","STAD","GSM1540914",0.743971082209653,0.0412185983811799,0.0930908444288866,0.121719474980281
"GSE63089","STAD","GSM1540915",0.766216300796495,0.0201731520835723,0.071227837499244,0.142382709620688
"GSE63089","STAD","GSM1540916",0.742641641404335,0.017634090022263,0.0906548576923041,0.149069410881098
"GSE63089","STAD","GSM1540917",0.718781474846686,0.0185537842428386,0.0925237620561148,0.17014097885436
"GSE63089","STAD","GSM1540918",0.698738863632817,0.0146682627436499,0.0839890643758634,0.202603809247669
"GSE63089","STAD","GSM1540919",0.746018205636402,0.01613585902397,0.0951593900055136,0.142686545334115
"GSE63089","STAD","GSM1540920",0.576261724298379,0.0764321138487677,0.15363923172917,0.193666930123683
"GSE63089","STAD","GSM1540921",0.712277100187429,0.0279482679274954,0.122554160932377,0.137220470952699
"GSE63089","STAD","GSM1540922",0.707818444730618,0.0159710189460146,0.0974758770007075,0.17873465932266
"GSE63089","STAD","GSM1540923",0.742046298840445,0.0212306239661587,0.0895373926212546,0.147185684572142
"GSE63089","STAD","GSM1540924",0.761398564046866,0.0108807408486305,0.0761793921628919,0.151541302941611
"GSE63089","STAD","GSM1540925",0.802149958487674,0.0116418040719592,0.0625805544863631,0.123627682954003
"GSE63089","STAD","GSM1540926",0.693477165541499,0.0156261864205638,0.105794305551522,0.185102342486415
"GSE63089","STAD","GSM1540927",0.730737507313463,0.0231902506178935,0.108809678809728,0.137262563258915
"GSE63089","STAD","GSM1540928",0.728393048920211,0.0146528667158649,0.0924711479518343,0.16448293641209
"GSE63089","STAD","GSM1540929",0.805953811261874,0.012422910639943,0.0788705152738157,0.102752762824367
"GSE63089","STAD","GSM1540930",0.772554783191271,0.0176025582808806,0.0796633767937893,0.130179281734059
"GSE63089","STAD","GSM1540931",0.676050101991464,0.0262725259348185,0.0669567171938035,0.230720654879914
"GSE63089","STAD","GSM1540932",0.645774930377471,0.0433940798359353,0.0917512053141279,0.219079784472466
"GSE63089","STAD","GSM1540933",0.735722874681343,0.0139956778435779,0.0889494038631711,0.161332043611908
"GSE63089","STAD","GSM1540934",0.737461245969435,0.0246188561440255,0.117454920082338,0.120464977804201
"GSE63089","STAD","GSM1540935",0.758519210140616,0.0145352375594932,0.0800505150372277,0.146895037262664
"GSE63089","STAD","GSM1540936",0.705693767628115,0.0121210375553563,0.0710917073332287,0.2110934874833
"GSE63089","STAD","GSM1540937",0.775626951929321,0.0165446846436532,0.0806431026638563,0.127185260763169
"GSE63089","STAD","GSM1540938",0.788912550985465,0.0144892038014515,0.0739106758609527,0.122687569352131
"GSE63089","STAD","GSM1540939",0.720652840950989,0.0397210065901383,0.0739764656849238,0.165649686773948
"GSE63089","STAD","GSM1540940",0.702494414170864,0.0300236514102235,0.140012020447599,0.127469913971313
"GSE63089","STAD","GSM1540941",0.695505332047655,0.0148545369465111,0.11952660657883,0.170113524427004
"GSE63089","STAD","GSM1540942",0.707087155740999,0.0302982959535043,0.141504920946246,0.121109627359251
"GSE63089","STAD","GSM1540943",0.723362404117155,0.0357402655464836,0.104609557961457,0.136287772374904
"GSE63089","STAD","GSM1540944",0.75208699364211,0.0254612577470116,0.0988697102750683,0.12358203833581
"GSE63089","STAD","GSM1540945",0.803176084679009,0.0124608065671746,0.0619319105229727,0.122431198230844
"GSE63089","STAD","GSM1540946",0.781368620710357,0.0203480880498353,0.0874220945451454,0.110861196694662
"GSE63089","STAD","GSM1540947",0.73949108584915,0.0137876455102185,0.082186289030073,0.164534979610558
"GSE63089","STAD","GSM1540948",0.745959706219636,0.0143009072616315,0.0806001008562681,0.159139285662464
"GSE63089","STAD","GSM1540949",0.733452913158059,0.0118311583037776,0.0752529896820643,0.179462938856099
"GSE63089","STAD","GSM1540950",0.757104981554861,0.0177153224238882,0.090142890697979,0.135036805323272
"GSE63089","STAD","GSM1540951",0.745607522911841,0.0162337021974057,0.0866569815990965,0.151501793291656
"GSE63089","STAD","GSM1540952",0.679482893801137,0.024532753209571,0.103601656148265,0.192382696841027
"GSE63089","STAD","GSM1540953",0.783234882630441,0.0128871454027843,0.0806684882295441,0.12320948373723
"GSE63089","STAD","GSM1540954",0.696368609820619,0.0217017938240019,0.123045371814043,0.158884224541337
"GSE63089","STAD","GSM1540955",0.720734843985582,0.00895524045814834,0.0611915252466782,0.209118390309591
"GSE63089","STAD","GSM1540956",0.713080466509522,0.0124390066520848,0.0756127290184449,0.198867797819949
"GSE63089","STAD","GSM1540957",0.73339743058662,0.0159433286298278,0.0748645685417729,0.175794672241779
"GSE63089","STAD","GSM1540958",0.711169729594283,0.0524466052121976,0.0981499886008756,0.138233676592643
"GSE63089","STAD","GSM1540959",0.692716424411598,0.0136337457767408,0.100590794081087,0.193059035730574
"GSE63089","STAD","GSM1540960",0.792724675726211,0.00957383168136348,0.0712157400439789,0.126485752548447
"GSE13911","STAD","GSM350411",0.825319283530571,0.0141754568023581,0.0313724455591027,0.129132814107968
"GSE13911","STAD","GSM350412",0.834463968935074,0.00740496250411848,0.061764494246823,0.0963665743139844
"GSE13911","STAD","GSM350413",0.770536970192027,0.0332285416468225,0.0457719619520492,0.150462526209101
"GSE13911","STAD","GSM350414",0.775141967381695,0.00915827998398331,0.0672994610640377,0.148400291570283
"GSE13911","STAD","GSM350415",0.813036542584101,0.011488521642934,0.048740120709543,0.126734815063422
"GSE13911","STAD","GSM350416",0.703188977568481,0.031819919254845,0.0665527727020866,0.198438330474587
"GSE13911","STAD","GSM350417",0.845278890269343,0.00711272554277061,0.0513277984223766,0.0962805857655101
"GSE13911","STAD","GSM350418",0.819079561220063,0.0207089977929034,0.0277347977714958,0.132476643215538
"GSE13911","STAD","GSM350419",0.763621408487192,0.00668336725676752,0.0664751115944348,0.163220112661606
"GSE13911","STAD","GSM350420",0.812663200638167,0.00719482407478001,0.037436008155506,0.142705967131547
"GSE13911","STAD","GSM350421",0.743433651858997,0.00947676238927764,0.0605366252431678,0.186552960508557
"GSE13911","STAD","GSM350422",0.648861596835435,0.0234715108538176,0.0630266487270353,0.264640243583713
"GSE13911","STAD","GSM350423",0.818220195053784,0.00894364018881649,0.0524482705561326,0.120387894201267
"GSE13911","STAD","GSM350424",0.792642521202732,0.00477143521992274,0.0631962625067468,0.139389781070599
"GSE13911","STAD","GSM350425",0.557877975306886,0.0296541172656459,0.0856386520553171,0.326829255372151
"GSE13911","STAD","GSM350426",0.82107524823606,0.00658018877008543,0.0389358068570985,0.133408756136756
"GSE13911","STAD","GSM350427",0.697115148350228,0.0179251076363994,0.0811926538912248,0.203767090122147
"GSE13911","STAD","GSM350428",0.817720980549848,0.0088506195041423,0.0439845033641056,0.129443896581904
"GSE13911","STAD","GSM350429",0.839296834233432,0.0149546409382041,0.0671765021373473,0.0785720226910166
"GSE13911","STAD","GSM350430",0.778830013925669,0.0132610828745447,0.0758097599673741,0.132099143232412
"GSE13911","STAD","GSM350431",0.840089691997069,0.00970739555059155,0.0567069781831858,0.0934959342691539
"GSE13911","STAD","GSM350432",0.888783336804812,0.016684515403059,0.0312785997007132,0.063253548091416
"GSE13911","STAD","GSM350433",0.825471994930721,0.00900045511456352,0.0487323687400746,0.116795181214641
"GSE13911","STAD","GSM350434",0.758948958642368,0.0235695349611469,0.0537509915170971,0.163730514879388
"GSE13911","STAD","GSM350435",0.766006479718651,0.00742958459123054,0.0656179623809611,0.160945973309158
"GSE13911","STAD","GSM350436",0.852592738946741,0.0143044945148548,0.0215053085300983,0.111597458008306
"GSE13911","STAD","GSM350437",0.758429902354176,0.0110375231297032,0.0514466220895914,0.17908595242653
"GSE13911","STAD","GSM350438",0.798677038998316,0.00884347349998433,0.0428169066117592,0.14966258088994
"GSE13911","STAD","GSM350439",0.824545069784139,0.00912301703346243,0.0478538098074892,0.11847810337491
"GSE13911","STAD","GSM350440",0.78931924144333,0.0157345013910854,0.0763420414226445,0.11860421574294
"GSE13911","STAD","GSM350441",0.789131935591802,0.00854277605291743,0.0392880406509338,0.163037247704347
"GSE13911","STAD","GSM350442",0.725669701084077,0.0185927941314292,0.0451424580426846,0.210595046741809
"GSE13911","STAD","GSM350443",0.777265681304129,0.0107913470395221,0.0541545910335049,0.157788380622844
"GSE13911","STAD","GSM350444",0.72418642268617,0.00997417592055069,0.0611384207380436,0.204700980655236
"GSE13911","STAD","GSM350445",0.834082686257013,0.00795476787301306,0.0378973352455627,0.120065210624411
"GSE13911","STAD","GSM350446",0.73976685020059,0.00864431321558702,0.064638500928092,0.186950335655731
"GSE13911","STAD","GSM350447",0.813618590837582,0.0115409363438378,0.0235586448521882,0.151281827966392
"GSE13911","STAD","GSM350448",0.818014784850098,0.0086213568192301,0.0473338178471713,0.126030040483501
"GSE13911","STAD","GSM350449",0.8902715293401,0.0140595913668541,0.0315936453374705,0.0640752339555753
"GSE13911","STAD","GSM350450",0.861745017164847,0.00694715127040437,0.0402325515006334,0.091075280064115
"GSE13911","STAD","GSM350451",0.800154510856432,0.0114876976564607,0.040437471687821,0.147920319799287
"GSE13911","STAD","GSM350452",0.69181299773022,0.0109519260395201,0.0680985638974833,0.229136512332777
"GSE13911","STAD","GSM350453",0.874549047118382,0.00320482075632582,0.0166071838975911,0.105638948227701
"GSE13911","STAD","GSM350454",0.801888447570254,0.00928159234469821,0.0438786476038152,0.144951312481233
"GSE13911","STAD","GSM350455",0.6685593071008,0.0296758745205353,0.0359604510485922,0.265804367330072
"GSE13911","STAD","GSM350456",0.808349123399756,0.00594425683650506,0.0706650739543143,0.115041545809425
"GSE13911","STAD","GSM350457",0.815278440014634,0.00860285884651865,0.0346821882730022,0.141436512865845
"GSE13911","STAD","GSM350458",0.716044597555921,0.0124109354541168,0.0535076712713036,0.218036795718659
