"accession","disease","role","feature","paired","n_case","n_control","npair","r_emp","measure","yi","vi","beta_base","se_base","p_base","beta_adj","se_adj","p_adj","d_base","d_adj","sd_ref","sigma_adj","joint_fallback","rank_adj","mean_case","sd_case","mean_ctrl","sd_ctrl"
"GSE32863","LUAD","discovery","RET_ALK_NTRK",TRUE,57,57,57,-0.00706846025458984,"SMCRPH",-1.38974654744292,0.0446466676714457,-0.425330070033383,0.0571434707177749,6.40721542218861e-10,-0.369752565319926,0.231414261527657,0.11614822048034,-1.14819514586255,-0.998161499931668,0.370433607532687,0.281728789598839,FALSE,TRUE,-0.165111830144339,0.291254180924451,0.260218239889044,0.316220539942722
"GSE32863","LUAD","discovery","SRC_FAK",TRUE,57,57,57,0.0589098629252245,"SMCRPH",0.767731888031553,0.0363393820335117,0.272305521208673,0.0640425618119405,8.11317464724874e-05,0.431853526416231,0.281416619764751,0.130951937750048,0.723343399345178,1.14716145464321,0.376454007121906,0.342602755491128,FALSE,TRUE,0.105095825908451,0.323819974125347,-0.167209695300222,0.378641427246969
"GSE32863","LUAD","discovery","TAM_AXL_AXIS",TRUE,57,57,57,0.178651425215749,"SMCRPH",-0.404249489642161,0.0301569726246719,-0.185445039645099,0.0774128884837052,0.0199639799965083,0.219789501922839,0.317580554863232,0.491969236042335,-0.400526071790248,0.474703588698639,0.463003666193831,0.386629522014369,FALSE,TRUE,-0.0846090418568533,0.423930628942319,0.100835997788245,0.485132668898584
"GSE32863","LUAD","discovery","TGFB_SMAD",TRUE,57,57,57,0.259572187540428,"SMCRPH",-0.746275289514934,0.0291057370595469,-0.287146736306616,0.061580609022824,1.97590004608002e-05,-0.366276257605225,0.273386350592008,0.186144267338666,-0.705965792227895,-0.900510003005679,0.406743130429075,0.332826529949734,FALSE,TRUE,-0.144394397879278,0.375446047453351,0.142752338427337,0.388473532181094
"GSE32863","LUAD","discovery","TIE_ANGPT_AXIS",TRUE,57,57,57,-0.000854299874497942,"SMCRPH",-2.88081140893085,0.0728002217632635,-0.894718439727122,0.0578107884994102,6.95547981350206e-22,0.164854735972558,0.171876486536507,0.341923538271924,-1.64389405626687,0.302892740978251,0.544267701629718,0.209246198539255,FALSE,TRUE,-0.412568277049811,0.310443874631263,0.48215016267731,0.306530559085526
"GSE32863","LUAD","discovery","VEGF_PDGF_AXIS",TRUE,57,57,57,0.227262218466446,"SMCRPH",-1.05540537403467,0.0328310140236735,-0.361189946622304,0.0559558951869858,2.74036531317285e-08,0.244785070325027,0.209455609370143,0.247865353525542,-0.940926060683249,0.637682898122992,0.383866449995049,0.254995845601699,FALSE,TRUE,-0.168516477960146,0.343295162462198,0.192673468662158,0.336292658259496
"GSE32863","LUAD","discovery","WNT_CTNNB1",TRUE,57,57,57,0.269388901415241,"SMCRPH",-1.09463315801825,0.0323979064398374,-0.373124988768087,0.0544748372971227,6.13413548189786e-09,-0.071369227410034,0.222608299155599,0.749794989823197,-0.967856879820737,-0.185126163713536,0.385516698333742,0.271008218170114,FALSE,TRUE,-0.169480886248753,0.376849976467527,0.203644102519334,0.295008719370167
"GSE19804","LUAD","validation","EPH_RECEPTORS",TRUE,60,60,60,0.455965786944592,"SMCRPH",0.756504098556788,0.0215689028610137,0.301023481277002,0.0534004231680695,5.12984312943566e-07,-0.122132830527167,0.102164171561145,0.237037747665876,0.714618318674891,-0.289938703904681,0.421236726530027,0.242216242554759,FALSE,TRUE,0.117557250655787,0.422123572767315,-0.183466230621215,0.36554674107405
"GSE19804","LUAD","validation","ERBB_LIGANDS",TRUE,60,60,60,0.498151814783911,"SMCRPH",-0.680136031596252,0.0196606759266959,-0.278125095815453,0.0527338946527727,1.99161087719642e-06,-0.29323524023761,0.119361266901561,0.0172057026357647,-0.650707637865862,-0.686059666620857,0.427419442512809,0.282988029303097,FALSE,TRUE,-0.135634806586005,0.375649355491823,0.142490289229449,0.433620103872134
"GSE19804","LUAD","validation","ERBB_RECEPTORS",TRUE,60,60,60,0.089979156933603,"SMCRPH",0.533705067771451,0.0320658842457191,0.228974428627064,0.0742430792339188,0.00310427090860122,-0.113693889920636,0.152144160359239,0.458079134187294,0.520667456713271,-0.258529779345934,0.439770962588045,0.360711453787966,FALSE,TRUE,0.114881152201392,0.430326502717689,-0.114093276425672,0.422178967156543
"GSE19804","LUAD","validation","FGFR_AXIS",TRUE,60,60,60,0.152434247788162,"SMCRPH",-1.90841676215177,0.0445446468087925,-0.604920982243176,0.0529341022505632,1.36997204642417e-16,-0.129638990411717,0.0987592422776866,0.19474308729378,-1.38565169443982,-0.296955291686758,0.436560634011081,0.234143655417787,FALSE,TRUE,-0.262517676313397,0.309227056062827,0.342403305929779,0.320489415737697
"GSE19804","LUAD","validation","HGF_MET_AXIS",TRUE,60,60,60,0.259994011635202,"SMCRPH",0.377287589446944,0.0257563166254175,0.139220443745722,0.0575881591169263,0.0187350690378292,0.252356442105531,0.128273879749196,0.0541975327288957,0.374667457048084,0.679136942028937,0.371584030389528,0.304118525075848,FALSE,TRUE,0.0999273111166715,0.352622721168783,-0.0392931326290507,0.379857112318002
