"accession","disease","role","feature","n_case","n_control","paired","npair","r_emp","effect_scale","yi","vi","mean_case","sd_case","mean_ctrl","sd_ctrl","beta_adj","se_beta_adj","p_adj","d_adj","se_d_adj","beta_unadj","d_unadj_same_den","sigma_full","joint_fallback","rank_full"
"GSE19804","LUAD","validation","SRC_FAK",60,60,TRUE,60,0.99,"SMCRH",0,0.000338983050847453,-0.0726542415261782,0.341801663587412,-0.0726542415261782,0.341801663587412,0.0960957394641576,0.109632608116426,0.3845570339429,0.369708760926562,0.421789102512594,-0.139652692477528,-0.537285255140604,0.259922808492076,FALSE,TRUE
"GSE19804","LUAD","validation","TAM_AXL_AXIS",60,60,TRUE,60,0.99,"SMCRH",0,0.000338983050847457,-0.0137207977014926,0.475369522021376,-0.0137207977014926,0.475369522021376,0.105537335032736,0.143299488356962,0.464567945303014,0.310639614526342,0.421789102512594,-0.106206238420731,-0.312608471239823,0.339742035778847,FALSE,TRUE
"GSE19804","LUAD","validation","TGFB_SMAD",60,60,TRUE,60,0.99,"SMCRH",0,0.000338983050847455,-0.170841219680436,0.406765924020357,-0.170841219680436,0.406765924020357,-0.119662022734993,0.111752653052393,0.288946809544297,-0.451641511817811,0.421789102512594,-0.389370007845753,-1.46960292815227,0.264949123594431,FALSE,TRUE
"GSE19804","LUAD","validation","TIE_ANGPT_AXIS",60,60,TRUE,60,0.99,"SMCRH",0,0.00033898305084746,-0.322879258355146,0.44001680357963,-0.322879258355146,0.44001680357963,0.167763265120353,0.0841176142025237,0.0510757011840192,0.841211649908793,0.421789102512594,-0.788916221099312,-3.95584525321836,0.199430506149722,FALSE,TRUE
"GSE19804","LUAD","validation","VEGF_PDGF_AXIS",60,60,TRUE,60,0.99,"SMCRH",0,0.000338983050847461,-0.247422035910147,0.347792932802448,-0.247422035910147,0.347792932802448,0.0218847367484484,0.0970358963007014,0.822401088770573,0.0951271006272523,0.421789102512594,-0.524229446237727,-2.27868527080001,0.230057855270938,FALSE,TRUE
"GSE19804","LUAD","validation","WNT_CTNNB1",60,60,TRUE,60,0.99,"SMCRH",0,0.000338983050847456,-0.190249552202662,0.379556778819902,-0.190249552202662,0.379556778819902,-0.0643449128697236,0.115667308558736,0.580266933515112,-0.234638320790443,0.421789102512594,-0.478334168516563,-1.74427971181898,0.274230196725583,FALSE,TRUE
"GSE10072","LUAD","validation","EPH_RECEPTORS",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999998,0.0218451270099743,0.484603220789481,0.0218451270099743,0.484603220789481,-0.302890515447723,0.2873936689787,0.300928716352661,-0.974517160326555,0.92465774893929,0.582332051645729,1.87358979035076,0.310810858729493,FALSE,TRUE
"GSE10072","LUAD","validation","ERBB_LIGANDS",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000001,0.0472803954203483,0.391236329749443,0.0472803954203483,0.391236329749443,-0.1047210832909,0.287253397734677,0.718178872580038,-0.337093179422324,0.92465774893929,0.132734308393455,0.427266684307313,0.31065915801192,FALSE,TRUE
"GSE10072","LUAD","validation","ERBB_RECEPTORS",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999995,0.0546174339300433,0.399091691309985,0.0546174339300433,0.399091691309985,-0.366762791837425,0.33593511790429,0.284241194304082,-1.00951058529017,0.924657748939289,0.230368546784345,0.63408691304705,0.363307524637797,FALSE,TRUE
"GSE10072","LUAD","validation","FGFR_AXIS",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000002,0.0569647032416069,0.498926094128203,0.0569647032416069,0.498926094128203,-0.607066734307151,0.240233668431932,0.0174340162573022,-2.33659571393268,0.92465774893929,-0.712777219194273,-2.74347464823453,0.259808203313618,FALSE,TRUE
"GSE10072","LUAD","validation","HGF_MET_AXIS",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999993,-0.0312568706112767,0.417384303252085,-0.0312568706112767,0.417384303252085,0.206222457267014,0.319143584457523,0.523427662259417,0.597490290902671,0.92465774893929,0.256977830666296,0.744544317991219,0.345147796385878,FALSE,TRUE
"GSE10072","LUAD","validation","IGF_INSR_AXIS",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000005,-0.0929692387010204,0.477555353389095,-0.0929692387010204,0.477555353389095,0.0832863319522592,0.328297647719665,0.801587497786061,0.234577837384162,0.92465774893929,-0.263862138532787,-0.743173680167125,0.355047743985564,FALSE,TRUE
"GSE10072","LUAD","validation","JAK_STAT",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999992,0.0278407083513131,0.381453872808773,0.0278407083513131,0.381453872808773,-0.0743756877316465,0.26787692134521,0.783321823128296,-0.2567300521762,0.924657748939289,-0.383863307192685,-1.32501963867118,0.289703862485879,FALSE,TRUE
"GSE10072","LUAD","validation","PDGFR_KIT_CSF1R",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000014,-0.0743632909103172,0.364560536760826,-0.0743632909103172,0.364560536760826,0.745029162946246,0.207833720133358,0.00126378534956284,3.31465456260882,0.92465774893929,-0.411250266290827,-1.82966337336963,0.224768267363543,FALSE,TRUE
"GSE10072","LUAD","validation","PI3K_AKT",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999998,0.0289211680076506,0.214487139624528,0.0289211680076506,0.214487139624528,-0.0175186778360398,0.202163228037798,0.931561607070156,-0.080127238615504,0.924657748939289,0.138376761482755,0.632910079741262,0.218635736595196,FALSE,TRUE
"GSE10072","LUAD","validation","RAS_MAPK",33,33,TRUE,33,0.99,"SMCRH",0,0.000625,-0.0287996861960674,0.336833806974551,-0.0287996861960674,0.336833806974551,0.0515807297240868,0.172394467170708,0.766995734511603,0.276659235171927,0.92465774893929,0.101417861017934,0.543966477637715,0.186441380465874,FALSE,TRUE
"GSE10072","LUAD","validation","RET_ALK_NTRK",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000003,0.106141488739582,0.408379909844885,0.106141488739582,0.408379909844885,-0.59155901848882,0.303733741672031,0.0615507077234195,-1.80088529970188,0.92465774893929,-0.429193359064043,-1.3065949244466,0.328482340650317,FALSE,TRUE
"GSE10072","LUAD","validation","SRC_FAK",33,33,TRUE,33,0.99,"SMCRH",0,0.000625,0.00462646851614242,0.395727498992278,0.00462646851614242,0.395727498992278,0.0889877648459909,0.337181063664256,0.793776749932307,0.244032762194396,0.92465774893929,-0.223761235447773,-0.613624496051275,0.364654991591267,FALSE,TRUE
"GSE10072","LUAD","validation","TAM_AXL_AXIS",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000005,0.118849009377292,0.38392822514969,0.118849009377292,0.38392822514969,-0.3159642584302,0.364712244389341,0.393667866037061,-0.801066606454408,0.92465774893929,-0.153436154469027,-0.389007858605851,0.394429446795549,FALSE,TRUE
"GSE10072","LUAD","validation","TGFB_SMAD",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999995,-0.0424072392198706,0.430954631320589,-0.0424072392198706,0.430954631320589,-0.337957615380789,0.262880407944848,0.209116057806596,-1.18873494726336,0.924657748939289,-0.295602901694183,-1.0397561225552,0.284300227026063,FALSE,TRUE
"GSE10072","LUAD","validation","TIE_ANGPT_AXIS",33,33,TRUE,33,0.99,"SMCRH",0,0.000625000000000002,-0.0516255974733995,0.520206200731362,-0.0516255974733995,0.520206200731362,0.382769065872543,0.182524983279185,0.0451411514200481,1.93907911374487,0.924657748939289,-0.703496791706962,-3.56386149511815,0.197397343491218,FALSE,TRUE
"GSE10072","LUAD","validation","VEGF_PDGF_AXIS",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999995,0.0758502475586987,0.404950230299308,0.0758502475586987,0.404950230299308,0.287368300379434,0.230644230530455,0.223112044495442,1.15206578172035,0.92465774893929,-0.370674834467102,-1.48604349321254,0.24943740621331,FALSE,TRUE
"GSE10072","LUAD","validation","WNT_CTNNB1",33,33,TRUE,33,0.99,"SMCRH",0,0.000624999999999991,-0.0569308056676612,0.529918166653288,-0.0569308056676612,0.529918166653288,-0.197148759355254,0.39211275693045,0.619046784064959,-0.464904864250405,0.924657748939289,0.102838634926059,0.242508153570696,0.424062586811453,FALSE,TRUE
"GSE44076","CRC","discovery","EPH_RECEPTORS",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010309,-0.439597887689368,0.319982594214382,-0.439597887689368,0.319982594214382,0.729583375881722,0.0534610652123206,6.29034074436204e-24,2.72508217930102,0.19968354668235,0.841995257268882,3.14495415670132,0.267728944625391,FALSE,TRUE
"GSE44076","CRC","discovery","ERBB_LIGANDS",98,98,TRUE,98,0.99,"SMCRH",0,0.00020618556701031,0.136181896188856,0.394842431745265,0.136181896188856,0.394842431745265,-0.254232260725789,0.0684109640111734,0.00034509457975077,-0.74207402624097,0.19968354668235,-0.209173543225723,-0.610552936757394,0.342596899683474,FALSE,TRUE
"GSE44076","CRC","discovery","ERBB_RECEPTORS",98,98,TRUE,98,0.99,"SMCRH",0,0.00020618556701031,0.214840275212722,0.451909205027114,0.214840275212722,0.451909205027114,-0.491900444857782,0.0772773303787823,7.28391799158516e-09,-1.27106390661234,0.19968354668235,-0.403914849879961,-1.04371035317034,0.386998987461458,FALSE,TRUE
"GSE44076","CRC","discovery","FGFR_AXIS",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010305,0.29913327518768,0.262549871706487,0.29913327518768,0.262549871706487,-0.478988077336984,0.0462834817129807,3.75529840589356e-17,-2.06652642716773,0.19968354668235,-0.562815712950538,-2.42818892466769,0.2317841528857,FALSE,TRUE
"GSE44076","CRC","discovery","HGF_MET_AXIS",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010309,-0.194928936423543,0.405602186935345,-0.194928936423543,0.405602186935345,0.343706123163556,0.0682107366929774,2.29456214777027e-06,1.00618261900117,0.19968354668235,0.382963940178719,1.12110793012747,0.341594176517131,FALSE,TRUE
"GSE44076","CRC","discovery","IGF_INSR_AXIS",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010307,0.25553793292746,0.35847905191788,0.25553793292746,0.35847905191788,-0.283448843494962,0.0630961401098485,2.02261556502131e-05,-0.897044894878599,0.19968354668235,-0.410254373411044,-1.29835277058217,0.315980666199903,FALSE,TRUE
"GSE44076","CRC","discovery","JAK_STAT",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010309,-0.00121330713769748,0.360830034097152,-0.00121330713769748,0.360830034097152,0.193849258453721,0.0598269318116107,0.00165785630164787,0.647008066060816,0.19968354668235,-0.0254446458755764,-0.0849262527537049,0.299608719925139,FALSE,TRUE
"GSE44076","CRC","discovery","PDGFR_KIT_CSF1R",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010311,0.237657744005643,0.403426912299829,0.237657744005643,0.403426912299829,-0.11128879572955,0.0569114447048069,0.053528979341969,-0.390475791864886,0.19968354668235,-0.436637954825643,-1.53201901459282,0.2850081824485,FALSE,TRUE
"GSE44076","CRC","discovery","PI3K_AKT",98,98,TRUE,98,0.99,"SMCRH",0,0.00020618556701031,0.0129930157131124,0.251670083795786,0.0129930157131124,0.251670083795786,-0.0793644667963406,0.0576622583429351,0.172012795826929,-0.274837973153867,0.19968354668235,-0.0370600740628844,-0.128338487632163,0.288768199989267,FALSE,TRUE
"GSE44076","CRC","discovery","RAS_MAPK",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010308,0.125374876271237,0.285541958154668,0.125374876271237,0.285541958154668,-0.276809504391727,0.0564723433413188,4.01203657902939e-06,-0.978785372128897,0.19968354668235,-0.219889711658069,-0.777519665466341,0.282809196248668,FALSE,TRUE
"GSE44076","CRC","discovery","RET_ALK_NTRK",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010311,0.248762170827231,0.342649231664714,0.248762170827231,0.342649231664714,-0.478814786419782,0.0651340800948944,7.49887016628472e-11,-1.46791717357422,0.19968354668235,-0.497342906618387,-1.52471939983156,0.326186514497899,FALSE,TRUE
"GSE44076","CRC","discovery","SRC_FAK",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010307,0.0830251686696525,0.289085784193161,0.0830251686696525,0.289085784193161,-0.0925505403408965,0.0591615038162095,0.121127013053015,-0.312379147765589,0.19968354668235,-0.124195617091527,-0.419188487505018,0.296276307182793,FALSE,TRUE
"GSE44076","CRC","discovery","TAM_AXL_AXIS",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010308,-0.00947268736605838,0.477715990420242,-0.00947268736605838,0.477715990420242,0.247427629530545,0.0739084996013148,0.00117723030566205,0.668491809174636,0.19968354668235,0.0345569676436627,0.0933648754730102,0.370128139394909,FALSE,TRUE
"GSE44076","CRC","discovery","TGFB_SMAD",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010311,0.107877612690123,0.359912485936658,0.107877612690123,0.359912485936658,0.0488909023088697,0.0550085371943444,0.376410392646001,0.177476247714857,0.19968354668235,-0.203460653021372,-0.738571626838162,0.275478566503279,FALSE,TRUE
"GSE44076","CRC","discovery","TIE_ANGPT_AXIS",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010307,0.0487597985958609,0.519361205588199,0.0487597985958609,0.519361205588199,0.118154188718444,0.0583448587236841,0.0457237631923231,0.404379202808787,0.19968354668235,-0.104434798677541,-0.357424997732032,0.292186610730112,FALSE,TRUE
"GSE44076","CRC","discovery","VEGF_PDGF_AXIS",98,98,TRUE,98,0.99,"SMCRH",0,0.00020618556701031,-0.133135333897213,0.312256808476268,-0.133135333897213,0.312256808476268,0.406266207929558,0.0486704201280852,6.34598931599426e-13,1.66681686911822,0.19968354668235,0.235910693272157,0.967887349418893,0.243737758752395,FALSE,TRUE
"GSE44076","CRC","discovery","WNT_CTNNB1",98,98,TRUE,98,0.99,"SMCRH",0,0.000206185567010309,-0.522134832319751,0.23224095359195,-0.522134832319751,0.23224095359195,0.948042032266258,0.0488205116762882,1.74225805967718e-34,3.87764054301822,0.19968354668235,0.954363514951819,3.90349639826434,0.244489405799418,FALSE,TRUE
"GSE41258","CRC","validation","EPH_RECEPTORS",182,53,FALSE,NA,NA,"SMD",1.86578387769595,0.0317691310404034,0.181240661146668,0.396389097125442,-0.51018638913191,0.25392335253336,0.508707285548467,0.0641881749706507,9.90250694559837e-14,1.5735325067055,0.198546753175597,0.691427050278581,2.13872097085424,0.323289975504571,FALSE,TRUE
"GSE41258","CRC","validation","ERBB_LIGANDS",182,53,FALSE,NA,NA,"SMD",-0.368325942186528,0.0246510768306533,-0.0157741699646674,0.388029344885968,0.128372977463774,0.397206853589367,-0.259981864088827,0.0731144109945178,0.000457731773322526,-0.705997002468449,0.198546753175597,-0.144147147428442,-0.39144058896388,0.368247829919711,FALSE,TRUE
"GSE41258","CRC","validation","ERBB_RECEPTORS",182,53,FALSE,NA,NA,"SMD",0.290399291837949,0.0245418592753605,0.0415129712841361,0.470950429027891,-0.0945173492640528,0.45259001647546,-0.0437732989329636,0.0839566854074472,0.602606243543656,-0.103518217003762,0.198546753175597,0.136030320548189,0.321694196801663,0.422855997716544,FALSE,TRUE
"GSE41258","CRC","validation","FGFR_AXIS",182,53,FALSE,NA,NA,"SMD",-1.29817115677375,0.027948064814891,-0.0992851726263329,0.34313288644378,0.326000618638074,0.260718242739687,-0.299840966536343,0.0562934052087526,2.390757750775e-07,-1.05753862560028,0.198546753175597,-0.425285791264409,-1.49998232855408,0.283527201066674,FALSE,TRUE
"GSE41258","CRC","validation","HGF_MET_AXIS",182,53,FALSE,NA,NA,"SMD",0.955544275276833,0.0263051212185825,0.101383858561945,0.426407457468368,-0.296716435616697,0.373968661797243,0.47265175821226,0.0804436487340453,1.47503634060254e-08,1.16657403601914,0.198546753175597,0.398100294178644,0.982570061046569,0.405162247417364,FALSE,TRUE
"GSE41258","CRC","validation","IGF_INSR_AXIS",182,53,FALSE,NA,NA,"SMD",-0.880941481893834,0.0260136170324272,-0.0902793691259094,0.457914033992971,0.296139289144582,0.355976814954867,-0.259237730818932,0.07918845536226,0.00122581958844776,-0.649978706103647,0.198546753175597,-0.386418658270493,-0.968855493077864,0.398840344129047,FALSE,TRUE
"GSE41258","CRC","validation","JAK_STAT",182,53,FALSE,NA,NA,"SMD",-0.0371989565113672,0.0243653741980532,0.00525005558710642,0.36624035732506,0.0182345421615511,0.274843112163675,0.23791063032212,0.0629205956202495,0.000199236945751216,0.750730070667267,0.198546753175597,-0.0129844865744448,-0.0409727153024354,0.316905689032356,FALSE,TRUE
"GSE41258","CRC","validation","PDGFR_KIT_CSF1R",182,53,FALSE,NA,NA,"SMD",-1.06919617751227,0.0267947288866518,-0.0841122368650442,0.417258850508969,0.338613306221815,0.299812084771483,-0.129785600711626,0.0536694785032554,0.0163774479570678,-0.480133408202853,0.198546753175597,-0.422725543086861,-1.5638457165034,0.270311539447787,FALSE,TRUE
"GSE41258","CRC","validation","PI3K_AKT",182,53,FALSE,NA,NA,"SMD",-0.0523174544700561,0.0243682536739611,-0.00394408500780977,0.27272827355645,0.0103593826569822,0.271778006617364,-0.0396198916035281,0.0540579962261949,0.464360103667815,-0.14551780288219,0.198546753175597,-0.0143034676647918,-0.0525344493368479,0.272268346681981,FALSE,TRUE
"GSE41258","CRC","validation","RAS_MAPK",182,53,FALSE,NA,NA,"SMD",-0.305874622871745,0.0245614923311413,-0.0298077343782536,0.32420082613978,0.0643347486544338,0.23638585311032,-0.0836537270833433,0.059970925142228,0.164396050925042,-0.276953804932051,0.198546753175597,-0.094142483032688,-0.311679106128501,0.302049387275496,FALSE,TRUE
"GSE41258","CRC","validation","RET_ALK_NTRK",182,53,FALSE,NA,NA,"SMD",-1.10260652723743,0.0269491133289916,-0.0961591530780974,0.362338725703907,0.295447716178215,0.323399997233189,-0.253964390611251,0.0676091259524551,0.00021873334700782,-0.745813593471723,0.198546753175597,-0.391606869256314,-1.15002629181716,0.340519927277083,FALSE,TRUE
"GSE41258","CRC","validation","SRC_FAK",182,53,FALSE,NA,NA,"SMD",-0.734550502949048,0.0255104394725578,-0.0438978089437094,0.332467544663927,0.189229764227604,0.252353386763035,-0.186477042345248,0.0624527453461595,0.00313471743246241,-0.592838811075805,0.198546753175597,-0.233127573171315,-0.741147926681453,0.314549315701606,FALSE,TRUE
"GSE41258","CRC","validation","TAM_AXL_AXIS",182,53,FALSE,NA,NA,"SMD",-0.0232177312758935,0.0243635769654576,-0.00275225250481998,0.433514417387481,0.00755240581602349,0.472012140111036,0.253917624524922,0.0767448156560623,0.00108887937251691,0.656911082429594,0.198546753175597,-0.0103046583208432,-0.0266592138465276,0.386532715486858,FALSE,TRUE
"GSE41258","CRC","validation","TGFB_SMAD",182,53,FALSE,NA,NA,"SMD",-0.437939894362764,0.0247704967272211,-0.0374918122848115,0.419879816534557,0.135137770620672,0.27945504463658,0.160300726791173,0.0658916320958732,0.0157499490055052,0.483023228044598,0.198546753175597,-0.172629582905484,-0.520172927847207,0.331869602710643,FALSE,TRUE
"GSE41258","CRC","validation","TIE_ANGPT_AXIS",182,53,FALSE,NA,NA,"SMD",-0.239455286374977,0.0244844275423242,-0.0187835666641824,0.487054977343301,0.0973819062081432,0.471194264844259,0.0716047146896698,0.0670196491587536,0.286458871078384,0.212130081135198,0.198546753175597,-0.116165472872326,-0.344142020428583,0.337550970171146,FALSE,TRUE
"GSE41258","CRC","validation","VEGF_PDGF_AXIS",182,53,FALSE,NA,NA,"SMD",1.08933215565261,0.0268872056511877,0.0803379093312943,0.385176398673694,-0.315303142088591,0.266177542259293,0.469399001700144,0.0556767463191562,3.85699546480645e-15,1.67390614381797,0.198546753175597,0.395641051419887,1.41088068853928,0.280421338695553,FALSE,TRUE
"GSE41258","CRC","validation","WNT_CTNNB1",182,53,FALSE,NA,NA,"SMD",2.59041922910833,0.0386396040281993,0.266161864382868,0.37720022749186,-0.642097941029336,0.228167191712919,0.852635937601793,0.0671742097760151,2.6375863278553e-28,2.52013529621173,0.198546753175597,0.908259805412207,2.68454271372585,0.338329429726839,FALSE,TRUE
"GSE23878","CRC","validation","EPH_RECEPTORS",35,24,FALSE,NA,NA,"SMD",1.88592027402491,0.100379580661639,0.274750998224692,0.351867765361228,-0.397712386952706,0.351835044988878,0.366795738254914,0.13409123853307,0.00845572411248254,1.14130977000489,0.417233966070483,0.672463385177397,2.09241534573157,0.321381405727687,FALSE,TRUE
"GSE23878","CRC","validation","ERBB_LIGANDS",35,24,FALSE,NA,NA,"SMD",-0.367766995809212,0.0713843034008625,-0.0469800782150591,0.39902595736918,0.11399067570531,0.476378597684315,-0.00579848035467708,0.182486108214947,0.974770912034886,-0.0132575732982043,0.417233966070483,-0.160970753920369,-0.368041527853956,0.437371170745288,FALSE,TRUE
"GSE23878","CRC","validation","ERBB_RECEPTORS",35,24,FALSE,NA,NA,"SMD",0.193335829800589,0.0705548642472875,0.0292922485516801,0.400395640880824,-0.0586359387806398,0.511996950670886,-0.120536919179538,0.168140709227994,0.476594834764217,-0.29910720061851,0.417233966070483,0.0879281873323199,0.218190029639439,0.402989025106336,FALSE,TRUE
"GSE23878","CRC","validation","FGFR_AXIS",35,24,FALSE,NA,NA,"SMD",-1.70200501687644,0.0947874264031169,-0.202643869845347,0.266448379427579,0.303015413343372,0.328709614552557,-0.493292017377345,0.109146244884335,3.50960764341264e-05,-1.88571017774702,0.417233966070483,-0.505659283188718,-1.93298659453438,0.261594821515316,FALSE,TRUE
"GSE23878","CRC","validation","HGF_MET_AXIS",35,24,FALSE,NA,NA,"SMD",0.48859981657391,0.0722612289733161,0.0851875385321312,0.448840800177919,-0.126865969738371,0.395887835461851,0.204341317955668,0.179504225333556,0.260087792362567,0.47496452166675,0.417233966070483,0.212053508270502,0.492890493861382,0.430224382315108,FALSE,TRUE
"GSE23878","CRC","validation","IGF_INSR_AXIS",35,24,FALSE,NA,NA,"SMD",-0.691008762177342,0.0742846470127212,-0.110941988264685,0.472539309544797,0.211902362694325,0.443464847556381,-0.48941283516045,0.18374400651193,0.0102186360325507,-1.11132690603726,0.417233966070483,-0.32284435095901,-0.733094001437989,0.440386021882242,FALSE,TRUE
"GSE23878","CRC","validation","JAK_STAT",35,24,FALSE,NA,NA,"SMD",-0.0633835812067142,0.0702721416649307,0.00190220206802701,0.393599472597863,0.0274096631610797,0.402237787663805,0.257765558166035,0.145441947019671,0.0820939288562975,0.7394603025731,0.417233966070483,-0.0255074610930526,-0.0731740696155798,0.348586066444795,FALSE,TRUE
"GSE23878","CRC","validation","PDGFR_KIT_CSF1R",35,24,FALSE,NA,NA,"SMD",-1.07628259618045,0.0800549107197981,-0.12831541780652,0.383259519997344,0.271083524406111,0.33936976886828,-0.145542863542662,0.13353822672412,0.280689358377319,-0.454741894353699,0.417233966070483,-0.39939894221263,-1.24790338161374,0.320055981975257,FALSE,TRUE
"GSE23878","CRC","validation","PI3K_AKT",35,24,FALSE,NA,NA,"SMD",0.237393918180354,0.0707156873769852,0.030147078438362,0.349685600715713,-0.0513162308394865,0.321560781021227,-0.0520918973200411,0.132846136059625,0.69654046619904,-0.163606632181022,0.417233966070483,0.0814633092778485,0.25585433364782,0.318397222811874,FALSE,TRUE
"GSE23878","CRC","validation","RAS_MAPK",35,24,FALSE,NA,NA,"SMD",0.0961879985852736,0.0703165031285346,0.00764067827789141,0.340930237420602,-0.0227339291573645,0.262323534683863,-0.0864826478819567,0.129252496811529,0.506336916319172,-0.279170608399785,0.417233966070483,0.030374607435256,0.0980508558107437,0.30978421538599,FALSE,TRUE
"GSE23878","CRC","validation","RET_ALK_NTRK",35,24,FALSE,NA,NA,"SMD",-0.735406202227681,0.0748213349183914,-0.114939940395528,0.390667089052401,0.197291880147032,0.457580514378948,-0.342885078398327,0.176193013092302,0.0569560782581835,-0.811969207266897,0.417233966070483,-0.31223182054256,-0.739380742357436,0.422288278089367,FALSE,TRUE
"GSE23878","CRC","validation","SRC_FAK",35,24,FALSE,NA,NA,"SMD",-0.280264726815689,0.0709037589423077,-0.0232262690386611,0.414363285778122,0.0867917727498793,0.343572715278451,-0.0435737766499678,0.152362984975475,0.776003215676878,-0.119323335987818,0.417233966070483,-0.11001804178854,-0.301275693188405,0.365173972796204,FALSE,TRUE
"GSE23878","CRC","validation","TAM_AXL_AXIS",35,24,FALSE,NA,NA,"SMD",-0.348709511913608,0.0712685895067311,-0.0888856529768675,0.427367640209682,0.0664685705632408,0.4571303190317,0.107514379726506,0.154510989791196,0.489571412380067,0.290326604751672,0.417233966070483,-0.155354223540108,-0.41951099349655,0.370322174981061,FALSE,TRUE
"GSE23878","CRC","validation","TGFB_SMAD",35,24,FALSE,NA,NA,"SMD",-0.684769845215044,0.0742119066017888,-0.122759841423975,0.445665828399768,0.181243032040669,0.42661276555158,-0.145849773182654,0.160618652325384,0.367962328172406,-0.378869318316786,0.417233966070483,-0.304002873464644,-0.78969859823952,0.384960634528616,FALSE,TRUE
"GSE23878","CRC","validation","TIE_ANGPT_AXIS",35,24,FALSE,NA,NA,"SMD",-0.221913344923512,0.0706554302605964,-0.0826895307472061,0.488997666363752,0.027594434202707,0.492455569093656,0.163296628415802,0.154206472675123,0.294425918690795,0.441829053851734,0.417233966070483,-0.110283964949913,-0.2983935453019,0.369592327603244,FALSE,TRUE
"GSE23878","CRC","validation","VEGF_PDGF_AXIS",35,24,FALSE,NA,NA,"SMD",0.646028641441219,0.0737749851157426,0.0877411891503967,0.383735729458743,-0.163193730046035,0.382629515616481,0.392359341491603,0.130212288610232,0.00395805103470393,1.25722115725475,0.417233966070483,0.250934919196432,0.804060605027079,0.312084583708688,FALSE,TRUE
"GSE23878","CRC","validation","WNT_CTNNB1",35,24,FALSE,NA,NA,"SMD",2.56684657862577,0.126074547426255,0.357765193748071,0.283475371069214,-0.451577646355869,0.348021979264579,0.730251848674153,0.126000650726109,3.82127107411397e-07,2.41812937708492,0.417233966070483,0.809342840103939,2.68002840573698,0.301990396210512,FALSE,TRUE
"GSE75214","IBD","discovery","EPH_RECEPTORS",74,23,FALSE,NA,NA,"SMD",-0.517551434564938,0.0583724933903995,-0.0438946596522083,0.419840014403862,0.181707422568283,0.471887340353028,-0.157633116061803,0.136303466827314,0.250509250606568,-0.407811226782299,0.352629481737415,-0.225602082220491,-0.583653132117921,0.386534518202346,FALSE,TRUE
"GSE75214","IBD","discovery","ERBB_LIGANDS",74,23,FALSE,NA,NA,"SMD",0.583854139963719,0.05874891694366,0.066527829704433,0.426434557892823,-0.187619861303392,0.449335531768507,0.0405519551048235,0.148238814361433,0.785044025918835,0.0964647145462681,0.352629481737415,0.254147691007825,0.604564796007749,0.420381227431853,FALSE,TRUE
"GSE75214","IBD","discovery","ERBB_RECEPTORS",74,23,FALSE,NA,NA,"SMD",-1.30727074881122,0.0658008301083233,-0.138806187497539,0.469919153284812,0.42755742387757,0.25493842550101,-0.0730047457760038,0.107237860699362,0.497743097460771,-0.240060977526727,0.352629481737415,-0.566363611375108,-1.8623693670469,0.304109174794458,FALSE,TRUE
"GSE75214","IBD","discovery","FGFR_AXIS",74,23,FALSE,NA,NA,"SMD",0.184538914646498,0.057167313615135,0.0324403713255333,0.314661769107524,-0.0249122490523609,0.286307493082233,-0.234987806807626,0.0903613053429125,0.010861979556249,-0.917025580968814,0.352629481737415,0.0573526203778943,0.223815102309452,0.256250001836772,FALSE,TRUE
"GSE75214","IBD","discovery","HGF_MET_AXIS",74,23,FALSE,NA,NA,"SMD",1.91260267931492,0.0758476971094839,0.241143951678458,0.431827594492166,-0.536607346442692,0.289886691154469,0.515982702019095,0.117381731317685,2.98451816473157e-05,1.55007692215775,0.352629481737415,0.777751298121149,2.33646270248651,0.332875546137951,FALSE,TRUE
