"module","accession","n_members","n_full","n_common","effect_full","effect_common","sign_agree"
"HGF_MET_AXIS","GSE19804",3,3,2,0.684882528639011,0.904099859243839,TRUE
"HGF_MET_AXIS","GSE23878",3,3,2,0.480270743896777,0.681400960537572,TRUE
"HGF_MET_AXIS","GSE32863",3,3,2,1.25739604576325,1.28111322682974,TRUE
"HGF_MET_AXIS","GSE41258",3,3,2,1.15889765866574,1.18807846166642,TRUE
"HGF_MET_AXIS","GSE4302",3,3,2,-0.0164067388145918,0.190387729458019,FALSE
"HGF_MET_AXIS","GSE43696",3,3,2,-0.136627961180328,-0.236239692899063,TRUE
"HGF_MET_AXIS","GSE44076",3,3,2,1.49594021075584,1.38961398441477,TRUE
"HGF_MET_AXIS","GSE67472",3,3,2,-0.147335446917249,-0.0536116902497989,TRUE
"HGF_MET_AXIS","GSE75214",3,3,2,1.56489225663802,0.692323329733968,TRUE
"HGF_MET_AXIS","GSE87473",3,3,2,1.16773295068795,0.456470242403333,TRUE
"IGF_INSR_AXIS","GSE13911",4,3,2,-0.449613369336931,-0.379703200205173,TRUE
"IGF_INSR_AXIS","GSE27342",4,4,2,0.258514927619024,0.152915544316858,TRUE
"IGF_INSR_AXIS","GSE63089",4,3,2,0.585334206143864,0.588640990453934,TRUE
"IGF_INSR_AXIS","GSE15471",4,3,2,0.147178778915372,0.509590879660892,TRUE
"IGF_INSR_AXIS","GSE20347",4,3,2,1.21816601388245,0.680348332944714,TRUE
"IGF_INSR_AXIS","GSE23400",4,3,2,0.47528882150985,0.417404557485806,TRUE
"IGF_INSR_AXIS","GSE28735",4,3,2,-1.02353541864304,-0.788807996430765,TRUE
"IGF_INSR_AXIS","GSE33814",4,4,2,-1.38037658445509,-1.35427732928916,TRUE
"IGF_INSR_AXIS","GSE47460",4,3,2,0.302581737861869,0.37454844474178,TRUE
"IGF_INSR_AXIS","GSE57957",4,4,2,-1.08997939138322,-1.10750500238227,TRUE
"IGF_INSR_AXIS","GSE62232",4,3,2,-1.35240765036491,-1.3733182607509,TRUE
"IGF_INSR_AXIS","GSE62452",4,3,2,-0.985463585953096,-0.745342450517205,TRUE
"IGF_INSR_AXIS","GSE66676",4,3,2,-0.312310900422667,-0.0972357248565978,TRUE
"IGF_INSR_AXIS","GSE76925",4,4,2,-0.342948069074595,-0.133064684586692,TRUE
"IGF_INSR_AXIS","GSE10072",4,3,2,-0.308388255201969,-0.212633130349105,TRUE
"IGF_INSR_AXIS","GSE179285",4,4,2,-0.524918037977679,-0.134079660658024,TRUE
"IGF_INSR_AXIS","GSE19804",4,3,2,-0.353474927769938,-0.437610471005754,TRUE
"IGF_INSR_AXIS","GSE23878",4,3,2,-1.04609137331699,-1.08748057835459,TRUE
"IGF_INSR_AXIS","GSE32863",4,4,2,-0.156009891886016,-0.439230565227811,TRUE
"IGF_INSR_AXIS","GSE41258",4,3,2,-0.901203272076881,-0.872081661316753,TRUE
"IGF_INSR_AXIS","GSE4302",4,3,2,-0.646899185612852,-0.183374751059505,TRUE
"IGF_INSR_AXIS","GSE43696",4,4,2,-0.158044700811847,-0.00488204890475404,TRUE
"IGF_INSR_AXIS","GSE44076",4,4,2,-0.549439437315033,-1.21857073588232,TRUE
"IGF_INSR_AXIS","GSE67472",4,3,2,-1.08645811357112,-0.552217398119264,TRUE
"IGF_INSR_AXIS","GSE75214",4,3,2,-1.00911119210773,-0.424952506445352,TRUE
"IGF_INSR_AXIS","GSE87473",4,3,2,-0.914182396566256,-0.10787489035643,TRUE
"JAK_STAT","GSE13911",9,9,4,0.633593308329189,0.902388390802078,TRUE
"JAK_STAT","GSE27342",9,7,4,0.371289568739727,0.420648455517509,TRUE
"JAK_STAT","GSE63089",9,7,4,0.807737952290176,0.943736639929936,TRUE
"JAK_STAT","GSE15471",9,9,4,1.00767458564086,1.12317731932643,TRUE
"JAK_STAT","GSE20347",9,9,4,-0.476037013076921,0.822662429206693,FALSE
"JAK_STAT","GSE23400",9,9,4,0.691499279656572,1.12483668207927,TRUE
"JAK_STAT","GSE28735",9,9,4,0.594011889112262,0.824013965610878,TRUE
"JAK_STAT","GSE33814",9,9,4,0.303621533630765,0.432631359457408,TRUE
"JAK_STAT","GSE47460",9,6,4,0.240371512734512,-0.0445608202203948,FALSE
"JAK_STAT","GSE57957",9,9,4,0.441724149258398,0.316764460991744,TRUE
"JAK_STAT","GSE62232",9,9,4,0.803126019010468,1.17491578772821,TRUE
"JAK_STAT","GSE62452",9,9,4,0.698844950401637,0.879059903856037,TRUE
"JAK_STAT","GSE66676",9,9,4,-0.300965114956154,-0.0628604879404126,TRUE
"JAK_STAT","GSE76925",9,8,4,0.419211855696791,0.0836281185269418,TRUE
"JAK_STAT","GSE10072",9,9,4,-0.646414541440393,0.429557444186716,FALSE
"JAK_STAT","GSE179285",9,9,4,1.05715445612056,0.88058143447886,TRUE
"JAK_STAT","GSE19804",9,9,4,-0.773571243905097,-0.133354654980534,TRUE
"JAK_STAT","GSE23878",9,9,4,-0.462602599973803,-0.064356012079074,TRUE
"JAK_STAT","GSE32863",9,9,4,-0.620918166665454,0.704431273414317,FALSE
"JAK_STAT","GSE41258",9,9,4,-0.0700615570399748,0.0530682236819886,FALSE
"JAK_STAT","GSE4302",9,9,4,0.00583268586854156,0.0281752879781812,TRUE
"JAK_STAT","GSE43696",9,9,4,-0.336564621229585,-0.27036192087721,TRUE
"JAK_STAT","GSE44076",9,9,4,-0.247179238491313,0.0587078060204587,FALSE
"JAK_STAT","GSE67472",9,9,4,0.0750408682526745,0.106172104081984,TRUE
"JAK_STAT","GSE75214",9,9,4,1.68399650218502,1.65217356538307,TRUE
"JAK_STAT","GSE87473",9,9,4,1.63058459722256,1.31472792189362,TRUE
"PDGFR_KIT_CSF1R","GSE13911",5,5,3,-1.12452501268535,-1.23957362283005,TRUE
"PDGFR_KIT_CSF1R","GSE27342",5,4,3,0.0865889859286373,-0.225744345827422,FALSE
"PDGFR_KIT_CSF1R","GSE63089",5,4,3,0.325852236645883,-0.0290434734104069,FALSE
"PDGFR_KIT_CSF1R","GSE15471",5,5,3,1.12336470097561,0.686032127980326,TRUE
"PDGFR_KIT_CSF1R","GSE20347",5,5,3,-0.307422461909245,-0.913538899547828,TRUE
"PDGFR_KIT_CSF1R","GSE23400",5,5,3,-0.334103719677597,-0.702413968760718,TRUE
"PDGFR_KIT_CSF1R","GSE28735",5,4,3,-0.193458333529116,-0.513592469555126,TRUE
"PDGFR_KIT_CSF1R","GSE33814",5,5,3,0.685284665072424,0.10266437410933,TRUE
"PDGFR_KIT_CSF1R","GSE47460",5,5,3,0.578182582579894,0.422585663249432,TRUE
"PDGFR_KIT_CSF1R","GSE57957",5,5,3,-0.123192034334003,-0.289646654325465,TRUE
"PDGFR_KIT_CSF1R","GSE62232",5,5,3,0.081582753965951,0.070544049269754,TRUE
"PDGFR_KIT_CSF1R","GSE62452",5,4,3,-0.0850472779504481,-0.435042404412495,TRUE
"PDGFR_KIT_CSF1R","GSE66676",5,4,3,-0.0319216019092594,-0.27433885959347,TRUE
"PDGFR_KIT_CSF1R","GSE76925",5,5,3,0.316664693281127,0.189693033744074,TRUE
"PDGFR_KIT_CSF1R","GSE10072",5,5,3,-1.12159399724702,-1.01817298399333,TRUE
"PDGFR_KIT_CSF1R","GSE179285",5,5,3,1.04176724178878,0.713312158059954,TRUE
"PDGFR_KIT_CSF1R","GSE19804",5,5,3,-0.733954888639536,-0.734618696682024,TRUE
"PDGFR_KIT_CSF1R","GSE23878",5,5,3,-1.10108021350797,-1.49429658887765,TRUE
"PDGFR_KIT_CSF1R","GSE32863",5,5,3,-1.34872786896939,-1.26111939715074,TRUE
"PDGFR_KIT_CSF1R","GSE41258",5,5,3,-1.07011020473903,-1.5452730723559,TRUE
"PDGFR_KIT_CSF1R","GSE4302",5,5,3,0.90568972842804,0.890836650140606,TRUE
"PDGFR_KIT_CSF1R","GSE43696",5,5,3,0.128321281790222,0.441591780214933,TRUE
"PDGFR_KIT_CSF1R","GSE44076",5,5,3,-0.960915473072109,-1.27580375916071,TRUE
"PDGFR_KIT_CSF1R","GSE67472",5,5,3,0.858126614497827,0.852467020433122,TRUE
"PDGFR_KIT_CSF1R","GSE75214",5,4,3,1.3678661720977,1.25451416583605,TRUE
"PDGFR_KIT_CSF1R","GSE87473",5,5,3,0.911228649117621,0.910537308674112,TRUE
"PI3K_AKT","GSE13911",9,9,6,0.48587311051209,-0.025484961678413,FALSE
"PI3K_AKT","GSE27342",9,8,6,0.283635948100141,0.291309529620674,TRUE
"PI3K_AKT","GSE63089",9,8,6,0.700166611955839,0.74241955621646,TRUE
"PI3K_AKT","GSE15471",9,9,6,0.611169040948575,0.650445097091699,TRUE
"PI3K_AKT","GSE20347",9,8,6,0.90515572900374,1.09035208167395,TRUE
"PI3K_AKT","GSE23400",9,8,6,1.10052226712776,1.00736742824975,TRUE
"PI3K_AKT","GSE28735",9,9,6,0.543161489468258,0.418659806916318,TRUE
"PI3K_AKT","GSE33814",9,9,6,0.142772649303353,0.518698884799288,TRUE
"PI3K_AKT","GSE47460",9,8,6,0.216574341423963,0.326969341348523,TRUE
"PI3K_AKT","GSE57957",9,9,6,0.426496248502539,0.787161069698453,TRUE
"PI3K_AKT","GSE62232",9,9,6,1.29344217325087,1.33789322371666,TRUE
"PI3K_AKT","GSE62452",9,9,6,0.494962208173991,0.346748250516306,TRUE
"PI3K_AKT","GSE66676",9,9,6,-0.186797250741262,0.189188868563308,FALSE
"PI3K_AKT","GSE76925",9,9,6,-0.0104244550118306,-0.0489308737698338,TRUE
"PI3K_AKT","GSE10072",9,8,6,0.41735706162423,0.431046378856434,TRUE
"PI3K_AKT","GSE179285",9,9,6,-0.125951895991224,0.534881895767618,FALSE
"PI3K_AKT","GSE19804",9,9,6,0.190162182011943,-0.0108121079313365,FALSE
"PI3K_AKT","GSE23878",9,9,6,-0.178492160990685,-0.379963318724463,TRUE
"PI3K_AKT","GSE32863",9,9,6,1.21684158387744,1.11111787445699,TRUE
"PI3K_AKT","GSE41258",9,8,6,0.198975188636452,0.290444351039958,TRUE
"PI3K_AKT","GSE4302",9,9,6,0.571085861794265,0.275313734460141,TRUE
"PI3K_AKT","GSE43696",9,9,6,0.198020544227652,0.311221199645646,TRUE
"PI3K_AKT","GSE44076",9,9,6,-0.210202162214985,-0.220570640636521,TRUE
"PI3K_AKT","GSE67472",9,9,6,0.491122129388901,0.0888805126319703,TRUE
"PI3K_AKT","GSE75214",9,9,6,0.121194082751441,0.914425277381078,TRUE
"PI3K_AKT","GSE87473",9,9,6,0.22097831927773,0.991767782417868,TRUE
"RAS_MAPK","GSE13911",12,12,6,0.8400648875693,0.849747092428804,TRUE
"RAS_MAPK","GSE27342",12,8,6,0.393942956279819,0.479924943887994,TRUE
"RAS_MAPK","GSE63089",12,7,6,0.955190264598734,1.01885519843657,TRUE
"RAS_MAPK","GSE15471",12,12,6,0.942537660345727,0.701673153031649,TRUE
"RAS_MAPK","GSE20347",12,11,6,-0.638911632119578,-0.351570008682673,TRUE
"RAS_MAPK","GSE23400",12,11,6,0.00017585628369298,0.299423827339041,TRUE
"RAS_MAPK","GSE28735",12,10,6,1.10501426404917,0.756390698054624,TRUE
"RAS_MAPK","GSE33814",12,12,6,0.653482200610953,1.03351392108657,TRUE
"RAS_MAPK","GSE47460",12,12,6,-0.449879637547909,-0.479131103687918,TRUE
"RAS_MAPK","GSE57957",12,12,6,0.529315512508332,1.24453119268444,TRUE
"RAS_MAPK","GSE62232",12,12,6,0.256767779253476,1.22659762025052,TRUE
"RAS_MAPK","GSE62452",12,10,6,1.12449475554369,0.751204865323744,TRUE
"RAS_MAPK","GSE66676",12,10,6,0.00462801414408198,-0.0866813678712885,FALSE
"RAS_MAPK","GSE76925",12,12,6,0.121325682141115,0.133476000209027,TRUE
"RAS_MAPK","GSE10072",12,11,6,0.544308744117456,0.823063055000806,TRUE
"RAS_MAPK","GSE179285",12,12,6,0.00190398474080032,-0.308272947055781,FALSE
"RAS_MAPK","GSE19804",12,12,6,0.0766954211882916,0.575374361730789,TRUE
"RAS_MAPK","GSE23878",12,12,6,0.680083189609422,1.52874135757381,TRUE
"RAS_MAPK","GSE32863",12,12,6,0.950708097592692,0.833337597069934,TRUE
"RAS_MAPK","GSE41258",12,11,6,0.934234372558844,1.50213399496605,TRUE
"RAS_MAPK","GSE4302",12,12,6,0.511761897779527,1.01689394751723,TRUE
"RAS_MAPK","GSE43696",12,12,6,0.0453167677784123,0.0682327867257945,TRUE
"RAS_MAPK","GSE44076",12,12,6,0.495545342717366,1.447027012745,TRUE
"RAS_MAPK","GSE67472",12,12,6,0.334411343892241,0.785167521673839,TRUE
"RAS_MAPK","GSE75214",12,10,6,0.583290634798804,0.647593313606804,TRUE
"RAS_MAPK","GSE87473",12,12,6,-0.444584146894528,-0.799652646050675,TRUE
"RET_ALK_NTRK","GSE13911",6,6,2,-0.902507613976819,-0.809634072745439,TRUE
"RET_ALK_NTRK","GSE27342",6,6,2,-0.46568704577647,-0.108206478575451,TRUE
"RET_ALK_NTRK","GSE63089",6,6,2,-0.0321709129473356,-0.173251162236318,TRUE
"RET_ALK_NTRK","GSE15471",6,6,2,-0.992078622261248,-0.649442931130007,TRUE
"RET_ALK_NTRK","GSE20347",6,6,2,0.706862641433207,0.851809823579375,TRUE
"RET_ALK_NTRK","GSE23400",6,6,2,0.370780970478738,0.678595483540397,TRUE
"RET_ALK_NTRK","GSE28735",6,2,2,-0.934874829609383,-0.934874829609383,TRUE
"RET_ALK_NTRK","GSE33814",6,6,2,-0.0852883826379827,-0.333594217806311,TRUE
"RET_ALK_NTRK","GSE47460",6,6,2,0.649452832130726,0.0838664057988192,TRUE
"RET_ALK_NTRK","GSE57957",6,6,2,-0.405844877654695,-0.808930673357643,TRUE
"RET_ALK_NTRK","GSE62232",6,6,2,-1.90604212552822,-1.39735805701159,TRUE
"RET_ALK_NTRK","GSE62452",6,2,2,-0.904905760618311,-0.904905760618311,TRUE
"RET_ALK_NTRK","GSE66676",6,2,2,-0.450621716645053,-0.450621716645053,TRUE
"RET_ALK_NTRK","GSE76925",6,5,2,0.608169027916226,0.434637784910037,TRUE
"RET_ALK_NTRK","GSE10072",6,6,2,-1.20646531700476,-1.43637319122232,TRUE
"RET_ALK_NTRK","GSE179285",6,6,2,-0.109310471368898,-0.449883256133093,TRUE
"RET_ALK_NTRK","GSE19804",6,6,2,-0.0609421814468488,-0.970653626006216,TRUE
"RET_ALK_NTRK","GSE23878",6,6,2,-0.756651514960248,-0.956015583593942,TRUE
"RET_ALK_NTRK","GSE32863",6,6,2,-0.923478262696788,-1.29357838103653,TRUE
"RET_ALK_NTRK","GSE41258",6,6,2,-0.66949365337947,-0.759875618426581,TRUE
"RET_ALK_NTRK","GSE4302",6,6,2,0.10727175437098,0.110218507936037,TRUE
"RET_ALK_NTRK","GSE43696",6,6,2,0.367837324839147,0.730634545290274,TRUE
"RET_ALK_NTRK","GSE44076",6,6,2,-1.1487375418641,-1.07324254644187,TRUE
"RET_ALK_NTRK","GSE67472",6,6,2,-0.0083037594276262,0.345393760439171,FALSE
"RET_ALK_NTRK","GSE75214",6,2,2,-1.79406505477414,-1.79406505477414,TRUE
"RET_ALK_NTRK","GSE87473",6,6,2,-0.274104416783003,-0.574273321455586,TRUE
"SRC_FAK","GSE13911",5,5,3,-0.645502189899414,-0.272334663326379,TRUE
"SRC_FAK","GSE27342",5,4,3,0.238087802154406,0.282663245362818,TRUE
"SRC_FAK","GSE63089",5,4,3,0.707274500711087,0.82579233269822,TRUE
"SRC_FAK","GSE15471",5,5,3,0.598543685171852,-0.0295650625600259,FALSE
"SRC_FAK","GSE20347",5,5,3,1.67539467560199,1.62209504748683,TRUE
"SRC_FAK","GSE23400",5,5,3,1.42216178165749,1.42163757139957,TRUE
"SRC_FAK","GSE28735",5,5,3,0.740835437070974,0.635050852948796,TRUE
"SRC_FAK","GSE33814",5,5,3,-0.408911462632452,-0.479625901671609,TRUE
"SRC_FAK","GSE47460",5,4,3,-0.163116951911249,-0.0697730534767584,TRUE
"SRC_FAK","GSE57957",5,5,3,-0.0809413480722852,0.737830761734935,FALSE
"SRC_FAK","GSE62232",5,5,3,-0.836233099367625,0.451228091398973,FALSE
"SRC_FAK","GSE62452",5,5,3,0.76804094245519,0.570106258202547,TRUE
