"disease","feature","k","est_REML","se_REML","p_REML_KHNA","ci_lo","ci_hi","I2","tau2","est_DL","p_DL","cohorts","n_case","n_control","fdr"
"NAFLD","TGFB_SMAD",2,-0.595490080653185,0.275707626785809,0.276042193760715,-4.09868763391851,2.90770747261214,42.1819397761809,0.0662515435002622,-0.595490080653185,0.0307834513061903,"GSE33814;GSE66676",62,47,0.930197205970223
"PAAD","TGFB_SMAD",3,0,0,NA,0,0,0,0,0,1,"GSE15471;GSE28735;GSE62452",123,123,NA
"STAD","TGFB_SMAD",3,0.0301912121364559,0.0575220422782563,0.652055805806825,-0.217306160092848,0.277688584365759,0,0,0.0301912121364559,0.720976983656848,"GSE27342;GSE63089;GSE13911",163,156,0.652055805806825
"Asthma","TIE_ANGPT_AXIS",3,-0.217466526072393,0.25676320338053,0.486206738277303,-1.32222942399685,0.887296371852063,73.0275088032839,0.144854268465935,-0.217353322913368,0.400208975071412,"GSE4302;GSE43696;GSE67472",192,91,0.551034303380944
"COPD","TIE_ANGPT_AXIS",2,0.103666371356939,0.0783010603222834,0.411826689977106,-0.89124293215756,1.09857567487144,0,0,0.103666371356939,0.338784181861916,"GSE76925;GSE47460",256,131,0.617740034965659
"CRC","TIE_ANGPT_AXIS",3,-0.10077496709589,0.0821516519096049,0.344751487250248,-0.454244996438179,0.2526950622464,19.5366142782078,0.00624169311934766,-0.0850070274373019,0.294628729715571,"GSE44076;GSE41258;GSE23878",315,175,0.450828867942632
"ESCC","TIE_ANGPT_AXIS",2,0,0,NA,0,0,0,0,0,1,"GSE23400;GSE20347",70,70,NA
"HCC","TIE_ANGPT_AXIS",2,0.0176863759185933,0.0489159962684984,0.779130189274642,-0.603850287542905,0.639223039380092,0,0,0.0176863759185933,0.910156062625533,"GSE57957;GSE62232",118,42,0.77962522006323
"IBD","TIE_ANGPT_AXIS",3,1.14100893082169,0.0642636564702968,0.00315712876870376,0.864504733886081,1.41751312775729,0,0,1.14100893082169,7.42162665171083e-14,"GSE75214;GSE87473;GSE179285",202,75,0.017890396355988
"LUAD","TIE_ANGPT_AXIS",3,0,0,NA,0,0,0,0,0,1,"GSE32863;GSE19804;GSE10072",150,150,NA
"NAFLD","TIE_ANGPT_AXIS",2,0.187571889096962,0.360921870777166,0.694877790121613,-4.39837529476091,4.77351907295483,66.9760651713755,0.175837630942621,0.187571889096962,0.603271155570997,"GSE33814;GSE66676",62,47,0.930197205970223
"PAAD","TIE_ANGPT_AXIS",3,0,0,NA,0,0,0,0,0,1,"GSE15471;GSE28735;GSE62452",123,123,NA
"STAD","TIE_ANGPT_AXIS",3,0.027528949256796,0.052415598056215,0.651856597069651,-0.197997166801228,0.25305506531482,0,0,0.027528949256796,0.744662492161467,"GSE27342;GSE63089;GSE13911",163,156,0.652055805806825
"Asthma","VEGF_PDGF_AXIS",3,-0.31471404614266,0.155154600033882,0.17969426389859,-0.982290409511628,0.352862317226308,18.7223912262506,0.0123098441111528,-0.314198350088217,0.0407885211044435,"GSE4302;GSE43696;GSE67472",192,91,0.355489873417567
"COPD","VEGF_PDGF_AXIS",2,-0.394754248286831,0.0312692198613801,0.0503227640236349,-0.792067357785987,0.00255886121232429,0,0,-0.394754248286831,0.000300042138660839,"GSE76925;GSE47460",256,131,0.377420730177262
"CRC","VEGF_PDGF_AXIS",3,0.564963330586547,0.32460387405743,0.223903813044683,-0.831694414213907,1.961621075387,91.6553009313187,0.299045810891212,0.568854827850765,0.147345484670187,"GSE44076;GSE41258;GSE23878",315,175,0.427295935299985
"ESCC","VEGF_PDGF_AXIS",2,0,0,NA,0,0,0,0,0,1,"GSE23400;GSE20347",70,70,NA
"HCC","VEGF_PDGF_AXIS",2,0.0449368907398647,0.124502441919505,0.779487496050264,-1.53701662644307,1.62689040792279,0,0,0.0449368907398647,0.774383477931653,"GSE57957;GSE62232",118,42,0.77962522006323
"IBD","VEGF_PDGF_AXIS",3,1.29605325634346,0.101981380817238,0.00613458785480672,0.857262789786546,1.73484372290037,0,0,1.29605325634346,7.99114357685851e-17,"GSE75214;GSE87473;GSE179285",202,75,0.0260719983829286
"LUAD","VEGF_PDGF_AXIS",3,0,0,NA,0,0,0,0,0,1,"GSE32863;GSE19804;GSE10072",150,150,NA
"NAFLD","VEGF_PDGF_AXIS",2,0.145936973832123,0.48498841131205,0.813922555223945,-6.01642507497089,6.30829902263514,81.2936266770032,0.383578009032902,0.145936973832123,0.763484522469541,"GSE33814;GSE66676",62,47,0.930197205970223
"PAAD","VEGF_PDGF_AXIS",3,0,0,NA,0,0,0,0,0,1,"GSE15471;GSE28735;GSE62452",123,123,NA
"STAD","VEGF_PDGF_AXIS",3,0.278125371348157,0.303731271686518,0.456490951736122,-1.02872481388411,1.58497555658043,89.8641326891502,0.228544983671047,0.258541512215024,0.2644364295055,"GSE27342;GSE63089;GSE13911",163,156,0.652055805806825
"Asthma","WNT_CTNNB1",3,-0.546262811509623,0.0845247020571843,0.0231152877975754,-0.909943251547228,-0.182582371472019,0,0,-0.546262811509623,3.89654185844984e-05,"GSE4302;GSE43696;GSE67472",192,91,0.196479946279391
"COPD","WNT_CTNNB1",2,-0.510293139556936,0.150033833340423,0.182045852999149,-2.41665374333346,1.39606746421959,42.3328387503699,0.0197446358332899,-0.510293139556936,0.00067093887634021,"GSE76925;GSE47460",256,131,0.414562771060886
"CRC","WNT_CTNNB1",3,1.70102873510094,0.864090373071324,0.187847511983104,-2.01685206734462,5.4189095375465,98.3277627865057,2.2070796787533,1.70615952320909,0.096650542188519,"GSE44076;GSE41258;GSE23878",315,175,0.427295935299985
"ESCC","WNT_CTNNB1",2,0,0,NA,0,0,0,0,0,1,"GSE23400;GSE20347",70,70,NA
"HCC","WNT_CTNNB1",2,0.257822428173962,0.360617957828246,0.604858587774762,-4.32426317553295,4.83990803188088,58.0879238078899,0.168739938199955,0.257822428173962,0.474642305630755,"GSE57957;GSE62232",118,42,0.77962522006323
"IBD","WNT_CTNNB1",3,0.197575303145935,0.328182441536278,0.608314913480971,-1.21447977478597,1.60963038107785,80.4393451682906,0.264665955369326,0.197610830351169,0.562258055430629,"GSE75214;GSE87473;GSE179285",202,75,0.738668109226893
"LUAD","WNT_CTNNB1",3,0,0,NA,0,0,0,0,0,1,"GSE32863;GSE19804;GSE10072",150,150,NA
"NAFLD","WNT_CTNNB1",2,0.0840624416281411,0.00372433308868207,0.0281866020687013,0.0367403028976368,0.131384580358645,0,0,0.0840624416281411,0.672095311457515,"GSE33814;GSE66676",62,47,0.450985633099221
"PAAD","WNT_CTNNB1",3,0,0,NA,0,0,0,0,0,1,"GSE15471;GSE28735;GSE62452",123,123,NA
"STAD","WNT_CTNNB1",3,0.43451695543864,0.454468552242386,0.439921667008752,-1.52090340145235,2.38993731232963,95.5363910498668,0.56599408037026,0.412414090426456,0.208257126092974,"GSE27342;GSE63089;GSE13911",163,156,0.652055805806825
