"state","accession","variant","n_genes","yi","vi"
"PAAD RAS_MAPK","GSE15471","drop_MAP2K1",11,0.963741674280244,0.0576144904456803
"PAAD RAS_MAPK","GSE15471","drop_MAP2K2",11,1.24884578400893,0.0784969151115193
"PAAD RAS_MAPK","GSE15471","drop_DUSP6",11,0.973257782385557,0.0610100322475111
"PAAD RAS_MAPK","GSE28735","full",10,1.11698318446677,0.0548171726541127
"PAAD RAS_MAPK","GSE28735","minus_overlap",10,1.11698318446677,0.0548171726541127
"PAAD RAS_MAPK","GSE28735","drop_KRAS",9,0.919316803617321,0.0533283238925214
"PAAD RAS_MAPK","GSE28735","drop_MAPK3",9,0.992537717145507,0.0556927973179252
"PAAD RAS_MAPK","GSE28735","drop_MAP2K1",9,0.94075605712158,0.0490031669345611
"PAAD RAS_MAPK","GSE62452","full",10,1.15768574026897,0.063148603715728
"PAAD RAS_MAPK","GSE62452","minus_overlap",10,1.15768574026897,0.063148603715728
"PAAD RAS_MAPK","GSE62452","drop_MAP2K1",9,0.939926757429254,0.0536115167270622
"PAAD RAS_MAPK","GSE62452","drop_MAPK3",9,1.00585376677149,0.0622508552304859
"PAAD RAS_MAPK","GSE62452","drop_KRAS",9,0.931689769159621,0.0594097925567752
"PAAD HGF_MET_AXIS","GSE15471","full",3,2.13869184286019,0.150552304226197
"PAAD HGF_MET_AXIS","GSE15471","minus_overlap",3,2.13869184286019,0.150552304226197
"PAAD HGF_MET_AXIS","GSE28735","full",3,1.37328918171326,0.0551703693549997
"PAAD HGF_MET_AXIS","GSE28735","minus_overlap",3,1.37328918171326,0.0551703693549997
"PAAD HGF_MET_AXIS","GSE62452","full",3,1.48907940415373,0.0664842638472185
"PAAD HGF_MET_AXIS","GSE62452","minus_overlap",3,1.48907940415373,0.0664842638472185
"LUAD FGFR_AXIS","GSE32863","full",7,-1.78399533793429,0.0540857948830525
"LUAD FGFR_AXIS","GSE32863","minus_overlap",7,-1.78399533793429,0.0540857948830525
