"disease","feature","k","n_case","n_control","smd_min","smd_max","direction_consistency","smd_FE","smd_RE","se_RE","ci_low","ci_high","p_RE","Q","I2","tau2","accession","fdr_RE"
"IBD","RET_ALK_NTRK",2,128,52,-0.42754962454761,0.176995265024029,0.5,-0.170324936534798,-0.142013290991293,0.301808769683238,-0.73355847957044,0.449531897587854,0.637968807600247,2.69165017818456,62.8480696301155,0.114846841507064,"GSE87473;GSE179285",0.72303131528028
"IBD","EPH_RECEPTORS",3,202,75,-0.517553254942549,0.452564130718272,0.666666666666667,0.0343809808724258,0.0443521154377571,0.303821042658876,-0.55113712817364,0.639841359049154,0.883936346461433,8.62892945212514,76.8221537666247,0.21245038310305,"GSE75214;GSE87473;GSE179285",0.939182368115273
"IBD","FGFR_AXIS",3,202,75,-0.182371096881846,0.184539563723066,0.666666666666667,-0.00724252319960413,-0.00724252319960413,0.144568972389807,-0.290597709083625,0.276112662684417,0.960044807123926,1.18635670333106,0,0,"GSE75214;GSE87473;GSE179285",0.960044807123926
"LUAD","FGFR_AXIS",3,150,150,-1.78206486376917,-1.4753242178419,1,-1.54560989164828,-1.54560989164828,0.121133532111295,-1.78303161458642,-1.30818816871014,2.75774109994667e-37,0.892083872268427,0,0,"GSE32863;GSE19804;GSE10072",4.68815986990934e-36
"LUAD","JAK_STAT",3,150,150,-0.947998047009046,-0.768650420312353,1,-0.863391548801049,-0.863391548801049,0.0957768014813064,-1.05111407970441,-0.675669017897688,1.97552679341668e-19,0.710084496985779,0,0,"GSE32863;GSE19804;GSE10072",1.67919777440418e-18
"LUAD","TIE_ANGPT_AXIS",3,150,150,-2.04993489042865,-1.43003821319072,1,-1.6158818390164,-1.63376724281179,0.198572417824933,-2.02296918174866,-1.24456530387492,1.91059322099192e-16,4.86102253455658,58.8563931604477,0.0695307531298417,"GSE32863;GSE19804;GSE10072",1.08266949189542e-15
"LUAD","TGFB_SMAD",3,150,150,-0.992410605293925,-0.617621601180934,1,-0.760641871752375,-0.761601870068812,0.122362614737692,-1.00143259495469,-0.521771145182936,4.8420898438481e-10,3.36521782456809,40.568483103863,0.0182642966605505,"GSE32863;GSE19804;GSE10072",2.05788818363544e-09
"LUAD","VEGF_PDGF_AXIS",3,150,150,-1.25118874030093,-0.680759742575582,1,-0.939790267656831,-0.934274600766273,0.163412408594619,-1.25456292161173,-0.613986279920819,1.08242267084647e-08,5.36154996199173,62.6973540454143,0.0501489468601351,"GSE32863;GSE19804;GSE10072",3.680237080878e-08
"LUAD","EPH_RECEPTORS",3,150,150,0.727746373927819,1.54805835982656,1,1.02725076689161,1.10057378314546,0.253840078489605,0.603047229305835,1.59810033698509,1.45298675042328e-05,11.3119745051971,82.319620689729,0.158269428034109,"GSE32863;GSE19804;GSE10072",3.52868210817082e-05
"LUAD","IGF_INSR_AXIS",3,150,150,-0.516435741727534,-0.234022247279009,1,-0.366927816703431,-0.366927816703431,0.0846068439247027,-0.532757230795849,-0.201098402611014,1.44534330014571e-05,1.79642604995688,0,0,"GSE32863;GSE19804;GSE10072",3.52868210817082e-05
"LUAD","PDGFR_KIT_CSF1R",3,150,150,-1.23048418271529,-0.496478998077324,1,-0.791258789410053,-0.850369606670876,0.230671521511924,-1.30248578883425,-0.398253424507505,0.00022736314823674,10.9927553874652,81.8061993603482,0.129872046997418,"GSE32863;GSE19804;GSE10072",0.000483146690003072
"LUAD","TAM_AXL_AXIS",3,150,150,-0.317295944226194,-0.221956832938923,1,-0.272947243095082,-0.272947243095082,0.0831938705473505,-0.436007229367888,-0.109887256822275,0.00103491977432412,0.269581295715602,0,0,"GSE32863;GSE19804;GSE10072",0.00195484846261223
"LUAD","RET_ALK_NTRK",3,150,150,-0.98587543443825,-0.336449930329257,1,-0.658970830640965,-0.729250873130525,0.227328790925568,-1.17481530334464,-0.283686442916412,0.00133702163578411,11.4313194898896,82.504206957308,0.126914321528078,"GSE32863;GSE19804;GSE10072",0.00227293678083299
"LUAD","HGF_MET_AXIS",3,150,150,0.312100304615286,1.01523265774752,1,0.571491653217432,0.606881982806271,0.218976743260759,0.177687566015183,1.03607639959736,0.00558081131264039,11.3733781988842,82.4150752307155,0.118086084999715,"GSE32863;GSE19804;GSE10072",0.00862489021044425
"LUAD","ERBB_RECEPTORS",3,150,150,0.398157941871762,1.25519030675384,1,0.634840570088597,0.684716149081635,0.273558688740733,0.148541119149798,1.22089117901347,0.012314713251132,16.8279585760281,88.1150170951273,0.197278472065856,"GSE32863;GSE19804;GSE10072",0.0174458437724371
"LUAD","WNT_CTNNB1",3,150,150,-1.07653238392945,0.150606868669291,0.666666666666667,-0.654205661254509,-0.614065733719251,0.371392973654383,-1.34199596208184,0.11386449464334,0.098246968704203,30.4960625321292,93.4417763018,0.38656816989015,"GSE32863;GSE19804;GSE10072",0.128476805228573
"LUAD","PI3K_AKT",3,150,150,-0.0306262476200823,0.9875978142941,0.666666666666667,0.390824337785045,0.470925499189586,0.316890164299812,-0.150179222838046,1.09203022121722,0.137256823494039,24.4932206984909,91.8344752426812,0.275935032441096,"GSE32863;GSE19804;GSE10072",0.166668999957047
"LUAD","ERBB_LIGANDS",3,150,150,-0.680886471814927,0.250033488585067,0.666666666666667,-0.211187629969165,-0.172842298324425,0.264537793039303,-0.691336372681459,0.34565177603261,0.513514752105573,18.7125413614661,89.3119808722587,0.186980535492989,"GSE32863;GSE19804;GSE10072",0.581983385719649
"LUAD","SRC_FAK",3,150,150,-0.418517422175573,0.563184019570407,0.666666666666667,-0.0417829717212811,-0.0708302355765528,0.328037988181183,-0.713784692411671,0.572124221258565,0.829049457941694,28.2924194586246,92.9309686542544,0.299268456367756,"GSE32863;GSE19804;GSE10072",0.88086504906305
"LUAD","RAS_MAPK",3,150,150,-0.542058216879836,0.276846380086451,0.666666666666667,-0.0591959922303638,-0.026241688398368,0.268456919053187,-0.552417249742615,0.499933872945878,0.922130738724524,19.5919773881017,89.7917399536475,0.193550695605655,"GSE32863;GSE19804;GSE10072",0.922130738724524
"NAFLD","TAM_AXL_AXIS",2,62,47,-0.47411927316958,-0.356433721191139,1,-0.398712341693272,-0.398712341693272,0.200352395958477,-0.791403037771887,-0.00602164561465618,0.0465848472709956,0.0794223980843383,0,0,"GSE33814;GSE66676",0.395971201803462
"NAFLD","TGFB_SMAD",2,62,47,-0.925900131499335,-0.36541950451621,1,-0.558902794672642,-0.595501000222674,0.275714936672373,-1.13590227610052,-0.0550997243448231,0.0307848187690808,1.72964649419836,42.1847178973141,0.0662592270235251,"GSE33814;GSE66676",0.395971201803462
"NAFLD","IGF_INSR_AXIS",2,62,47,-1.51667627547119,-0.399879251219566,1,-0.754263626162231,-0.925854173477798,0.557456374225302,-2.01846866695939,0.166760320003793,0.0967425837373672,6.29215142482226,84.1071847690276,0.524507372513454,"GSE33814;GSE66676",0.548207974511748
"NAFLD","PI3K_AKT",2,62,47,-0.366855853442398,-0.228810124407741,1,-0.278403246304045,-0.278403246304045,0.19943144468622,-0.669288877889036,0.112482385280947,0.162719101308674,0.110292204070322,0,0,"GSE33814;GSE66676",0.691556180561865
"NAFLD","ERBB_LIGANDS",2,62,47,-0.0080193784835369,0.381872224829244,0.5,0.131363491528034,0.131363491528034,0.199057070843499,-0.258788367325225,0.521515350381292,0.509299529047344,0.881205208776386,0,0,"GSE33814;GSE66676",0.865277319149319
"NAFLD","ERBB_RECEPTORS",2,62,47,-0.36092447402471,0.195544004531636,0.5,-0.158501676793145,-0.124870322906111,0.275018421327653,-0.66390642870831,0.414165782896088,0.649797527541437,1.79732772866196,44.3618443062433,0.0686848152928652,"GSE33814;GSE66676",0.865277319149319
"NAFLD","FGFR_AXIS",2,62,47,-0.340861402092652,0.245724862434613,0.5,-0.128028662848785,-0.0878894614546274,0.29050828376985,-0.657285697643533,0.481506774734278,0.762242845481653,1.99548648677994,49.8869069460013,0.0858262941944714,"GSE33814;GSE66676",0.865277319149319
"NAFLD","HGF_MET_AXIS",2,62,47,-0.375275573851173,-0.0197437449377738,1,-0.146888440284162,-0.146888440284162,0.199041439747921,-0.537009662190087,0.243232781621762,0.460527095568636,0.732964381297632,0,0,"GSE33814;GSE66676",0.865277319149319
"NAFLD","PDGFR_KIT_CSF1R",2,62,47,-0.0153732472290403,0.347887601939444,0.5,0.114703652647869,0.114703652647869,0.198967802724612,-0.275273240692369,0.504680545988108,0.564281636049569,0.766184255718981,0,0,"GSE33814;GSE66676",0.865277319149319
"NAFLD","RAS_MAPK",2,62,47,-0.0240393644849775,0.996569117204344,0.5,0.321545729516984,0.45746212610247,0.509490745550561,-0.541139735176629,1.45606398738157,0.369248926044381,5.71886869731996,82.5140241378748,0.42975023070186,"GSE33814;GSE66676",0.865277319149319
"NAFLD","RET_ALK_NTRK",1,31,13,-0.377765152161321,-0.377765152161321,1,-0.377765152161321,-0.377765152161321,0.332870554912416,-1.03019143978966,0.274661135467015,0.256429356371457,0,0,0,"GSE33814",0.865277319149319
"NAFLD","SRC_FAK",2,62,47,-0.194102166879557,0.109823117677764,0.5,-0.0841574032348524,-0.0841574032348524,0.198861217612825,-0.47392538975599,0.305610583286285,0.672151782957609,0.539302561134658,0,0,"GSE33814;GSE66676",0.865277319149319
"NAFLD","TIE_ANGPT_AXIS",2,62,47,-0.206434974295598,0.518194289355838,0.5,0.251848701750813,0.187571724783076,0.360925900024146,-0.51984303926425,0.894986488830402,0.603275517306044,3.02817242733644,66.976781408726,0.175843376894583,"GSE33814;GSE66676",0.865277319149319
"NAFLD","VEGF_PDGF_AXIS",2,62,47,-0.313182697748166,0.658266573703205,0.5,0.030340964040236,0.145942063554012,0.484995740632331,-0.804649588085357,1.09653371519338,0.763479987484693,5.34592651353329,81.2941686072847,0.383592097941283,"GSE33814;GSE66676",0.865277319149319
"NAFLD","WNT_CTNNB1",2,62,47,0.0812640454703375,0.089019560162184,1,0.0840634497713908,0.0840634497713908,0.198600501754652,-0.305193533667727,0.473320433210509,0.67209161125173,0.000351759563667363,0,0,"GSE33814;GSE66676",0.865277319149319
"NAFLD","EPH_RECEPTORS",2,62,47,-0.755649901281595,0.541836416114277,0.5,-0.275668908399517,-0.124808729032554,0.648496110118294,-1.39586110486441,1.1462436467993,0.847382902789772,9.42700779590185,89.3921801949212,0.752445600426424,"GSE33814;GSE66676",0.900344334214133
"NAFLD","JAK_STAT",2,62,47,-0.336287801351052,0.347742572909844,0.5,-0.0891456049676493,-0.0293701343475954,0.340209571159911,-0.696180893821022,0.637440625125831,0.931204459954618,2.70312518957954,63.0057829413537,0.147401258287663,"GSE33814;GSE66676",0.931204459954618
"PAAD","HGF_MET_AXIS",3,123,123,1.14678942223358,1.2657789370825,1,1.19576874757926,1.19576874757926,0.118117709452278,0.964258037052794,1.42727945810572,4.34436218563267e-24,0.163294472914867,0,0,"GSE15471;GSE28735;GSE62452",7.38541571557554e-23
"PAAD","RAS_MAPK",3,123,123,0.817850138837962,0.851396890395371,1,0.840889524731477,0.840889524731477,0.104906457299148,0.635272868425146,1.04650618103781,1.09589383448598e-15,0.0204031246184874,0,0,"GSE15471;GSE28735;GSE62452",9.31509759313081e-15
"PAAD","WNT_CTNNB1",3,123,123,0.570264229327843,1.0148495738548,1,0.677610535900204,0.693870487272761,0.135681675733935,0.427934402834248,0.959806571711274,3.15476345981983e-07,3.56087970369967,43.8341037490807,0.024225616919082,"GSE15471;GSE28735;GSE62452",1.78769929389791e-06
"PAAD","TGFB_SMAD",3,123,123,0.536794822150901,1.01467541118491,1,0.657580456079932,0.677602696764382,0.143081060436593,0.39716381830866,0.958041575220104,2.18197112509045e-06,3.98701369988708,49.8371425195594,0.030582911250658,"GSE15471;GSE28735;GSE62452",9.27337728163442e-06
"PAAD","ERBB_LIGANDS",3,123,123,0.316321055159834,0.425699042199508,1,0.390310785289521,0.390310785289521,0.0935892669456809,0.206875822075987,0.573745748503056,3.03978411337729e-05,0.269371209493327,0,0,"GSE15471;GSE28735;GSE62452",0.000103352659854828
"PAAD","RET_ALK_NTRK",1,36,36,-0.749161615065961,-0.749161615065961,1,-0.749161615065961,-0.749161615065961,0.18860758517975,-1.11883248201827,-0.379490748113651,7.12522270190716e-05,3.46499131434258e-31,0,0,"GSE15471",0.000201881309887369
"PAAD","JAK_STAT",3,123,123,0.33894645597085,0.872756961060223,1,0.489963523002532,0.51668855574775,0.155937598207756,0.211050863260548,0.822326248234952,0.00092158666251504,5.11518657208758,60.9007419022886,0.0443156372657961,"GSE15471;GSE28735;GSE62452",0.00223813903753653
"PAAD","PI3K_AKT",3,123,123,0.186046977144588,0.450823725549996,1,0.273334452793018,0.273334452793018,0.0921082484740384,0.0928022857839028,0.453866619802133,0.0030019808479194,1.45391572372007,0,0,"GSE15471;GSE28735;GSE62452",0.00637920930182872
"PAAD","EPH_RECEPTORS",3,123,123,0.104583312775087,1.063863462833,1,0.682105820862237,0.730274349322644,0.327793449070282,0.087799189144891,1.3727495095004,0.0258905775819346,19.5812764454731,89.7861612568042,0.289271047933965,"GSE15471;GSE28735;GSE62452",0.048904424321432
"PAAD","SRC_FAK",3,123,123,-0.031994919573051,0.728639988614958,0.666666666666667,0.467256169031285,0.473877967822894,0.25547267159473,-0.0268484685027759,0.974604404148564,0.0636095523885637,13.6620081741816,85.3608636848893,0.167124332516494,"GSE15471;GSE28735;GSE62452",0.108136239060558
"PAAD","IGF_INSR_AXIS",3,123,123,-0.673936800069901,0.126971709936312,0.666666666666667,-0.392415268327338,-0.392218764977096,0.259464601018848,-0.900769382974038,0.116331853019845,0.130623806743614,14.4617564671576,86.1704212448746,0.174022182927327,"GSE15471;GSE28735;GSE62452",0.201873155876495
"PAAD","ERBB_RECEPTORS",3,123,123,-0.0428078881724326,0.210464154477107,0.666666666666667,0.125998519855497,0.125998519855497,0.0907963661921907,-0.0519623578811966,0.303959397592191,0.165227065635736,1.47301191881907,0,0,"GSE15471;GSE28735;GSE62452",0.231130299354299
"PAAD","TIE_ANGPT_AXIS",3,123,123,0.0499969116469086,0.719203650960248,1,0.229406626926315,0.271719008805826,0.201148184646798,-0.122531433101898,0.66596945071355,0.176746699506229,9.15346193914823,78.1503434078177,0.0945985100129585,"GSE15471;GSE28735;GSE62452",0.231130299354299
"PAAD","VEGF_PDGF_AXIS",3,123,123,0.0116174104362505,0.611931280396352,1,0.173625615021215,0.205643486232943,0.184491844432133,-0.155960528854037,0.567247501319924,0.265001244102789,7.86412160246809,74.5680433098553,0.0759837881510341,"GSE15471;GSE28735;GSE62452",0.321787224981958
"PAAD","FGFR_AXIS",3,123,123,-0.466376099211724,0.263094296327333,0.666666666666667,-0.222949893643723,-0.206007918220578,0.228492985818069,-0.653854170423993,0.241838333982836,0.367272548838191,11.8987590139723,83.1915244467808,0.130269073647775,"GSE15471;GSE28735;GSE62452",0.416242222016616
"PAAD","PDGFR_KIT_CSF1R",3,123,123,-0.175290689789126,0.848564268647731,0.666666666666667,0.0682345550851455,0.156626884185773,0.310386891527815,-0.451731423208745,0.76498519158029,0.613827002395677,21.0956681458852,90.5193806322266,0.261013527871724,"GSE15471;GSE28735;GSE62452",0.652191190045406
"PAAD","TAM_AXL_AXIS",3,123,123,-0.23626461952666,0.412808530489692,0.666666666666667,-0.0457431124973894,-0.0195478511286665,0.203624959061352,-0.418652770888916,0.379557068631583,0.923521137890726,9.71403950095944,79.4112428737554,0.0986888343209663,"GSE15471;GSE28735;GSE62452",0.923521137890726
"STAD","RET_ALK_NTRK",3,163,156,-1.31228547460227,-0.745855126445411,1,-0.947781141986081,-0.969463676945608,0.162459954575588,-1.28788518791376,-0.651042165977456,2.41062626886999e-09,4.39614780241006,54.5056242443996,0.0431777832757331,"GSE27342;GSE63089;GSE13911",4.09806465707898e-08
"STAD","JAK_STAT",3,163,156,0.51530352184961,0.8648557777658,1,0.648846707811732,0.681295683487318,0.123745783611476,0.438753947608825,0.923837419365811,3.67897900687984e-08,3.13858795633237,36.2770765762729,0.0171839437315317,"GSE27342;GSE63089;GSE13911",3.12713215584786e-07
"STAD","EPH_RECEPTORS",3,163,156,0.817446406226108,1.7482522911593,1,1.06205618525973,1.25040607543651,0.269489740691395,0.72220618368138,1.77860596719165,3.48573884863347e-06,11.0007045846456,81.8193463463102,0.174633130592205,"GSE27342;GSE63089;GSE13911",1.97525201422563e-05
"STAD","PI3K_AKT",3,163,156,0.481022865708891,0.922024370166962,1,0.630112755575948,0.680837025555411,0.150105943927857,0.386629375456811,0.975044675654011,5.74100310814477e-06,4.41982934703582,54.749384128568,0.0368216463787569,"GSE27342;GSE63089;GSE13911",2.43992632096153e-05
"STAD","TGFB_SMAD",3,163,156,0.249381625986844,0.782236381649988,1,0.483139784719657,0.492010951502546,0.14779977206628,0.202323398252637,0.781698504752455,0.000871890888540246,4.55146325626193,56.0580875337533,0.0364436894477332,"GSE27342;GSE63089;GSE13911",0.0024703575175307
"STAD","VEGF_PDGF_AXIS",3,163,156,0.315999310378914,0.94152128395248,1,0.44387492155459,0.517973790049357,0.154714243681953,0.214733872432729,0.821213707665986,0.00081415043683424,5.16485500569671,61.2767445011709,0.0430249875032291,"GSE27342;GSE63089;GSE13911",0.0024703575175307
"STAD","HGF_MET_AXIS",3,163,156,0.418105870075494,0.995397000744204,1,0.574585269456997,0.63271338620176,0.193487055990163,0.25347875646104,1.01194801594248,0.00107526435397345,7.21024718933487,72.2616999461776,0.0796965982054805,"GSE27342;GSE63089;GSE13911",0.00261135628822125
"STAD","WNT_CTNNB1",3,163,156,0.279951100536628,1.3851993364944,1,0.544072357253085,0.781925439275466,0.29823233341085,0.1973900657902,1.36646081276073,0.00874496143983611,17.3663766870855,88.483492924075,0.230803269022073,"GSE27342;GSE63089;GSE13911",0.0185830430596517
"STAD","RAS_MAPK",3,163,156,0.33298753226988,1.35392188763386,1,0.611878222396943,0.829630433123218,0.338453415421434,0.166261738897208,1.49299912734923,0.0142365131595128,19.7052411471412,89.8504160133551,0.305057343072745,"GSE27342;GSE63089;GSE13911",0.0268911915235242
"STAD","SRC_FAK",3,163,156,-0.0909585201483035,0.831871888559389,0.666666666666667,0.400701669764987,0.37608529785595,0.229666184754697,-0.0740604242632558,0.826231019975156,0.101519748247525,10.8159666978966,81.5088188059146,0.126477703276746,"GSE27342;GSE63089;GSE13911",0.172583572020793
"STAD","PDGFR_KIT_CSF1R",3,163,156,-0.760450675627649,-0.0224027229703747,1,-0.130433481001036,-0.230379407890542,0.178194436424804,-0.579640503283157,0.118881687502073,0.196061524790454,7.30103404272505,72.606619989769,0.0669586407950761,"GSE27342;GSE63089;GSE13911",0.303004174676157
"STAD","ERBB_LIGANDS",3,163,156,-1.06354478201971,0.111696023128034,0.666666666666667,-0.108339694245179,-0.330577552561657,0.279891251667934,-0.879164405830807,0.218009300707493,0.237565845067453,17.743741455941,88.7284200743899,0.203245753261622,"GSE27342;GSE63089;GSE13911",0.336551613845558
"STAD","TAM_AXL_AXIS",1,38,31,-0.271783630194007,-0.271783630194007,1,-0.271783630194007,-0.271783630194007,0.243123666752213,-0.748306017028344,0.20473875664033,0.263617289384741,0,0,0,"GSE13911",0.344730301503122
"STAD","ERBB_RECEPTORS",3,163,156,-0.75740119253536,0.18730526953778,0.666666666666667,-0.0714612491255776,-0.248527882618541,0.255621371100382,-0.74954576997529,0.252490004738208,0.330926182724758,14.8149801221003,86.5001506345831,0.165364620474765,"GSE27342;GSE63089;GSE13911",0.401838936165778
"STAD","TIE_ANGPT_AXIS",3,163,156,-0.00172965605163919,0.227130986011371,0.666666666666667,0.0506153604644404,0.0506153604644404,0.083968310982634,-0.113962529061522,0.215193249990403,0.546647589585942,0.779496131651703,0,0,"GSE27342;GSE63089;GSE13911",0.619533934864068
"STAD","IGF_INSR_AXIS",3,163,156,-0.139782666960805,0.082576400611045,0.666666666666667,0.0395194554189743,0.0395194554189743,0.0839957411387599,-0.125112197212995,0.204151108050944,0.638002432973393,0.69854679171801,0,0,"GSE27342;GSE63089;GSE13911",0.67787758503423
"STAD","FGFR_AXIS",3,163,156,-0.261143598648666,0.209118425880729,0.666666666666667,0.0309157851008225,-0.0172148809238174,0.165031082272485,-0.340675802177888,0.306246040330253,0.916920992275876,6.28836026655928,68.1952064573057,0.054279427948035,"GSE27342;GSE63089;GSE13911",0.916920992275876
