"disease","feature","k","est","se","p","ci_lo","ci_hi","I2","tau2","measures","cohorts","note","fdr"
"CRC","IGF_INSR_AXIS",3,-0.967024132798373,0.0993550233633708,0.0103918767740887,-1.3945142952871,-0.539533970309644,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0441654762898769
"ESCC","IGF_INSR_AXIS",2,0.897992716188283,0.372143088279134,0.250110320492595,-3.83053355463873,5.6265189870153,59.2451924839728,0.179224010360515,"SMCRPH 2","GSE23400;GSE20347","",0.531484431046765
"HCC","IGF_INSR_AXIS",2,-1.0163101938081,0.193996107297513,0.120075289041104,-3.48126445115122,1.44864406353501,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.512913904699689
"IBD","IGF_INSR_AXIS",3,-0.558625769471262,0.147506795852315,0.0631873316043967,-1.19329628730182,0.0760447483592996,0,0,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.119353848586083
"LUAD","IGF_INSR_AXIS",3,-0.439947413609228,0.0996516969831129,0.0476673885282347,-0.868714059657785,-0.0111807675606708,0,0,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.130215398348004
"NAFLD","IGF_INSR_AXIS",2,-1.03181476798273,0.654757935115315,0.359977291053871,-9.35130314419292,7.28767360822746,89.0932390754664,0.764719933501992,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","IGF_INSR_AXIS",3,-0.554171891848725,0.362897712376629,0.266300542436819,-2.11559472462586,1.00725094092841,86.5583794473904,0.34146068217699,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.42608086789891
"STAD","IGF_INSR_AXIS",3,0.0404899879353411,0.108621849273271,0.745123343076722,-0.426872108350735,0.507852084221417,0,0,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.79479823261517
"Asthma","JAK_STAT",3,-0.164145345595669,0.130520551157051,0.335476201660487,-0.725729951319961,0.397439260128622,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.475257952352356
"COPD","JAK_STAT",2,0.281843560148177,0.10987021271298,0.236635295338292,-1.11418985699001,1.67787697728637,0,0,"SMDH 2","GSE76925;GSE47460","",0.647626107011489
