"accession","disease","module","left_out","n_genes","smd_loo"
"GSE23400","ESCC","FGFR_AXIS","FGFR4",6,-0.653175845557231
"GSE23400","ESCC","FGFR_AXIS","FGF1",6,-0.532940992337986
"GSE23400","ESCC","FGFR_AXIS","FGF2",6,-0.566563970755374
"GSE23400","ESCC","FGFR_AXIS","FGF7",6,-0.523147529727522
"GSE23400","ESCC","HGF_MET_AXIS","MET",2,-0.131119856452148
"GSE23400","ESCC","HGF_MET_AXIS","MST1R",2,0.584013252529305
"GSE23400","ESCC","HGF_MET_AXIS","HGF",2,0.925776238941092
"GSE23400","ESCC","IGF_INSR_AXIS","IGF1R",2,0.117620473354297
"GSE23400","ESCC","IGF_INSR_AXIS","INSR",2,0.479850208606479
"GSE23400","ESCC","IGF_INSR_AXIS","IGF1",2,0.748044068998468
"GSE23400","ESCC","JAK_STAT","JAK1",8,-0.099274377962051
"GSE23400","ESCC","JAK_STAT","JAK2",8,0.180368438523561
"GSE23400","ESCC","JAK_STAT","JAK3",8,0.140561575434969
"GSE23400","ESCC","JAK_STAT","TYK2",8,-0.28142700275136
"GSE23400","ESCC","JAK_STAT","STAT1",8,-0.286580553881544
"GSE23400","ESCC","JAK_STAT","STAT3",8,-0.0222104151698494
"GSE23400","ESCC","JAK_STAT","STAT5A",8,0.0980755044354104
"GSE23400","ESCC","JAK_STAT","STAT5B",8,0.0377908811860004
"GSE23400","ESCC","JAK_STAT","STAT6",8,0.0305596384602119
"GSE23400","ESCC","PDGFR_KIT_CSF1R","PDGFRA",4,-0.217050503761929
"GSE23400","ESCC","PDGFR_KIT_CSF1R","PDGFRB",4,-0.688141393956242
"GSE23400","ESCC","PDGFR_KIT_CSF1R","KIT",4,-0.102952783281613
"GSE23400","ESCC","PDGFR_KIT_CSF1R","CSF1R",4,-0.451196684172214
"GSE23400","ESCC","PDGFR_KIT_CSF1R","FLT3",4,-0.125940272882786
"GSE23400","ESCC","PI3K_AKT","PIK3CA",7,0.092529732874977
"GSE23400","ESCC","PI3K_AKT","PIK3CB",7,0.404703606481837
"GSE23400","ESCC","PI3K_AKT","PIK3CD",7,0.116731264237904
"GSE23400","ESCC","PI3K_AKT","AKT1",7,0.144188083194756
"GSE23400","ESCC","PI3K_AKT","AKT2",7,0.559919044562288
"GSE23400","ESCC","PI3K_AKT","PDPK1",7,0.719863280373182
"GSE23400","ESCC","PI3K_AKT","MTOR",7,0.450579737122429
"GSE23400","ESCC","PI3K_AKT","RPS6KB1",7,0.43437116027905
"GSE23400","ESCC","RAS_MAPK","KRAS",10,-0.129119505239624
"GSE23400","ESCC","RAS_MAPK","NRAS",10,-0.37620209439068
"GSE23400","ESCC","RAS_MAPK","HRAS",10,-0.193681153410068
"GSE23400","ESCC","RAS_MAPK","RAF1",10,0.0326829554940659
"GSE23400","ESCC","RAS_MAPK","MAP2K1",10,-0.0436237118651175
"GSE23400","ESCC","RAS_MAPK","MAP2K2",10,-0.0658283523403634
"GSE23400","ESCC","RAS_MAPK","MAPK1",10,-0.18096174430634
"GSE23400","ESCC","RAS_MAPK","MAPK3",10,0.0904538929095487
"GSE23400","ESCC","RAS_MAPK","DUSP6",10,-0.313207935966124
"GSE23400","ESCC","RAS_MAPK","ETV4",10,-0.361794583407389
"GSE23400","ESCC","RAS_MAPK","ETV5",10,-0.342405088492752
"GSE23400","ESCC","RET_ALK_NTRK","RET",5,-0.518526250228929
"GSE23400","ESCC","RET_ALK_NTRK","ALK",5,-0.388302357770533
"GSE23400","ESCC","RET_ALK_NTRK","ROS1",5,-0.495543403848052
"GSE23400","ESCC","RET_ALK_NTRK","NTRK1",5,-0.234336272675862
"GSE23400","ESCC","RET_ALK_NTRK","NTRK2",5,-0.700373836508159
"GSE23400","ESCC","RET_ALK_NTRK","NTRK3",5,-0.267371960183959
"GSE23400","ESCC","SRC_FAK","SRC",4,1.31823115639081
"GSE23400","ESCC","SRC_FAK","FYN",4,0.955880893598586
"GSE23400","ESCC","SRC_FAK","YES1",4,0.872966600761659
"GSE23400","ESCC","SRC_FAK","PTK2",4,0.516532291947528
"GSE23400","ESCC","SRC_FAK","PTK2B",4,1.11900173201136
"GSE23400","ESCC","TAM_AXL_AXIS","AXL",2,-0.481865499126331
"GSE23400","ESCC","TAM_AXL_AXIS","TYRO3",2,0.11254393747578
"GSE23400","ESCC","TAM_AXL_AXIS","MERTK",2,-1.26329854263922
"GSE23400","ESCC","TGFB_SMAD","TGFB1",4,0.472079927307214
"GSE23400","ESCC","TGFB_SMAD","TGFBR1",4,0.54681573195544
"GSE23400","ESCC","TGFB_SMAD","TGFBR2",4,0.835309614228372
"GSE23400","ESCC","TGFB_SMAD","SMAD2",4,0.782217046173906
"GSE23400","ESCC","TGFB_SMAD","SMAD3",4,0.720038075011938
"GSE23400","ESCC","TIE_ANGPT_AXIS","TEK",2,0.323615522010228
"GSE23400","ESCC","TIE_ANGPT_AXIS","ANGPT1",2,0.226302147569173
"GSE23400","ESCC","TIE_ANGPT_AXIS","ANGPT2",2,-0.557127270343099
"GSE23400","ESCC","VEGF_PDGF_AXIS","FLT1",8,0.581823148901551
"GSE23400","ESCC","VEGF_PDGF_AXIS","KDR",8,0.504588337528391
"GSE23400","ESCC","VEGF_PDGF_AXIS","FLT4",8,0.517669885205712
"GSE23400","ESCC","VEGF_PDGF_AXIS","VEGFA",8,0.357511651602562
"GSE23400","ESCC","VEGF_PDGF_AXIS","VEGFB",8,0.514541828774048
"GSE23400","ESCC","VEGF_PDGF_AXIS","VEGFC",8,0.455001123531571
"GSE23400","ESCC","VEGF_PDGF_AXIS","PGF",8,0.415452384106177
"GSE23400","ESCC","VEGF_PDGF_AXIS","PDGFA",8,0.441785936522689
"GSE23400","ESCC","VEGF_PDGF_AXIS","PDGFB",8,0.586058020336813
"GSE23400","ESCC","WNT_CTNNB1","CTNNB1",2,0.449948037556743
"GSE23400","ESCC","WNT_CTNNB1","MYC",2,0.381932948336727
"GSE23400","ESCC","WNT_CTNNB1","CCND1",2,0.567905686614981
"GSE20347","ESCC","EPH_RECEPTORS","EPHA1",3,0.409353168416967
"GSE20347","ESCC","EPH_RECEPTORS","EPHA2",3,0.286703028215038
"GSE20347","ESCC","EPH_RECEPTORS","EPHB2",3,-1.3818722658935
"GSE20347","ESCC","EPH_RECEPTORS","EPHB4",3,-1.37680899374409
"GSE20347","ESCC","ERBB_LIGANDS","EGF",5,-0.841451830316943
"GSE20347","ESCC","ERBB_LIGANDS","TGFA",5,-0.516366687027274
"GSE20347","ESCC","ERBB_LIGANDS","AREG",5,-0.221541869809456
"GSE20347","ESCC","ERBB_LIGANDS","EREG",5,-0.036393219099834
"GSE20347","ESCC","ERBB_LIGANDS","HBEGF",5,-0.417352237685367
"GSE20347","ESCC","ERBB_LIGANDS","NRG1",5,-0.866678308849956
"GSE20347","ESCC","ERBB_RECEPTORS","EGFR",3,-1.1872358595899
"GSE20347","ESCC","ERBB_RECEPTORS","ERBB2",3,-0.0284743289377168
"GSE20347","ESCC","ERBB_RECEPTORS","ERBB3",3,-0.125686161334316
"GSE20347","ESCC","ERBB_RECEPTORS","ERBB4",3,-0.986643964170533
"GSE20347","ESCC","FGFR_AXIS","FGFR1",6,0.281613976511307
"GSE20347","ESCC","FGFR_AXIS","FGFR2",6,0.259556640699469
"GSE20347","ESCC","FGFR_AXIS","FGFR3",6,0.51692215594762
"GSE20347","ESCC","FGFR_AXIS","FGFR4",6,0.263612751437938
"GSE20347","ESCC","FGFR_AXIS","FGF1",6,0.421677508231742
"GSE20347","ESCC","FGFR_AXIS","FGF2",6,0.426681959525076
"GSE20347","ESCC","FGFR_AXIS","FGF7",6,0.381288477233504
"GSE20347","ESCC","HGF_MET_AXIS","MET",2,-0.502776741851294
"GSE20347","ESCC","HGF_MET_AXIS","MST1R",2,0.535899388916059
"GSE20347","ESCC","HGF_MET_AXIS","HGF",2,0.620637356161067
"GSE20347","ESCC","IGF_INSR_AXIS","IGF1R",2,0.253707829103869
"GSE20347","ESCC","IGF_INSR_AXIS","INSR",2,0.315616199287784
"GSE20347","ESCC","IGF_INSR_AXIS","IGF1",2,1.60699218472386
"GSE20347","ESCC","JAK_STAT","JAK1",8,-0.303946580715772
"GSE20347","ESCC","JAK_STAT","JAK2",8,-0.00349186166588167
"GSE20347","ESCC","JAK_STAT","JAK3",8,-0.329993680364012
"GSE20347","ESCC","JAK_STAT","TYK2",8,-0.68868357882045
"GSE20347","ESCC","JAK_STAT","STAT1",8,-0.573318072017684
"GSE20347","ESCC","JAK_STAT","STAT3",8,-0.3013524459248
"GSE20347","ESCC","JAK_STAT","STAT5A",8,-0.368321894551523
"GSE20347","ESCC","JAK_STAT","STAT5B",8,-0.373837228577831
"GSE20347","ESCC","JAK_STAT","STAT6",8,-0.243788600202904
"GSE20347","ESCC","PDGFR_KIT_CSF1R","PDGFRA",4,-0.0948153897329927
"GSE20347","ESCC","PDGFR_KIT_CSF1R","PDGFRB",4,-0.681406855851098
"GSE20347","ESCC","PDGFR_KIT_CSF1R","KIT",4,0.116486505193566
"GSE20347","ESCC","PDGFR_KIT_CSF1R","CSF1R",4,-0.197819840991106
"GSE20347","ESCC","PDGFR_KIT_CSF1R","FLT3",4,0.00884469040615912
"GSE20347","ESCC","PI3K_AKT","PIK3CA",7,-0.164416932146429
"GSE20347","ESCC","PI3K_AKT","PIK3CB",7,0.0451179578817862
"GSE20347","ESCC","PI3K_AKT","PIK3CD",7,-0.189748486875152
"GSE20347","ESCC","PI3K_AKT","AKT1",7,-0.0403362377746189
"GSE20347","ESCC","PI3K_AKT","AKT2",7,0.395688555820918
"GSE20347","ESCC","PI3K_AKT","PDPK1",7,0.707812718207477
"GSE20347","ESCC","PI3K_AKT","MTOR",7,0.259644818372156
"GSE20347","ESCC","PI3K_AKT","RPS6KB1",7,0.347527409678752
"GSE20347","ESCC","RAS_MAPK","KRAS",10,-0.990831035904408
"GSE20347","ESCC","RAS_MAPK","NRAS",10,-1.37048176562611
"GSE20347","ESCC","RAS_MAPK","HRAS",10,-0.876738681532868
"GSE20347","ESCC","RAS_MAPK","RAF1",10,-0.749121070908288
"GSE20347","ESCC","RAS_MAPK","MAP2K1",10,-0.858761365889934
"GSE20347","ESCC","RAS_MAPK","MAP2K2",10,-0.962362390458452
"GSE20347","ESCC","RAS_MAPK","MAPK1",10,-0.868685604244941
"GSE20347","ESCC","RAS_MAPK","MAPK3",10,-0.692766884680931
"GSE20347","ESCC","RAS_MAPK","DUSP6",10,-1.37317513152214
"GSE20347","ESCC","RAS_MAPK","ETV4",10,-1.32377371347274
"GSE20347","ESCC","RAS_MAPK","ETV5",10,-1.27596354019962
"GSE20347","ESCC","RET_ALK_NTRK","RET",5,0.0663675088098666
"GSE20347","ESCC","RET_ALK_NTRK","ALK",5,0.367674996686176
"GSE20347","ESCC","RET_ALK_NTRK","ROS1",5,-0.0205092641959081
"GSE20347","ESCC","RET_ALK_NTRK","NTRK1",5,0.356399523201697
"GSE20347","ESCC","RET_ALK_NTRK","NTRK2",5,-0.0972604219469809
"GSE20347","ESCC","RET_ALK_NTRK","NTRK3",5,-0.0730929282740449
"GSE20347","ESCC","SRC_FAK","SRC",4,2.01375551589641
"GSE20347","ESCC","SRC_FAK","FYN",4,0.997394503430675
"GSE20347","ESCC","SRC_FAK","YES1",4,1.7770741811772
"GSE20347","ESCC","SRC_FAK","PTK2",4,0.889164131198651
"GSE20347","ESCC","SRC_FAK","PTK2B",4,1.82715223767705
"GSE20347","ESCC","TAM_AXL_AXIS","AXL",2,-0.471653882998863
"GSE20347","ESCC","TAM_AXL_AXIS","TYRO3",2,0.261243052111827
"GSE20347","ESCC","TAM_AXL_AXIS","MERTK",2,-1.28151040996861
"GSE20347","ESCC","TGFB_SMAD","TGFB1",4,-0.0337576174598505
"GSE20347","ESCC","TGFB_SMAD","TGFBR1",4,0.000727935553812701
"GSE20347","ESCC","TGFB_SMAD","TGFBR2",4,0.188904257432196
"GSE20347","ESCC","TGFB_SMAD","SMAD2",4,0.211984169071005
"GSE20347","ESCC","TGFB_SMAD","SMAD3",4,0.319358384931296
"GSE20347","ESCC","TIE_ANGPT_AXIS","TEK",2,0.981354709944128
"GSE20347","ESCC","TIE_ANGPT_AXIS","ANGPT1",2,0.42725144661158
"GSE20347","ESCC","TIE_ANGPT_AXIS","ANGPT2",2,-0.280702659673999
"GSE20347","ESCC","VEGF_PDGF_AXIS","FLT1",8,1.5385708848922
"GSE20347","ESCC","VEGF_PDGF_AXIS","KDR",8,1.66828195427111
"GSE20347","ESCC","VEGF_PDGF_AXIS","FLT4",8,1.11105309467738
"GSE20347","ESCC","VEGF_PDGF_AXIS","VEGFA",8,1.23738397562421
"GSE20347","ESCC","VEGF_PDGF_AXIS","VEGFB",8,1.11636737316133
"GSE20347","ESCC","VEGF_PDGF_AXIS","VEGFC",8,1.22691432690335
"GSE20347","ESCC","VEGF_PDGF_AXIS","PGF",8,1.10654619989979
"GSE20347","ESCC","VEGF_PDGF_AXIS","PDGFA",8,1.13739102054437
"GSE20347","ESCC","VEGF_PDGF_AXIS","PDGFB",8,1.16866702908395
"GSE20347","ESCC","WNT_CTNNB1","CTNNB1",2,0.736221438255255
"GSE20347","ESCC","WNT_CTNNB1","MYC",2,0.00956615175951795
"GSE20347","ESCC","WNT_CTNNB1","CCND1",2,0.505659499840004
"GSE76925","COPD","EPH_RECEPTORS","EPHA1",3,0.510862487124651
"GSE76925","COPD","EPH_RECEPTORS","EPHA2",3,0.664360337258375
"GSE76925","COPD","EPH_RECEPTORS","EPHB2",3,0.310610617204396
"GSE76925","COPD","EPH_RECEPTORS","EPHB4",3,0.613619170675215
"GSE76925","COPD","ERBB_LIGANDS","EGF",4,-0.12097709071154
"GSE76925","COPD","ERBB_LIGANDS","TGFA",4,-0.0428698630348818
"GSE76925","COPD","ERBB_LIGANDS","EREG",4,0.0610444593401091
"GSE76925","COPD","ERBB_LIGANDS","HBEGF",4,0.0471855838470985
"GSE76925","COPD","ERBB_LIGANDS","NRG1",4,-0.045994795032106
"GSE76925","COPD","ERBB_RECEPTORS","EGFR",2,0.126928573834054
"GSE76925","COPD","ERBB_RECEPTORS","ERBB2",2,0.193728180921761
"GSE76925","COPD","ERBB_RECEPTORS","ERBB3",2,0.402392515324588
"GSE76925","COPD","FGFR_AXIS","FGFR1",7,-0.193788644816147
"GSE76925","COPD","FGFR_AXIS","FGFR2",7,-0.314196138430401
"GSE76925","COPD","FGFR_AXIS","FGFR3",7,-0.324107876914607
"GSE76925","COPD","FGFR_AXIS","FGFR4",7,-0.446665881880285
"GSE76925","COPD","FGFR_AXIS","FGF1",7,-0.391358210718751
"GSE76925","COPD","FGFR_AXIS","FGF2",7,-0.326445448936889
"GSE76925","COPD","FGFR_AXIS","FGF7",7,-0.256475910236093
"GSE76925","COPD","FGFR_AXIS","FGF10",7,-0.113086056871982
"GSE76925","COPD","HGF_MET_AXIS","MET",2,-0.00360328520650589
"GSE76925","COPD","HGF_MET_AXIS","MST1R",2,-0.483417455075631
"GSE76925","COPD","HGF_MET_AXIS","HGF",2,-0.504021037805508
"GSE76925","COPD","IGF_INSR_AXIS","IGF1R",3,-0.625028418492385
"GSE76925","COPD","IGF_INSR_AXIS","INSR",3,-0.186820303681438
"GSE76925","COPD","IGF_INSR_AXIS","IGF1",3,-0.369018724932918
"GSE76925","COPD","IGF_INSR_AXIS","IGF2",3,-0.28128022563835
"GSE76925","COPD","JAK_STAT","JAK1",7,0.475743448722215
"GSE76925","COPD","JAK_STAT","JAK2",7,0.417502790761914
"GSE76925","COPD","JAK_STAT","TYK2",7,0.466991572446472
"GSE76925","COPD","JAK_STAT","STAT1",7,0.522701391613563
"GSE76925","COPD","JAK_STAT","STAT3",7,0.337600270699801
"GSE76925","COPD","JAK_STAT","STAT5A",7,0.343953537657871
"GSE76925","COPD","JAK_STAT","STAT5B",7,0.323388812064209
"GSE76925","COPD","JAK_STAT","STAT6",7,0.679685303258291
"GSE76925","COPD","PDGFR_KIT_CSF1R","PDGFRA",4,0.455812763843398
"GSE76925","COPD","PDGFR_KIT_CSF1R","PDGFRB",4,0.309220863721355
"GSE76925","COPD","PDGFR_KIT_CSF1R","KIT",4,0.66558308895882
"GSE76925","COPD","PDGFR_KIT_CSF1R","CSF1R",4,0.434836369604636
"GSE76925","COPD","PDGFR_KIT_CSF1R","FLT3",4,0.289988370560644
"GSE76925","COPD","PI3K_AKT","PIK3CA",8,0.605856553308706
"GSE76925","COPD","PI3K_AKT","PIK3CB",8,0.307784910425015
"GSE76925","COPD","PI3K_AKT","PIK3CD",8,0.269976803513386
"GSE76925","COPD","PI3K_AKT","AKT1",8,0.373783633536393
"GSE76925","COPD","PI3K_AKT","AKT2",8,0.337072460478744
"GSE76925","COPD","PI3K_AKT","PDPK1",8,0.358518592168265
"GSE76925","COPD","PI3K_AKT","MTOR",8,0.224987034010903
"GSE76925","COPD","PI3K_AKT","RPTOR",8,0.510739856375047
"GSE76925","COPD","PI3K_AKT","RPS6KB1",8,0.343186984622542
"GSE76925","COPD","RAS_MAPK","KRAS",11,0.279084275791154
"GSE76925","COPD","RAS_MAPK","NRAS",11,0.24289532699281
"GSE76925","COPD","RAS_MAPK","HRAS",11,0.333211731594543
"GSE76925","COPD","RAS_MAPK","BRAF",11,0.252644405434472
"GSE76925","COPD","RAS_MAPK","RAF1",11,0.208851912248145
"GSE76925","COPD","RAS_MAPK","MAP2K1",11,0.203584416354837
"GSE76925","COPD","RAS_MAPK","MAP2K2",11,0.190736935899739
"GSE76925","COPD","RAS_MAPK","MAPK1",11,0.306472699801217
"GSE76925","COPD","RAS_MAPK","MAPK3",11,0.259045285026332
"GSE76925","COPD","RAS_MAPK","DUSP6",11,0.4564222059882
"GSE76925","COPD","RAS_MAPK","ETV4",11,0.256150247131419
"GSE76925","COPD","RAS_MAPK","ETV5",11,0.349938261087169
"GSE76925","COPD","RET_ALK_NTRK","RET",4,0.578297479059359
"GSE76925","COPD","RET_ALK_NTRK","ALK",4,0.645920190316966
"GSE76925","COPD","RET_ALK_NTRK","ROS1",4,0.616095379005636
"GSE76925","COPD","RET_ALK_NTRK","NTRK2",4,0.635195333108721
"GSE76925","COPD","RET_ALK_NTRK","NTRK3",4,0.546709562098669
"GSE76925","COPD","SRC_FAK","SRC",4,-0.079239407100528
"GSE76925","COPD","SRC_FAK","FYN",4,-0.0706995107892326
"GSE76925","COPD","SRC_FAK","YES1",4,0.337728240186544
"GSE76925","COPD","SRC_FAK","PTK2",4,0.103617705626162
"GSE76925","COPD","SRC_FAK","PTK2B",4,-0.149035646454783
"GSE76925","COPD","TAM_AXL_AXIS","AXL",2,0.622875094549563
"GSE76925","COPD","TAM_AXL_AXIS","TYRO3",2,0.135864441595472
"GSE76925","COPD","TAM_AXL_AXIS","MERTK",2,0.065025463894824
"GSE76925","COPD","TGFB_SMAD","TGFBR1",3,0.0774777821917961
"GSE76925","COPD","TGFB_SMAD","TGFBR2",3,0.0626177603685775
"GSE76925","COPD","TGFB_SMAD","SMAD2",3,0.399612129662333
"GSE76925","COPD","TGFB_SMAD","SMAD3",3,0.0672211058436825
"GSE76925","COPD","TIE_ANGPT_AXIS","TEK",2,0.0298863483773552
"GSE76925","COPD","TIE_ANGPT_AXIS","ANGPT1",2,0.10610929314702
"GSE76925","COPD","TIE_ANGPT_AXIS","ANGPT2",2,0.204478339041065
"GSE76925","COPD","VEGF_PDGF_AXIS","FLT1",7,0.000683507534095941
"GSE76925","COPD","VEGF_PDGF_AXIS","KDR",7,-0.134475350007067
"GSE76925","COPD","VEGF_PDGF_AXIS","VEGFA",7,0.0681936304088551
"GSE76925","COPD","VEGF_PDGF_AXIS","VEGFB",7,-0.192792365984984
"GSE76925","COPD","VEGF_PDGF_AXIS","VEGFC",7,-0.290318680359345
"GSE76925","COPD","VEGF_PDGF_AXIS","PGF",7,-0.137183898638667
"GSE76925","COPD","VEGF_PDGF_AXIS","PDGFA",7,-0.0707690923808112
"GSE76925","COPD","VEGF_PDGF_AXIS","PDGFB",7,-0.0288476555515905
"GSE76925","COPD","WNT_CTNNB1","CTNNB1",3,0.0473841490322567
"GSE76925","COPD","WNT_CTNNB1","AXIN2",3,-0.75752164359529
"GSE76925","COPD","WNT_CTNNB1","MYC",3,-0.283986189315666
"GSE76925","COPD","WNT_CTNNB1","CCND1",3,-0.48664313979221
"GSE47460","COPD","EPH_RECEPTORS","EPHA1",2,-0.169692980360428
"GSE47460","COPD","EPH_RECEPTORS","EPHA2",2,-0.2389407336712
"GSE47460","COPD","EPH_RECEPTORS","EPHB4",2,-0.300029101798012
"GSE47460","COPD","ERBB_LIGANDS","EGF",5,-0.118752754050253
"GSE47460","COPD","ERBB_LIGANDS","TGFA",5,-0.0697924149462514
"GSE47460","COPD","ERBB_LIGANDS","AREG",5,-0.018897627352523
"GSE47460","COPD","ERBB_LIGANDS","EREG",5,-0.117540530531736
"GSE47460","COPD","ERBB_LIGANDS","HBEGF",5,-0.103820839131297
"GSE47460","COPD","ERBB_LIGANDS","NRG1",5,0.0315155078706585
"GSE47460","COPD","ERBB_RECEPTORS","EGFR",3,-0.567782573284458
"GSE47460","COPD","ERBB_RECEPTORS","ERBB2",3,-0.446697221212058
"GSE47460","COPD","ERBB_RECEPTORS","ERBB3",3,-0.498459754181825
"GSE47460","COPD","ERBB_RECEPTORS","ERBB4",3,-0.763883891350166
"GSE47460","COPD","FGFR_AXIS","FGFR1",6,-0.0564012194049424
"GSE47460","COPD","FGFR_AXIS","FGFR2",6,0.160196895639595
"GSE47460","COPD","FGFR_AXIS","FGFR3",6,-0.00502219955325822
"GSE47460","COPD","FGFR_AXIS","FGFR4",6,0.028211896175824
"GSE47460","COPD","FGFR_AXIS","FGF1",6,-0.146305905965498
"GSE47460","COPD","FGFR_AXIS","FGF7",6,-0.200219824553369
"GSE47460","COPD","FGFR_AXIS","FGF10",6,0.141759208522956
"GSE47460","COPD","IGF_INSR_AXIS","IGF1R",2,0.40053980338803
"GSE47460","COPD","IGF_INSR_AXIS","IGF1",2,-0.200796616458224
"GSE47460","COPD","IGF_INSR_AXIS","IGF2",2,0.0863112389505496
"GSE47460","COPD","JAK_STAT","JAK3",5,0.0557098566594076
"GSE47460","COPD","JAK_STAT","TYK2",5,0.258198828808649
"GSE47460","COPD","JAK_STAT","STAT1",5,0.246002264360663
"GSE47460","COPD","JAK_STAT","STAT3",5,0.224172249792874
"GSE47460","COPD","JAK_STAT","STAT5A",5,0.160614887035749
"GSE47460","COPD","JAK_STAT","STAT6",5,0.214212015812563
"GSE47460","COPD","PDGFR_KIT_CSF1R","PDGFRA",4,0.580807287546145
"GSE47460","COPD","PDGFR_KIT_CSF1R","PDGFRB",4,0.587996818709142
"GSE47460","COPD","PDGFR_KIT_CSF1R","KIT",4,0.690904351852301
"GSE47460","COPD","PDGFR_KIT_CSF1R","CSF1R",4,0.544542268280622
"GSE47460","COPD","PDGFR_KIT_CSF1R","FLT3",4,0.612753853981412
"GSE47460","COPD","PI3K_AKT","PIK3CA",7,-0.0711952134803347
"GSE47460","COPD","PI3K_AKT","PIK3CB",7,-0.038261789433492
"GSE47460","COPD","PI3K_AKT","PIK3CD",7,-0.164162896747339
"GSE47460","COPD","PI3K_AKT","AKT2",7,0.139594269054829
"GSE47460","COPD","PI3K_AKT","PDPK1",7,0.144085925596316
"GSE47460","COPD","PI3K_AKT","MTOR",7,0.151942736380474
"GSE47460","COPD","PI3K_AKT","RPTOR",7,0.0322768254624378
"GSE47460","COPD","PI3K_AKT","RPS6KB1",7,-0.114962179838306
"GSE47460","COPD","RAS_MAPK","KRAS",11,-0.418091303544223
"GSE47460","COPD","RAS_MAPK","NRAS",11,-0.430482366591745
"GSE47460","COPD","RAS_MAPK","HRAS",11,-0.32695019844231
"GSE47460","COPD","RAS_MAPK","BRAF",11,-0.301785381898196
"GSE47460","COPD","RAS_MAPK","RAF1",11,-0.300956778183774
"GSE47460","COPD","RAS_MAPK","MAP2K1",11,-0.364560484399195
"GSE47460","COPD","RAS_MAPK","MAP2K2",11,-0.451271113850063
"GSE47460","COPD","RAS_MAPK","MAPK1",11,-0.389331247072617
"GSE47460","COPD","RAS_MAPK","MAPK3",11,-0.267229414490639
"GSE47460","COPD","RAS_MAPK","DUSP6",11,-0.308243593554932
"GSE47460","COPD","RAS_MAPK","ETV4",11,-0.329107439572914
"GSE47460","COPD","RAS_MAPK","ETV5",11,-0.228646533214878
"GSE47460","COPD","RET_ALK_NTRK","RET",5,0.444527909008969
"GSE47460","COPD","RET_ALK_NTRK","ALK",5,0.595275476735354
"GSE47460","COPD","RET_ALK_NTRK","ROS1",5,0.744573961085073
"GSE47460","COPD","RET_ALK_NTRK","NTRK1",5,0.609056537887375
"GSE47460","COPD","RET_ALK_NTRK","NTRK2",5,0.660198934858044
"GSE47460","COPD","RET_ALK_NTRK","NTRK3",5,0.741933128935182
"GSE47460","COPD","SRC_FAK","SRC",3,-0.184238526609732
"GSE47460","COPD","SRC_FAK","FYN",3,-0.1644674705947
"GSE47460","COPD","SRC_FAK","YES1",3,-0.425082723694038
"GSE47460","COPD","SRC_FAK","PTK2",3,-0.11568264650183
"GSE47460","COPD","TGFB_SMAD","TGFB1",3,-0.306720100202974
"GSE47460","COPD","TGFB_SMAD","TGFBR2",3,0.10833869120851
"GSE47460","COPD","TGFB_SMAD","SMAD2",3,-0.261960963364278
"GSE47460","COPD","TGFB_SMAD","SMAD3",3,-0.065976511382057
"GSE47460","COPD","TIE_ANGPT_AXIS","TEK",2,0.468740205979538
"GSE47460","COPD","TIE_ANGPT_AXIS","ANGPT1",2,0.122472443428431
"GSE47460","COPD","TIE_ANGPT_AXIS","ANGPT2",2,-0.071313277345419
"GSE47460","COPD","VEGF_PDGF_AXIS","KDR",6,-0.352731965026329
"GSE47460","COPD","VEGF_PDGF_AXIS","FLT4",6,-0.298394717978488
"GSE47460","COPD","VEGF_PDGF_AXIS","VEGFA",6,-0.26100002203739
"GSE47460","COPD","VEGF_PDGF_AXIS","VEGFB",6,-0.531639788950228
"GSE47460","COPD","VEGF_PDGF_AXIS","VEGFC",6,-0.466777761825831
"GSE47460","COPD","VEGF_PDGF_AXIS","PDGFA",6,-0.471104493423154
"GSE47460","COPD","VEGF_PDGF_AXIS","PDGFB",6,-0.358707010132817
"GSE47460","COPD","WNT_CTNNB1","CTNNB1",3,-0.364862169278927
"GSE47460","COPD","WNT_CTNNB1","AXIN2",3,-0.239682054893668
"GSE47460","COPD","WNT_CTNNB1","MYC",3,-0.457700427725213
"GSE47460","COPD","WNT_CTNNB1","CCND1",3,-0.380752276475599
"GSE33814","NAFLD","EPH_RECEPTORS","EPHA1",3,-0.0747902402768463
"GSE33814","NAFLD","EPH_RECEPTORS","EPHA2",3,0.338206365906217
"GSE33814","NAFLD","EPH_RECEPTORS","EPHB2",3,0.727070251252444
"GSE33814","NAFLD","EPH_RECEPTORS","EPHB4",3,0.721446997716465
"GSE33814","NAFLD","ERBB_LIGANDS","EGF",5,0.433974992466126
"GSE33814","NAFLD","ERBB_LIGANDS","TGFA",5,0.122882323948338
"GSE33814","NAFLD","ERBB_LIGANDS","AREG",5,0.333780144591761
"GSE33814","NAFLD","ERBB_LIGANDS","EREG",5,0.524538125779421
"GSE33814","NAFLD","ERBB_LIGANDS","HBEGF",5,0.532927650689469
"GSE33814","NAFLD","ERBB_LIGANDS","NRG1",5,0.59109467057256
"GSE33814","NAFLD","ERBB_RECEPTORS","EGFR",3,0.696161200071988
"GSE33814","NAFLD","ERBB_RECEPTORS","ERBB2",3,-0.264562822037873
"GSE33814","NAFLD","ERBB_RECEPTORS","ERBB3",3,0.209788378067644
"GSE33814","NAFLD","ERBB_RECEPTORS","ERBB4",3,-0.0929106074359616
