"disease","feature","n_cohorts","robust_consistent","n_fdr_raw","median_smd","composition_robust","direction_preserved","robust_xcell","k","est_REML","p_REML_KHNA","fdr","est_DL","p_DL","ci_lo","ci_hi","I2","n_analysed","n_fdr","median_d_adj","joint_robust","status","sc_hits","sc_celltypes","tcga_hr","tcga_fdr","ext_hr","ext_lo","ext_hi","ext_p","ext_fdr"
"CRC","ERBB_LIGANDS",3,TRUE,2,-0.368326155568458,FALSE,TRUE,TRUE,3,-0.439467731302996,0.0128219986503316,0.0272467471319547,-0.439467731302996,4.25331052002996e-06,-0.655664435538502,-0.22327102706749,0,3,2,-0.705997002468449,TRUE,"robust",NA,NA,0.78777916186225,0.0495579254656649,0.997953651076764,0.863828962007478,1.15290356482493,0.977808134677157,0.977808134677157
"CRC","ERBB_RECEPTORS",3,FALSE,1,0.193337738318514,FALSE,TRUE,FALSE,3,-0.169068555110206,0.718561347553864,0.76347143177598,-0.16818362170426,0.702781759320257,-1.9228732638787,1.58473615365829,92.6371085434955,3,1,-0.29910720061851,FALSE,"estimated",NA,NA,1.12951801438693,0.388732747840826,0.954754735829957,0.827463203295464,1.10162796600424,0.525948917951196,0.734874262532802
"CRC","FGFR_AXIS",3,TRUE,2,-1.40761373019363,TRUE,TRUE,TRUE,3,-1.57501361485786,0.0106031006871528,0.0272467471319547,-1.57519400178617,1.1728025811467e-18,-2.27842958771427,-0.871597642001459,53.6233810772038,3,3,-1.88571017774702,TRUE,"robust",NA,NA,1.06155650456231,0.738445082907325,1.1503254242575,1.00103443963912,1.32188117540715,0.0483202182520477,0.276723689723728
"CRC","HGF_MET_AXIS",3,TRUE,2,0.790029554227907,TRUE,TRUE,TRUE,3,0.912862591379989,0.0314358017631957,0.0534408629974327,0.911045366806132,3.08910273277136e-09,0.199541019691535,1.62618416306844,46.4059924915305,3,2,1.00618261900117,TRUE,"robust",3,"BEST4+ colonocyte; malignant cell; secretory cell",1.02715833377679,0.916204659682388,0.946259338776716,0.819356797699506,1.09281663218779,0.452134979376238,0.698754059036004
"CRC","IGF_INSR_AXIS",3,TRUE,2,-0.794682739098584,TRUE,TRUE,TRUE,3,-0.914252340742586,0.00683086444304778,0.0272467471319547,-0.914252340742586,2.09372517683781e-19,-1.24104634053132,-0.587458340953855,0,3,3,-0.897044894878599,TRUE,"robust",NA,NA,1.19389331298251,0.15370658718226,1.1610085706368,1.00340150042519,1.34337142262686,0.044900761480712,0.276723689723728
"CRC","JAK_STAT",3,FALSE,0,-0.0508655811630436,FALSE,FALSE,TRUE,3,-0.0545874573267865,0.027190817323593,0.0513604327223423,-0.0545874573267865,0.559028853968191,-0.0941277767048213,-0.0150471379487518,0,3,2,0.7394603025731,TRUE,"robust",NA,NA,1.07581006943819,0.655122277098967,0.963921457739048,0.823083760331739,1.12885786534688,0.648418466940708,0.734874262532802
"CRC","PDGFR_KIT_CSF1R",3,TRUE,2,-1.06919679692872,TRUE,TRUE,FALSE,3,-1.01149331387583,0.00203205252994852,0.0127418549164436,-1.01149331387583,2.78529803457719e-22,-1.20797833348175,-0.815008294269902,0,3,1,-0.454741894353699,FALSE,"estimated",NA,NA,0.973661594923377,0.916204659682388,1.09020975492675,0.934569852516287,1.27176936698451,0.27178667320555,0.462037344449435
"CRC","PI3K_AKT",3,FALSE,0,-0.052317484779079,FALSE,FALSE,FALSE,3,-0.0461380897412703,0.624934386194376,0.708258971020293,-0.0461380897412703,0.631504287296907,-0.393076655702111,0.30080047621957,0,3,0,-0.163606632181022,FALSE,"estimated, not significant",NA,NA,1.02790977517841,0.916204659682388,0.874685567363472,0.746520741879879,1.02485409826304,0.0976671846083745,0.276723689723728
"CRC","RAS_MAPK",3,FALSE,1,-0.305874800073809,FALSE,TRUE,FALSE,3,-0.349385189715915,0.268584584716765,0.326138424298929,-0.352267690580536,0.104634594957282,-1.34045183727474,0.641681457842905,78.1913185043556,3,1,-0.279170608399785,FALSE,"estimated",NA,NA,0.955878234890268,0.821277944945558,1.08685719376915,0.937166036241521,1.2604581407849,0.270620339832729,0.462037344449435
"CRC","RET_ALK_NTRK",3,TRUE,2,-1.08095219025095,TRUE,TRUE,TRUE,3,-1.15808445070355,0.0359752070736467,0.0555980472956358,-1.15991657938613,5.489285813961e-08,-2.12959709816694,-0.186571803240152,72.1154799832334,3,2,-0.811969207266897,TRUE,"robust",NA,NA,1.18391854368766,0.180057700083752,1.03930942210587,0.896104584391491,1.20539956350244,0.610243121437175,0.734874262532802
"CRC","SRC_FAK",3,TRUE,2,-0.2980588060605,FALSE,TRUE,FALSE,3,-0.499085433758351,0.0634313340909293,0.0829486676573691,-0.499316681838461,0.000199921623653474,-1.06731645785861,0.0691455903419103,42.6344811015958,3,1,-0.312379147765589,FALSE,"estimated",NA,NA,1.01937657634457,0.938599045499954,1.03003865136167,0.884483729725177,1.1995467950876,0.703381801199199,0.747343163774149
"CRC","TAM_AXL_AXIS",3,FALSE,0,-0.0232177447266005,FALSE,TRUE,TRUE,3,-0.0269499717930611,0.80803683930298,0.80803683930298,-0.0269468928878533,0.788351263016745,-0.446137851951603,0.392237908365481,0.00683159320204433,3,2,0.656911082429594,TRUE,"robust",NA,NA,1.1509078130076,0.273903532004198,1.11724651877064,0.967289021763509,1.29045172189527,0.131634456926402,0.319683681106977
"CRC","TGFB_SMAD",3,TRUE,2,-0.437940148074081,FALSE,TRUE,FALSE,3,-0.520835018609547,0.0123486463801698,0.0272467471319547,-0.520835018609547,2.52643248235842e-07,-0.772195843084455,-0.269474194134638,0,3,1,0.177476247714857,FALSE,"estimated",NA,NA,1.12142032509964,0.452876700116284,1.14690799676962,0.995807798656676,1.3209355809711,0.0572130197854702,0.276723689723728
"CRC","TIE_ANGPT_AXIS",3,FALSE,0,-0.221915535544863,FALSE,TRUE,FALSE,3,-0.223989661861144,0.0016590191294836,0.0127418549164436,-0.223989661861144,0.0226094036942798,-0.263293129345539,-0.184686194376749,0,3,0,0.404379202808787,FALSE,"estimated, not significant",NA,NA,1.01519275301465,0.938599045499954,1.12930504991922,0.980863231190798,1.30021174738579,0.0907924152389223,0.276723689723728
"CRC","VEGF_PDGF_AXIS",3,TRUE,2,0.646035018723919,TRUE,TRUE,TRUE,3,0.787567009847951,0.0400094938574228,0.0566801162980156,0.787354770117056,7.96107385156138e-06,0.0886101240703169,1.48652389562559,62.3127453445992,3,3,1.66681686911822,TRUE,"robust",4,"colonocyte; early colonocyte; intestinal crypt stem cell of colon; malignant cell",1.30306004397929,0.0378954108079467,1.09185638154325,0.949705758832073,1.25528390960037,0.216885014590004,0.460880656003759
"CRC","WNT_CTNNB1",3,TRUE,2,2.59042072981352,TRUE,TRUE,TRUE,3,2.71373078236769,0.00224856263231358,0.0127418549164436,2.71373078236769,3.01668205475791e-83,2.15911922336078,3.2683423413746,0,3,3,2.52013529621173,TRUE,"robust",2,"early colonocyte; malignant cell",0.800817805883276,0.0848005434485004,0.961515597788766,0.823647538574665,1.12246100606452,0.619197945316226,0.734874262532802
"ESCC","EPH_RECEPTORS",2,FALSE,0,-0.33516892827644,FALSE,FALSE,FALSE,2,-0.395010551627458,0.37437727420355,0.535693002019238,-0.395010551627458,0.133671521285233,-3.74155905368624,2.95153795043132,31.1453693032511,2,1,-1.58053728517602,FALSE,"estimated",NA,NA,0.66120204202871,0.0848005434485004,NA,NA,NA,NA,NA
"ESCC","ERBB_LIGANDS",2,FALSE,1,-0.365634641662606,FALSE,TRUE,FALSE,2,-0.498391682002695,0.0193616433545714,0.329147937027713,-0.498391682002695,0.00367783354136176,-0.691047734954419,-0.305735629050971,0,2,1,-0.788626311017678,FALSE,"estimated",NA,NA,0.753411468047904,0.307923074094124,NA,NA,NA,NA,NA
"ESCC","ERBB_RECEPTORS",2,FALSE,1,-0.647152270869051,FALSE,TRUE,FALSE,2,-0.924641375043891,0.140331481118701,0.340805025573987,-0.924641375043891,8.08856217832989e-06,-3.55720689234552,1.70792414225774,17.5779405217015,2,1,-1.07256880227947,FALSE,"estimated",NA,NA,0.682691352197323,0.0921588207877057,NA,NA,NA,NA,NA
"ESCC","FGFR_AXIS",2,FALSE,1,-0.201006711774425,FALSE,TRUE,FALSE,2,-0.354766659268775,0.692327318657176,0.735597776073249,-0.354766659268775,0.5997214202507,-8.94418697756615,8.2346536590286,91.7433027533199,2,1,-0.986315783021917,FALSE,"estimated",NA,NA,0.850925070157897,0.620886965741724,NA,NA,NA,NA,NA
"ESCC","HGF_MET_AXIS",2,FALSE,1,0.475783138583543,FALSE,TRUE,FALSE,2,0.759750570105131,0.104998057091977,0.340805025573987,0.759750570105131,5.40978171175351e-06,-0.847009818745823,2.36651095895609,0,2,1,0.553614459093478,FALSE,"estimated",NA,NA,1.08673295666425,0.879880352415772,NA,NA,NA,NA,NA
"ESCC","IGF_INSR_AXIS",2,TRUE,2,0.670345009906601,FALSE,TRUE,FALSE,2,0.999710482997547,0.301020158734153,0.535693002019238,0.999710482997547,0.0505995984670755,-5.49821067652582,7.49763164252091,66.1263668861832,2,1,1.18347733924583,FALSE,"estimated",NA,NA,0.896246042187718,0.780621221890912,NA,NA,NA,NA,NA
"ESCC","JAK_STAT",2,FALSE,0,-0.156702045644944,FALSE,TRUE,FALSE,2,-0.120193126863049,0.754725461205031,0.754725461205031,-0.120193126863049,0.685077843015185,-3.88599732947082,3.64561107574472,64.3230271376208,2,1,0.087363233823096,FALSE,"estimated",NA,NA,1.01439803434755,0.981604145326129,NA,NA,NA,NA,NA
"ESCC","PDGFR_KIT_CSF1R",2,FALSE,0,-0.258032862151108,FALSE,TRUE,FALSE,2,-0.222970801600735,0.323380777872792,0.535693002019238,-0.222970801600735,0.123677143744551,-1.8001376378948,1.35419603469333,0,2,0,-0.00807838443181799,FALSE,"estimated, not significant",NA,NA,0.982572049960267,0.981604145326129,NA,NA,NA,NA,NA
"ESCC","PI3K_AKT",2,FALSE,1,0.238328026624357,FALSE,TRUE,FALSE,2,0.338028117358444,0.506536145484429,0.574074298215686,0.338028117358444,0.327247032250302,-4.04613863864546,4.72219487336235,77.7635157678215,2,1,0.273539126787177,FALSE,"estimated",NA,NA,0.864300134494357,0.625307847406105,NA,NA,NA,NA,NA
"ESCC","RAS_MAPK",2,FALSE,1,-0.520585130475861,FALSE,FALSE,FALSE,2,-0.440529179892992,0.441158942839373,0.535693002019238,-0.440529179892992,0.228465263421916,-5.08833546127984,4.20727710149386,79.155448254237,2,0,-0.631292731437075,FALSE,"estimated, not significant",NA,NA,0.733599529569079,0.199149431273392,NA,NA,NA,NA,NA
"ESCC","RET_ALK_NTRK",2,FALSE,1,-0.314144478987989,FALSE,FALSE,FALSE,2,-0.435208182145675,0.430262334268092,0.535693002019238,-0.435208182145675,0.2123423234093,-4.86919134430728,3.99877498001593,70.8284765810737,2,1,-1.0094392240012,FALSE,"estimated",NA,NA,0.950009659315851,0.916204659682388,NA,NA,NA,NA,NA
"ESCC","SRC_FAK",2,TRUE,2,1.23311982680747,FALSE,TRUE,TRUE,2,1.34193198799302,0.0497789027239698,0.340805025573987,1.34193198799302,5.14803466125151e-12,0.00595826034628577,2.67790571563976,0,2,1,1.47276140918245,FALSE,"estimated",NA,NA,0.852558353358246,0.625307847406105,NA,NA,NA,NA,NA
"ESCC","TAM_AXL_AXIS",2,TRUE,2,-0.58024192775737,FALSE,TRUE,FALSE,2,-0.640869534297283,0.115658329749298,0.340805025573987,-0.640869534297283,7.59277087033889e-05,-2.13675219264097,0.855013124046406,0,2,0,-0.664996103403083,FALSE,"estimated, not significant",NA,NA,0.715037059939547,0.105841264054133,NA,NA,NA,NA,NA
"ESCC","TGFB_SMAD",2,FALSE,1,0.367405824054082,FALSE,TRUE,FALSE,2,0.477238335774407,0.430333537903528,0.535693002019238,0.477238335774407,0.212447105662097,-4.38607034348625,5.34054701503507,76.9617925092645,2,1,0.627881905347601,FALSE,"estimated",NA,NA,0.82446417008411,0.53638454682694,NA,NA,NA,NA,NA
"ESCC","TIE_ANGPT_AXIS",2,FALSE,1,0.377214670100685,FALSE,TRUE,FALSE,2,0.41688610578131,0.389237630264083,0.535693002019238,0.416886105781309,0.153728622528299,-3.29646745765231,4.13023966921493,49.9771069153295,2,1,0.634008728842363,FALSE,"estimated",NA,NA,0.946280689793283,0.916204659682388,NA,NA,NA,NA,NA
"ESCC","VEGF_PDGF_AXIS",2,TRUE,2,0.840525891340547,FALSE,TRUE,FALSE,2,1.00252615232941,0.127535128071559,0.340805025573987,1.00252615232941,8.44620651545961e-07,-1.58405496496483,3.58910726962365,5.34336640877886,2,2,1.58075644947061,TRUE,"robust",NA,NA,0.957105106913076,0.938599045499954,NA,NA,NA,NA,NA
"ESCC","WNT_CTNNB1",2,FALSE,1,0.47203166718792,FALSE,TRUE,FALSE,2,0.557936510092882,0.110697331831291,0.340805025573987,0.557936510092882,6.70067922810555e-05,-0.687340042016815,1.80321306220258,0,2,1,0.681702721591559,FALSE,"estimated",NA,NA,0.709737202569793,0.182730859654844,NA,NA,NA,NA,NA
"HCC","EPH_RECEPTORS",2,FALSE,0,-0.292423955508672,FALSE,TRUE,FALSE,2,-0.197136877608349,0.312261787451634,0.445423785581642,-0.197136877608349,0.268357788844229,-1.53480843940123,1.14053468418453,0,2,0,-0.444211636183462,FALSE,"estimated, not significant",NA,NA,0.9327073583547,0.625307847406105,NA,NA,NA,NA,NA
"HCC","ERBB_LIGANDS",2,FALSE,0,-0.750779992257517,FALSE,TRUE,FALSE,2,-0.703387488803538,0.393020987277919,0.445423785581642,-0.703387488803538,0.158953535775239,-7.04825946243985,5.64148448483277,73.1253759918592,2,1,-0.39984365427453,FALSE,"estimated",NA,NA,1.2283378934308,0.0830514085140988,NA,NA,NA,NA,NA
"HCC","ERBB_RECEPTORS",2,FALSE,1,-0.399700391781099,FALSE,TRUE,FALSE,2,-0.539223796367011,0.107074616135102,0.445423785581642,-0.539223796367011,0.0109449262317244,-1.70258280409476,0.624135211360741,0,2,1,-1.06073328819615,FALSE,"estimated",NA,NA,0.890872061385147,0.349280094496987,NA,NA,NA,NA,NA
"HCC","FGFR_AXIS",2,FALSE,0,-0.427812762142732,FALSE,TRUE,FALSE,2,-0.376337638078636,0.148574718760274,0.445423785581642,-0.376337638078636,0.0473210615684602,-1.51303512892981,0.760359852772539,0,2,1,-0.712223085971679,FALSE,"estimated",NA,NA,1.00572176612026,0.981604145326129,NA,NA,NA,NA,NA
"HCC","HGF_MET_AXIS",2,FALSE,0,-0.58689924405474,FALSE,TRUE,FALSE,2,-0.47931652161713,0.245213792301648,0.445423785581642,-0.47931652161713,0.0186388608320026,-2.94852063541503,1.98988759218077,0,2,0,-0.456450446788294,FALSE,"estimated, not significant",NA,NA,1.04848169946536,0.80834923332989,NA,NA,NA,NA,NA
