context,module,cell_type,comparison_type,n_donors_a,n_donors_b,n_overlap_donors,n_pairs,median_diff,mean_a,mean_b,p_paired,p_unpaired,test_used,p_used,fdr
IBD,VEGF_PDGF_AXIS,stromal cell of lamina propria of colon,case-vs-healthy,12,6,0,0,nan,0.28832713150359496,0.16324538425441254,nan,0.013466925231631115,mann-whitney (donor-disjoint),0.013466925231631115,0.06733462615815558
IBD,HGF_MET_AXIS,T cell of anorectum,case-vs-healthy,12,6,0,0,nan,0.0005196894988058437,0.00027862491720806194,nan,0.3947683705715457,mann-whitney (donor-disjoint),0.3947683705715457,0.6579472842859094
IBD,HGF_MET_AXIS,colon epithelial cell,case-vs-healthy,12,6,0,0,nan,0.12059878852945331,0.06384936193408607,nan,0.009696186166774402,mann-whitney (donor-disjoint),0.009696186166774402,0.04848093083387201
IBD,HGF_MET_AXIS,myeloid cell,case-vs-healthy,12,6,0,0,nan,0.00879123256191232,0.009307829932429625,nan,0.7786177188876373,mann-whitney (donor-disjoint),0.7786177188876373,0.7786177188876373
IBD,HGF_MET_AXIS,plasma cell,case-vs-healthy,12,6,0,0,nan,0.001941420532802715,0.0015853453839052617,nan,0.6057226196064835,mann-whitney (donor-disjoint),0.6057226196064835,0.7571532745081044
IBD,HGF_MET_AXIS,stromal cell of lamina propria of colon,case-vs-healthy,12,6,0,0,nan,0.16204671262333611,0.0707741269905968,nan,0.06679594914889034,mann-whitney (donor-disjoint),0.06679594914889034,0.16698987287222583
IBD,EPH_RECEPTORS,T cell of anorectum,case-vs-healthy,12,6,0,0,nan,0.005468118651371992,0.0065648032025939,nan,0.8882172187345627,mann-whitney (donor-disjoint),0.8882172187345627,0.8882172187345627
IBD,EPH_RECEPTORS,colon epithelial cell,case-vs-healthy,12,6,0,0,nan,0.21407371428392954,0.16645176613060428,nan,0.33548804137039434,mann-whitney (donor-disjoint),0.33548804137039434,0.43308885144261244
IBD,EPH_RECEPTORS,myeloid cell,case-vs-healthy,12,6,0,0,nan,0.01336617084650734,0.030178264712164532,nan,0.20515220237474951,mann-whitney (donor-disjoint),0.20515220237474951,0.43308885144261244
IBD,EPH_RECEPTORS,plasma cell,case-vs-healthy,12,6,0,0,nan,0.0013486884715478021,0.002882347916247197,nan,0.34647108115409,mann-whitney (donor-disjoint),0.34647108115409,0.43308885144261244
IBD,EPH_RECEPTORS,stromal cell of lamina propria of colon,case-vs-healthy,12,6,0,0,nan,0.10337545775215777,0.0627961236173634,nan,0.08306399482870072,mann-whitney (donor-disjoint),0.08306399482870072,0.41531997414350363
IBD,JAK_STAT,T cell of anorectum,case-vs-healthy,12,6,0,0,nan,0.47435125138186957,0.38289475939449774,nan,0.15050635638870935,mann-whitney (donor-disjoint),0.15050635638870935,0.1881329454858867
IBD,JAK_STAT,colon epithelial cell,case-vs-healthy,12,6,0,0,nan,0.2888026254024179,0.18589527127052075,nan,0.001292824822236587,mann-whitney (donor-disjoint),0.001292824822236587,0.006464124111182934
IBD,JAK_STAT,myeloid cell,case-vs-healthy,12,6,0,0,nan,0.48936945025707757,0.27662597166345615,nan,0.003232062055591467,mann-whitney (donor-disjoint),0.003232062055591467,0.008080155138978667
IBD,JAK_STAT,plasma cell,case-vs-healthy,12,6,0,0,nan,0.2505670008990761,0.20974802517219457,nan,0.49364361129067014,mann-whitney (donor-disjoint),0.49364361129067014,0.49364361129067014
IBD,JAK_STAT,stromal cell of lamina propria of colon,case-vs-healthy,12,6,0,0,nan,0.5548109118636929,0.4520509458753737,nan,0.1246498599439776,mann-whitney (donor-disjoint),0.1246498599439776,0.1881329454858867
IBD,SRC_FAK,T cell of anorectum,case-vs-healthy,12,6,0,0,nan,0.2469296667408217,0.27948370885004153,nan,0.21288515406162467,mann-whitney (donor-disjoint),0.21288515406162467,0.31202865761689297
IBD,SRC_FAK,colon epithelial cell,case-vs-healthy,12,6,0,0,nan,0.13087253373408192,0.09186730993998905,nan,0.6164619694031459,mann-whitney (donor-disjoint),0.6164619694031459,0.6164619694031459
IBD,SRC_FAK,myeloid cell,case-vs-healthy,12,6,0,0,nan,0.12358373904665594,0.06454467392259917,nan,0.1246498599439776,mann-whitney (donor-disjoint),0.1246498599439776,0.31202865761689297
IBD,SRC_FAK,plasma cell,case-vs-healthy,12,6,0,0,nan,0.07457508909736549,0.1018874579310604,nan,0.15050635638870935,mann-whitney (donor-disjoint),0.15050635638870935,0.31202865761689297
IBD,SRC_FAK,stromal cell of lamina propria of colon,case-vs-healthy,12,6,0,0,nan,0.25649703151923436,0.16034847286011794,nan,0.24962292609351436,mann-whitney (donor-disjoint),0.24962292609351436,0.31202865761689297
IBD,WNT_CTNNB1,T cell of anorectum,case-vs-healthy,12,6,0,0,nan,0.19419031887881058,0.1833321396354414,nan,0.8200818789054083,mann-whitney (donor-disjoint),0.8200818789054083,0.9635854341736694
IBD,WNT_CTNNB1,colon epithelial cell,case-vs-healthy,12,6,0,0,nan,0.3600605955248554,0.2555258568135502,nan,0.03199741435035553,mann-whitney (donor-disjoint),0.03199741435035553,0.15998707175177765
IBD,WNT_CTNNB1,myeloid cell,case-vs-healthy,12,6,0,0,nan,0.30557251950939385,0.29196390685418244,nan,0.9635854341736694,mann-whitney (donor-disjoint),0.9635854341736694,0.9635854341736694
IBD,WNT_CTNNB1,plasma cell,case-vs-healthy,12,6,0,0,nan,0.14961306570550867,0.1461108653212826,nan,0.3845076492135316,mann-whitney (donor-disjoint),0.3845076492135316,0.8227393521511169
IBD,WNT_CTNNB1,stromal cell of lamina propria of colon,case-vs-healthy,12,6,0,0,nan,0.562214297246561,0.6387362552964798,nan,0.49364361129067014,mann-whitney (donor-disjoint),0.49364361129067014,0.8227393521511169
STAD,ERBB_RECEPTORS,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.252792751789093,0.1363460019359857,nan,0.8041551811226735,mann-whitney (donor-disjoint),0.8041551811226735,0.8041551811226735
STAD,ERBB_RECEPTORS,enterocyte,tumour-vs-adjacent,19,19,1,1,-0.14033322309454282,0.1120211583966125,0.11639719528635217,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.0,0.12661069282969667,0.07925873090618786,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,epithelial cell,tumour-vs-adjacent,28,33,4,4,0.008779391579048737,0.13743438230695537,0.1357495663528796,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,0.07247889222593235,0.1295218334924936,0.13527503369531121,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,0.0,0.10970349409812458,0.09592168483965324,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,0.09405089112993631,0.15759368347669594,0.13414053413730923,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,parietal cell,tumour-vs-adjacent,19,30,1,1,-0.0351756989955902,0.164598454707881,0.1319028213028107,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,peptic cell,tumour-vs-adjacent,19,28,3,3,0.0,0.08514526811043939,0.059088357924161575,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,0.07128453254699707,0.07798299147818197,0.10788268519533145,nan,nan,not testable,nan,nan
STAD,ERBB_RECEPTORS,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.13163389178179638,0.08047685316345872,nan,0.18240213455574372,mann-whitney (donor-disjoint),0.18240213455574372,0.36480426911148744
STAD,ERBB_RECEPTORS,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,0.0,0.11048492500741997,0.054261472692129394,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.39732321053743364,0.23653667752360885,nan,1.0,mann-whitney (donor-disjoint),1.0,1.0
STAD,ERBB_LIGANDS,enterocyte,tumour-vs-adjacent,19,19,1,1,0.017209971571962038,0.14183134203223244,0.13975200842781263,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.0,0.031413247464951985,0.03857770185499897,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,epithelial cell,tumour-vs-adjacent,28,33,4,4,-0.0044611007584894405,0.09203885750223705,0.06664454953546223,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,-0.03131370456556024,0.08030891621477865,0.06911694952970882,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,0.21223920749293435,0.10599482296126053,0.14718153804366424,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,-0.09857475358182685,0.052895504923729124,0.07680919098305865,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,parietal cell,tumour-vs-adjacent,19,30,1,1,0.06423979699611664,0.062284035106627764,0.032482387262359975,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,peptic cell,tumour-vs-adjacent,19,28,3,3,0.22241179645061493,0.08337219404050816,0.043571202288164204,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,-0.25525568922360736,0.01496277284206868,0.05960556283905656,nan,nan,not testable,nan,nan
STAD,ERBB_LIGANDS,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.009878378877272971,0.02578573916124151,nan,0.15742172863785475,mann-whitney (donor-disjoint),0.15742172863785475,0.3148434572757095
STAD,ERBB_LIGANDS,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,0.08525644739468893,0.04551668995357225,0.01247361916848812,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.0074575372040271756,0.03945748462821498,nan,0.14740688856687892,mann-whitney (donor-disjoint),0.14740688856687892,0.29481377713375784
STAD,VEGF_PDGF_AXIS,enterocyte,tumour-vs-adjacent,19,19,1,1,0.028697976904610796,0.056900153907684305,0.06293927382413866,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.0,0.03611567126756561,0.03749362679883974,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,epithelial cell,tumour-vs-adjacent,28,33,4,4,-0.013261597852916064,0.03457097898713744,0.038987885077819855,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,-0.006758544158928358,0.03797256084030493,0.04247251131190275,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,-0.1620308773385154,0.053526069461348906,0.054858770587070706,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,-0.019122069190158453,0.046847933856332395,0.047896870900330096,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,parietal cell,tumour-vs-adjacent,19,30,1,1,-0.06231258809566498,0.04255519222275216,0.06930895042270262,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,peptic cell,tumour-vs-adjacent,19,28,3,3,0.06585921347141266,0.03289469061761822,0.04592870317859129,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,0.010327912867069244,0.048557508258317235,0.05936294586023214,nan,nan,not testable,nan,nan
STAD,VEGF_PDGF_AXIS,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.04710773533353439,0.04017191786116427,nan,0.29769176632568695,mann-whitney (donor-disjoint),0.29769176632568695,0.29769176632568695
STAD,VEGF_PDGF_AXIS,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,0.053630756835142776,0.06182127860908671,0.04881042508127086,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.0,0.0723424603864228,nan,0.06639318527112506,mann-whitney (donor-disjoint),0.06639318527112506,0.13278637054225012
STAD,HGF_MET_AXIS,enterocyte,tumour-vs-adjacent,19,19,1,1,0.020127759004632637,0.08248799156329123,0.06743888640007198,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.6577430367469788,0.054039265831721646,0.033643885868335784,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,epithelial cell,tumour-vs-adjacent,28,33,4,4,0.0034009577261177384,0.08990609215324118,0.08164298069639986,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,-0.010138798664008263,0.10349383207128872,0.09841596126648722,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,0.05263843139012655,0.05035400984862608,0.04157398626656817,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,-0.024264760220709652,0.048213917638512176,0.04330420920208315,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,parietal cell,tumour-vs-adjacent,19,30,1,1,-0.07426064610481262,0.013629577306068294,0.04533047050522261,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,peptic cell,tumour-vs-adjacent,19,28,3,3,0.0,0.03002781905050607,0.010097816570412546,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,-0.11647424846887589,0.0799426634998431,0.0763312542678526,nan,nan,not testable,nan,nan
STAD,HGF_MET_AXIS,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.022186381069374532,0.04149547713398282,nan,0.38863289978858195,mann-whitney (donor-disjoint),0.38863289978858195,0.38863289978858195
STAD,HGF_MET_AXIS,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,-0.04544885456562042,0.01042186454325222,0.02347678243306361,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.0,0.07496107055188773,nan,0.06639318527112506,mann-whitney (donor-disjoint),0.06639318527112506,0.13278637054225012
STAD,EPH_RECEPTORS,enterocyte,tumour-vs-adjacent,19,19,1,1,-0.03648362637807926,0.08713929210738795,0.08312935685943851,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.0,0.05456892464937386,0.03628282491599684,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,epithelial cell,tumour-vs-adjacent,28,33,4,4,-0.006157484236300546,0.12321282648347824,0.09201013110802846,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,0.03626099407889336,0.1075274800877617,0.07464682899696706,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,-0.529604434967041,0.0843705706893665,0.10999168896752462,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,0.03742192841702929,0.08842081900261528,0.05803226897389992,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,parietal cell,tumour-vs-adjacent,19,30,1,1,0.17566922158002854,0.030724869407921688,0.03781433623156916,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,peptic cell,tumour-vs-adjacent,19,28,3,3,0.0,0.018384119532675963,0.021862862442907426,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,0.09149181842803955,0.022752141042409288,0.011836624760609172,nan,nan,not testable,nan,nan
STAD,EPH_RECEPTORS,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.036480287547572786,0.03972328711691551,nan,0.6901624220695128,mann-whitney (donor-disjoint),0.6901624220695128,0.6901624220695128
STAD,EPH_RECEPTORS,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,0.0,0.0010782473967971581,0.00883419896482624,nan,nan,not testable,nan,nan
STAD,JAK_STAT,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.09037332236766815,0.12472044915218891,nan,0.6236797393048898,mann-whitney (donor-disjoint),0.6236797393048898,0.7378177311481033
STAD,JAK_STAT,enterocyte,tumour-vs-adjacent,19,19,1,1,-0.004400257766246793,0.10701587436249194,0.07823821873635983,nan,nan,not testable,nan,nan
STAD,JAK_STAT,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.1566932052373886,0.11134558460806214,0.10668732395699244,nan,nan,not testable,nan,nan
STAD,JAK_STAT,epithelial cell,tumour-vs-adjacent,28,33,4,4,-0.005499180641874178,0.10842105504507547,0.10433942431261589,nan,nan,not testable,nan,nan
STAD,JAK_STAT,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,0.01452588293272376,0.10423676580021854,0.09366342165184759,nan,nan,not testable,nan,nan
STAD,JAK_STAT,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,0.03199146853552924,0.08108216045098567,0.06751720835576833,nan,nan,not testable,nan,nan
STAD,JAK_STAT,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,-0.0584386709438753,0.09961732195207992,0.09127022460832182,nan,nan,not testable,nan,nan
STAD,JAK_STAT,parietal cell,tumour-vs-adjacent,19,30,1,1,0.03561187982559204,0.11905592190809015,0.08800069870459977,nan,nan,not testable,nan,nan
STAD,JAK_STAT,peptic cell,tumour-vs-adjacent,19,28,3,3,-0.19097529351711273,0.045102377503519184,0.06682650496082176,nan,nan,not testable,nan,nan
STAD,JAK_STAT,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,-0.08214138199885684,0.15594062961168262,0.14987280556026328,nan,nan,not testable,nan,nan
STAD,JAK_STAT,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.10214317206788313,0.09198311547163367,nan,0.7378177311481033,mann-whitney (donor-disjoint),0.7378177311481033,0.7378177311481033
STAD,JAK_STAT,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,0.18011652429898578,0.15090399842871383,0.0908852177011237,nan,nan,not testable,nan,nan
STAD,SRC_FAK,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.09789468050003051,0.11375256289135326,nan,0.5005804129627163,mann-whitney (donor-disjoint),0.5005804129627163,0.9872172569425267
STAD,SRC_FAK,enterocyte,tumour-vs-adjacent,19,19,1,1,0.04165616383155187,0.07046867385663462,0.07171992039514882,nan,nan,not testable,nan,nan
STAD,SRC_FAK,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.2820477783679962,0.07957375028136107,0.07353098416189441,nan,nan,not testable,nan,nan
STAD,SRC_FAK,epithelial cell,tumour-vs-adjacent,28,33,4,4,0.008439511466466765,0.08523138681702704,0.08323130631406607,nan,nan,not testable,nan,nan
STAD,SRC_FAK,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,-0.07463847625697062,0.08040164914667787,0.09583639446350198,nan,nan,not testable,nan,nan
STAD,SRC_FAK,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,0.053761530253622264,0.08094495034682704,0.09933212596179553,nan,nan,not testable,nan,nan
STAD,SRC_FAK,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,-0.043526754590539306,0.08356324875286171,0.08953497624987686,nan,nan,not testable,nan,nan
STAD,SRC_FAK,parietal cell,tumour-vs-adjacent,19,30,1,1,-0.029991430044174205,0.06667005035346381,0.08493153907655833,nan,nan,not testable,nan,nan
STAD,SRC_FAK,peptic cell,tumour-vs-adjacent,19,28,3,3,0.0,0.05530274775093067,0.0596418045763681,nan,nan,not testable,nan,nan
STAD,SRC_FAK,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,-0.0580174798766772,0.0584759157902189,0.07513302176564214,nan,nan,not testable,nan,nan
STAD,SRC_FAK,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.07580859930903623,0.0760113314135169,nan,0.9872172569425267,mann-whitney (donor-disjoint),0.9872172569425267,0.9872172569425267
STAD,SRC_FAK,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,-0.06539792567491531,0.0586696615319917,0.05195539049906886,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,BEST4+ enterocyte,tumour-vs-adjacent,5,7,0,0,nan,0.2270316392183304,0.12402789362452246,nan,0.5129899106370105,mann-whitney (donor-disjoint),0.5129899106370105,0.5129899106370105
STAD,WNT_CTNNB1,enterocyte,tumour-vs-adjacent,19,19,1,1,-0.05531646721065045,0.1632273869006256,0.1499771220477246,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,enteroendocrine cell,tumour-vs-adjacent,23,24,1,1,0.0,0.14342040794469837,0.08834033289070492,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,epithelial cell,tumour-vs-adjacent,28,33,4,4,-0.04643398647859642,0.32725220566016605,0.2812205372952094,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,foveolar cell of stomach,tumour-vs-adjacent,28,33,4,4,-0.03366778238827339,0.27706883355312256,0.3152486060728701,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,intestine goblet cell,tumour-vs-adjacent,22,19,1,1,0.12249799569447835,0.24108455389616543,0.21397959730510605,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,mucous neck cell of gastric gland,tumour-vs-adjacent,27,33,4,4,-0.04869795550387633,0.21528111255893484,0.21114866658548062,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,parietal cell,tumour-vs-adjacent,19,30,1,1,0.2329043924808502,0.17557217121050123,0.1655030590779037,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,peptic cell,tumour-vs-adjacent,19,28,3,3,0.3149920701980591,0.09492082178023362,0.09246318821867776,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,type EC enteroendocrine cell,tumour-vs-adjacent,21,27,2,2,-0.15085850656032562,0.13031485724476952,0.10696314897455943,nan,nan,not testable,nan,nan
STAD,WNT_CTNNB1,type G enteroendocrine cell,tumour-vs-adjacent,13,24,0,0,nan,0.17196834953827458,0.13613147602756848,nan,0.45317731610358036,mann-whitney (donor-disjoint),0.45317731610358036,0.5129899106370105
STAD,WNT_CTNNB1,type X enteroendocrine cell,tumour-vs-adjacent,13,25,1,1,0.04846979180971782,0.13892089872282448,0.10521956248083858,nan,nan,not testable,nan,nan
