accession,disease_e,sample,epic_cancer,epic_caf,epic_endo,epic_immune,pos,disease_x,epi,fib,end,imm
GSE44076,CRC,GSM1077796,0.896931152205489,0.045295342710179,0.0274462999181813,0.0303272051661509,148,CRC,0.413146759203368,0.0296550375442329,0.117260034957449,0.36431379060031
GSE44076,CRC,GSM1077797,0.925237743104265,0.0301752705978134,0.0151068968901342,0.0294800894077876,149,CRC,0.454203569022637,1.85868869526398e-18,0.116408180977548,0.183478847028733
GSE44076,CRC,GSM1077798,0.908026506131921,0.05657171874985,0.0155214852293101,0.0198802898889188,150,CRC,0.444620092378652,0.0676507171530796,0.145277639729894,0.236486076481272
GSE44076,CRC,GSM1077799,0.928433375049623,0.0403446069228476,0.0137922935379927,0.0174297244895372,151,CRC,0.469152405470419,0.0242347511211151,0.0913992067086737,0.192481861964042
GSE44076,CRC,GSM1077800,0.695925893642707,0.172942428871009,0.0498919752727093,0.0812397022135748,152,CRC,1.6715290756288898e-18,0.350034442204327,0.098098967614009,0.948362051218599
GSE44076,CRC,GSM1077801,0.927322919629165,0.0406356821587577,0.0107195384061292,0.0213218598059478,153,CRC,0.448527649375302,0.0308524594453302,0.0838694761885231,0.238410606235103
GSE44076,CRC,GSM1077802,0.960482986523743,0.0065242504104632,0.0108194509713741,0.0221733120944193,154,CRC,0.479337881381226,0.0113493948565351,0.0865822772127306,0.164662973000869
GSE44076,CRC,GSM1077803,0.941642285840487,0.0215374060472343,0.0132617713962401,0.0235585367160382,155,CRC,0.450100848906073,0.0966348343602117,0.0803241750203713,0.343871403332699
GSE44076,CRC,GSM1077804,0.875238081915873,0.0871231659788457,0.0231734475463511,0.0144653045589307,156,CRC,0.358500398301439,0.0876910318714895,0.177728744285949,0.216758139135258
GSE44076,CRC,GSM1077805,0.921276300195657,0.0444492667260953,0.0146042387017822,0.0196701943764654,157,CRC,0.459072708704246,0.0794004616118225,0.0755119678284574,0.240695342235781
GSE44076,CRC,GSM1077806,0.94796176020341,0.0128819285868769,0.0136992912913227,0.02545701991839,158,CRC,0.475573533794328,8.873603411231599e-19,0.110845620424973,0.217948326180289
GSE44076,CRC,GSM1077807,0.890576307456597,0.0597558555660527,0.0227411058647927,0.026926731112558,159,CRC,0.402865301138015,0.121413856975491,0.172023968178344,0.474204283113763
GSE44076,CRC,GSM1077808,0.870153291214304,0.0556460382876645,0.025447617409217,0.0487530530888148,160,CRC,0.384345837158145,0.0658300488398448,0.0942100834830772,0.647221348550776
GSE44076,CRC,GSM1077809,0.938093037824647,0.0102769687796847,0.0133543582978221,0.0382756350978465,161,CRC,0.511333813794849,0.0359577897101415,0.137359158200602,0.186137359295285
GSE44076,CRC,GSM1077810,0.932345297692508,0.0315300457920078,0.0150112560143431,0.0211134005011416,162,CRC,0.449475521545344,0.0466293228666669,0.0920158961138176,0.204703285999283
GSE44076,CRC,GSM1077811,0.921385925769038,0.0434233641199832,0.0130377079886243,0.0221530021223546,163,CRC,0.466199842490904,0.0400089060106599,0.0804265388199475,0.279860640353838
GSE44076,CRC,GSM1077812,0.935584367255633,0.0302254330196952,0.0128074643824019,0.0213827353422702,164,CRC,0.474652689584744,0.10200989036216,0.0783127370698736,0.16066457097079
GSE44076,CRC,GSM1077813,0.915843208536011,0.0437368461217437,0.0158129173199013,0.0246070280223444,165,CRC,0.432997155085444,0.0423130018703404,0.0844596785097912,0.411924835113606
GSE44076,CRC,GSM1077814,0.942387231205853,0.0028138124920405,0.0124664664737344,0.0423324898283721,166,CRC,0.523232663548494,0.0,0.0248601952582548,0.307762018852527
GSE44076,CRC,GSM1077815,0.943838923388148,0.0176617046288855,0.0126758353438232,0.025823536639143,167,CRC,0.479061956130097,3.44839123368235e-18,0.0183879885497473,0.128854242120787
GSE44076,CRC,GSM1077816,0.947204814447141,0.009463151806778,0.0147874360573445,0.0285445976887367,168,CRC,0.479656280222508,0.0153359048766997,0.0662059721139193,0.357631067114824
GSE44076,CRC,GSM1077817,0.917981751157512,0.0321004604878977,0.0238774701811616,0.0260403181734292,169,CRC,0.416162251487756,6.40002645084831e-20,0.140846246465291,0.500111926387109
GSE44076,CRC,GSM1077818,0.926347417306657,0.0301376088475883,0.0149908894951641,0.0285240843505904,170,CRC,0.463488089152535,0.0407856646473913,0.0973000506275326,0.354652714523465
GSE44076,CRC,GSM1077819,0.960085773281747,0.0060389454864898,0.010033282820948,0.0238419984108153,171,CRC,0.509235808177817,0.0,0.0031782916811715,0.112485790133369
GSE44076,CRC,GSM1077820,0.922820458111088,0.0439374726293727,0.0113315927235735,0.0219104765359659,172,CRC,0.424539414252468,0.106840168643684,0.0888108928673124,0.417267340125052
GSE44076,CRC,GSM1077821,0.87115039044075,0.0812628573866098,0.0219071349600998,0.0256796172125401,173,CRC,0.411154877286947,0.149183171298443,0.122408112673667,0.432508325600408
GSE44076,CRC,GSM1077822,0.939330690054925,0.0207957214635922,0.0143659817843037,0.0255076066971787,174,CRC,0.469194256095871,0.0716035998827694,0.136609027479058,0.234502225092343
GSE44076,CRC,GSM1077823,0.877989638563252,0.017484809604089,0.0168432335433624,0.0876823182892969,175,CRC,0.404336659308285,1.2767172995671299e-18,0.0797987523855946,0.610966459748091
GSE44076,CRC,GSM1077824,0.957901302068484,0.0085439758615814,0.0123331334551498,0.0212215886147849,176,CRC,0.466248917136939,0.0137155807482697,0.0909498386958669,0.195949449377821
GSE44076,CRC,GSM1077825,0.939790452001521,0.0215917056593063,0.0132225457301509,0.0253952966090218,177,CRC,0.497516529276776,0.0795071984279119,0.0258524165447802,0.216622454678318
GSE44076,CRC,GSM1077826,0.885369523354866,0.0764242993136715,0.0157780103586372,0.0224281669728251,178,CRC,0.393422142222327,0.131118392864537,0.0647014741466691,0.531984142261124
GSE44076,CRC,GSM1077827,0.942087760815035,0.0169863148871288,0.0131650155900229,0.0277609087078133,179,CRC,0.474494545382661,0.0246569635007827,0.090986769980145,0.244901344382763
GSE44076,CRC,GSM1077828,0.879877957457872,0.0809772196922555,0.0193227130240466,0.0198221098258257,180,CRC,0.457106858367527,0.235738261598154,0.112840136123745,0.334723633557171
GSE44076,CRC,GSM1077829,0.939885952495787,0.0271045825335907,0.0120622658437577,0.0209471991268646,181,CRC,0.471790376580296,0.034044637718368,0.0591589007926474,0.225531815554594
GSE44076,CRC,GSM1077830,0.933352172933067,0.0215852831987133,0.0122079215646616,0.0328546223035585,182,CRC,0.443674130308793,1.02833570992946e-17,0.0816130406406798,0.590497611344796
GSE44076,CRC,GSM1077831,0.902132915137072,0.0218106779486473,0.022001746138205,0.0540546607760761,183,CRC,0.449013276586391,0.0,0.156861345057262,0.449415113651783
GSE44076,CRC,GSM1077832,0.934343940099021,0.0317100927961776,0.0102951813831758,0.0236507857216259,184,CRC,0.485262264522588,0.0482561935447014,0.0706996709915357,0.269725433805437
GSE44076,CRC,GSM1077833,0.922402552931318,0.0203323924777815,0.0211998988988782,0.0360651556920221,185,CRC,0.446460394405477,0.0309614473695752,0.0675609341759637,0.582399357771296
GSE44076,CRC,GSM1077834,0.900699647390806,0.0612197588342793,0.019381980763913,0.0186986130110021,186,CRC,0.448749928587505,0.116528693344682,0.0874308465110126,0.290716426587917
GSE44076,CRC,GSM1077835,0.952727885948913,0.0088173809965815,0.010707764032399,0.0277469690221066,187,CRC,0.540360606150531,0.0826904364192382,0.0367076057019029,0.0809555875147637
GSE44076,CRC,GSM1077836,0.940084539988558,0.0230890083314049,0.010186578361635,0.0266398733184018,188,CRC,0.467799901404016,0.0538400343436581,0.0608099195578349,0.309265876228119
GSE44076,CRC,GSM1077837,0.90796833444202,0.0479195971086129,0.0200769521115866,0.0240351163377806,189,CRC,0.400623290488985,0.124565257424862,0.113777832871506,0.405922402803776
GSE44076,CRC,GSM1077838,0.92675221396648,0.0447929964954514,0.0115567069007743,0.0168980826372948,190,CRC,0.455795739461624,0.0875993302765517,0.055301072824878,0.295550081220466
GSE44076,CRC,GSM1077839,0.899958440378796,0.0514355006738923,0.016724430195029,0.0318816287522824,191,CRC,0.427544020248443,0.070190837009264,0.120065188939882,0.454126831480646
GSE44076,CRC,GSM1077840,0.91305170558006,0.0468613703273564,0.0131200417259029,0.0269668823666804,192,CRC,0.467154614668493,1.91549543246162e-18,0.0506154355324426,0.308449998895451
GSE44076,CRC,GSM1077841,0.883175381697868,0.0772029037935308,0.0180849081736649,0.0215368063349363,193,CRC,0.403995195352815,0.141141759446347,0.107886669713125,0.40770071568008
GSE44076,CRC,GSM1077842,0.933443876318869,0.0295748898626282,0.0132599614061681,0.0237212724123349,194,CRC,0.449051666825255,0.0101459769815096,0.0832802449120433,0.281381764459712
GSE44076,CRC,GSM1077843,0.958322258948642,0.0069462997398738,0.0117719835640751,0.0229594577474086,195,CRC,0.469001466287231,0.0164654983081092,0.0476762456025961,0.172307645034187
GSE41258,CRC,GSM1012286,0.71105394857197,0.0101363018725435,0.0433927360274445,0.235417013528042,0,CRC,0.465438400569976,3.0437431026411002e-18,0.0386067387504804,0.367206234556019
GSE41258,CRC,GSM1012297,0.710001819057579,0.0344366382335941,0.0511563901147234,0.204405152594103,1,CRC,0.466628577755354,0.0286934380327779,0.0485186179755128,0.291948114533342
GSE41258,CRC,GSM1012303,0.690750912962422,0.0302083491514211,0.0530970978485013,0.225943640037656,2,CRC,0.415490610627993,0.176367717489445,0.0700508203945542,0.379329864349538
GSE41258,CRC,GSM1012304,0.594177399389935,0.015086593538737,0.0625935421139036,0.328142464957424,3,CRC,0.44740507140811,0.104009839552029,0.0504655759390941,0.644881183588322
