accession,disease,feature,paired,patient_ids_available,n_both_arm_patients,n_case,n_control,npair,r_emp,measure,yi,vi,mean_case,sd_case,mean_ctrl,sd_ctrl,beta_base,se_base,p_base,not_estimable_reason
GSE13911,STAD,TIE_ANGPT_AXIS,TRUE,TRUE,31,38,31,31,-0.15243936476175,SMCRPH,0.151236112845795,0.0770150163523049,0.0532260811530869,0.40579608893788,-0.0442516461744972,0.446166556632092,0.0669122844734047,0.119082360576394,0.578359004477717,
GSE13911,STAD,VEGF_PDGF_AXIS,TRUE,TRUE,31,38,31,31,0.156380007833921,SMCRPH,0.8876594648209,0.0633508747415081,0.13709011677983,0.344395476468998,-0.171998266569102,0.298376334384795,0.29651173517075,0.0770446819092253,0.000577925996834056,
GSE13911,STAD,WNT_CTNNB1,TRUE,TRUE,31,38,31,31,0.0570935161787131,SMCRPH,1.31872452601745,0.0781342070661979,0.220355089872936,0.416990724680683,-0.323011527258238,0.348591790443183,0.524409892206037,0.0969115612952699,7.29431603676156e-06,
GSE27342,STAD,EPH_RECEPTORS,TRUE,TRUE,80,80,80,80,-0.16813623802063,SMCRPH,1.24290193963615,0.0346257954918627,0.272720931868864,0.448866612756311,-0.261951408286279,0.406224631301447,0.534672340155143,0.0731279561063416,1.88553381567727e-10,
GSE27342,STAD,ERBB_LIGANDS,TRUE,TRUE,80,80,80,80,-0.14501057134982,SMCRPH,0.168204832321972,0.0290783907232004,0.049409959105059,0.386566303732825,-0.016561744712591,0.394010235163439,0.06597170381765,0.0660351238103857,0.320825787216882,
GSE27342,STAD,ERBB_RECEPTORS,TRUE,TRUE,80,80,80,80,0.191376737445538,SMCRPH,0.237406998107911,0.0207273087365677,0.0693324393888529,0.447648852270098,-0.0296243684995643,0.379046541107724,0.0989568078884172,0.0590677853914452,0.0978276799659111,
GSE27342,STAD,FGFR_AXIS,TRUE,TRUE,80,80,80,80,0.144808768853686,SMCRPH,0.272636132813147,0.021975727607275,0.0668067585971013,0.337616766512332,-0.0367505985067488,0.414454139703612,0.10355735710385,0.055366065682443,0.0651303033605224,
GSE27342,STAD,HGF_MET_AXIS,TRUE,TRUE,80,80,80,80,-0.139933139926143,SMCRPH,0.628231491054344,0.0301320725971937,0.162666061987886,0.419292914176319,-0.10578258088106,0.431098143959845,0.268448642868946,0.0717843800918343,0.000347341073191831,
GSE27342,STAD,IGF_INSR_AXIS,TRUE,TRUE,80,80,80,80,0.101103473316989,SMCRPH,0.110196797895303,0.0227994394022994,0.0197709019134797,0.440290076125436,-0.0277326968766383,0.417422380739527,0.0475035987901179,0.0643169690641451,0.462347212681048,
GSE27342,STAD,JAK_STAT,TRUE,TRUE,80,80,80,80,0.0914803955651125,SMCRPH,0.691509002258217,0.0245604561616566,0.162983001030051,0.378066758081596,-0.11596034959652,0.423542583246932,0.278943350626571,0.060521252759321,1.53184706955562e-05,
