"cohort","feature","n","events","HR_uni","p_uni","HR_age","p_age","HR_age_stage","p_age_stage"
"GSE39582","ERBB_LIGANDS",573,190,1.01080391926611,0.881151305121501,1.02575998944192,0.724360257405268,NA,NA
"GSE39582","WNT_CTNNB1",573,190,0.958043610497153,0.548042423100824,0.984024590400762,0.823968944357556,NA,NA
"GSE39582","EPH_RECEPTORS",573,190,0.93028203506863,0.313089142308639,0.925078232222744,0.270243469620836,NA,NA
"GSE39582","VEGF_PDGF_AXIS",573,190,1.21345185054643,0.00685846887941811,1.20352883644373,0.0086668404737169,NA,NA
